,SDSS9,JINGLEID,IDNUM,SDSSID,OBJID,SPECOBJID,PLATE,MJD,FIBERID,RA,DEC,Z,Z_ERR,DL,AGNCLASS,N2HA,O3HB,Z_PP04_N2,Z_PP04_O3N2,Z_MZR,LOGMSTAR,LOGMSTAR_MAGPHYS,LOGMSTAR_MAGPHYS_ERR,LOGMSTAR_GRASIL,LOGMSTAR_WISE,LOGMSTAR_WISE_ERR,LOGMSTAR_CHANG,LOGMSTAR_CHANG_ERR,LOGMSTAR_MPAJHU,LOGMSTAR_MPAJHU_ERR,LOGMSTAR_BC03,LOGMSTAR_BC03_ERR,LOGMUST,CINDEX,AXISRATIO,INCL,PETRORAD_KPC,PETROR50_KPC,RE_R,LOGSFR_MPAJHU,LOGSFR_MPAJHU_ERR,LOGSFR_CHANG,LOGSFR_CHANG_ERR,LOGSFR_IRNUV,LOGSFR_IRNUV_ERR,LOGSFR_IRFUV,LOGSFR_IRFUV_ERR,LOGSFR_MAGPHYS,LOGSFR_MAGPHYS_ERR,LOGSFR_GRASIL,LOGSFR_NUVCE01,LOGSFR_NUVCE01_ERR,LOGSFR_NUVJRM,LOGSFR_NUVJRM_ERR,LOGSFR_FUVCE01,LOGSFR_FUVCE01_ERR,LOGSFR_FUVJRM,LOGSFR_FUVJRM_ERR,AIRX,FUVK,LOGL12UM,LOGMHALO_TEMPEL14,GROUPRANK_TEMPEL14,GROUPCLASS,MORPH_ZOO,MORPH_JINGLE,MORPH_TEMPEL14,DETFLAG_850,F850,F850ERR,SN850,F850_CORR,F850ERR_CORR,LOGL850,LOGL850ERR,F850_BEAM,LOGL850_BEAM,LOGL850ERR_BEAM,SN850_BEAM,LOGLIR_GRASIL,LOGLIR_MAGPHYS,LOGMDUST_GRASIL,LOGMDUST_MAGPHYS,FLAG_RXA,CO_APCOR,RMS_CO21,ICO21,FLAG_CO,LOGLCO21,LOGLCO21_ERR,SNCO21,ALPHACO_A17,ALPHACO_MW,LOGMH2,LOGMH2_ERR,LOGMH2_PRED,FIRST_FLUX,FIRST_FLUX_ERR,HIREFERENCE,HIFLAG,LOGMHI,LOGMHIMS,BDec,BDecerr,HA SNR,HB SNR,logMDust,logMDust uperr,logMDust lowerr,MPA LBdec,MPA LBdec err
47,J133457.27+340238.7,JINGLE43 ,43,4576-301-5-0551-0036,1237665129087565860,2243930946959075328,1993,53762,45,203.738642,34.044084,0.02365,1e-05,103.128,1,-0.31340382,-0.76987815,8.847699,8.876071,8.772991,10.684951,10.59,0.01,10.452973,10.983996,0.048401,10.57,0.07499981,10.574775,0.08756065,10.780109,0.17954448,8.487234,2.242155,0.7790313,39.223804,12.057744,5.4588933,11.492557,0.6763001,0.14865997,0.992,0.13749999,0.9713355,0.004329769,0.918511,0.0055579175,1.492,0.01,1.0766661,0.95279247,0.023724,0.83569056,0.05262254,0.9614211,0.025630496,0.83058864,0.05965936,1.0931135,3.2433329,10.133732,14.052529,4,3,1,1,1,1,0.0847,0.0115,17.4,0.0713,0.0117,7.9203534,0.07126571,0.0342,7.60129,0.029206937,14.869566,11.043476,11.025306,7.680334,7.8446016,2,0.68808013,0.00772,6.535,1,9.09506,0.06260151,8.3397455,3.4118495,4.35,9.83046,0.06260151,10.0,18.841843,0.14299823,0,0,0.0,0.0,0.5909607410430908,0.02422459051012993,59.43449401855469,26.752460479736328,8.601474000000001,0.026080000000000002,0.026111000000000002,0.7332767953275634,0.023051990856911956
48,J130143.37+290240.7,JINGLE44 ,44,4646-301-2-0022-0251,1237665428089995515,2264207586230298624,2011,53499,83,195.430723,29.044658,0.02373,1e-05,103.48304,1,-0.33012497,-0.33672467,8.825651,8.732111,8.775261,10.909666,10.63,0.11000013,10.665854,10.8372345,0.048970547,10.9,0.08499956,10.86668,0.08707619,11.0442705,0.19185816,8.614678,2.9146683,0.36203206,70.07571,11.137974,4.7268295,11.458855,-0.4792999,0.6025382,-0.028,0.31,0.1639287,0.0063112993,0.096058264,0.0062947143,0.107,0.052500002,0.30215955,0.24797326,0.0539801,0.23299612,0.017778136,0.25767857,0.05998543,0.24551266,0.019740658,0.96512866,5.1365604,9.45087,15.114897,38,3,1,1,1,1,0.0212,0.0094,8.9,0.0206,0.0094,7.384116,0.1981732,0.0,0.0,0.0,0.0,10.417408,10.317855,7.868697,7.622214,1,0.7678967,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.16,0.0,0.0,1,1,10.085115,-0.8245506,0.5713515281677246,0.05517391115427017,35.16639709472656,10.835925102233887,8.368466999999999,0.045661,0.047785,0.7550988541465851,0.042957392634299756
49,J130831.57+244202.7,JINGLE45 ,45,5224-301-4-0281-0122,1237667911671808122,2998380099729909760,2663,54234,395,197.131579,24.700764,0.02376,1e-05,103.61619,2,0.0034155445,-0.32676792,9.376947,8.835658,8.778591,11.046802,10.8,0.07000017,10.718082,10.956767,0.048114415,11.02,0.08500004,11.034869,0.10006237,11.101073,0.16284217,8.61843,3.0863574,0.22378983,79.4136,13.012681,5.3817234,12.326864,0.2463501,0.44172078,-0.043,0.24,0.15210852,0.004033408,0.12714279,0.005510099,0.087,0.045,0.19164434,0.26951295,0.05370308,0.29885307,0.015276691,0.30103,0.05645828,0.3304138,0.016235307,1.3209211,5.402286,9.537771,0.0,1,1,1,1,1,1,0.0417,0.0107,9.3,0.0411,0.0107,7.685208,0.113064505,0.0,0.0,0.0,0.0,10.381003,10.327563,7.9242992,7.833275,0,0.7648603,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15,0.0,0.0,1,1,10.063445,-0.9833565,0.17476209998130798,0.028852442279458046,16.1483211517334,6.534173011779785,8.482228,0.048757999999999996,0.048423,0.5466987254550025,0.056389764724823745
50,J130636.39+252546.6,JINGLE46 ,46,5224-301-6-0278-0149,1237667912745353365,2997315227265034240,2662,54505,617,196.651649,25.429626,0.02396,1e-05,104.50401,1,-0.5084287,-0.24049737,8.621542,8.644261,8.573963,9.495716,9.572,0.047499657,9.721905,9.914949,0.053143386,9.53,0.09500027,9.559683,0.0828681,9.700082,0.13135925,8.004943,2.026838,0.6266755,51.808613,5.272535,2.5451624,5.8954716,-0.27578992,0.22951493,-0.403,0.11749999,-0.23024221,0.010663153,-0.26386055,0.013972945,-0.348,0.017499998,0.17905685,-0.55284196,0.062042065,-0.4202164,0.034286406,-0.63827217,0.07552947,-0.45593196,0.03722524,0.39451355,3.181437,8.693458,12.848629,2,3,1,1,1,1,0.0051,0.0039,1.9,0.0049,0.0039,6.768973,0.34566295,0.0,0.0,0.0,0.0,9.943568,9.50691,6.1755724,6.988871,0,0.894982,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.0,0.0,1,1,9.552322,0.056606293,0.4985019862651825,0.029200803488492966,31.616832733154297,20.282258987426758,7.418332,0.077852,0.08393099999999999,0.5609407801544164,0.024949800266572435
51,J125805.58+281433.3,JINGLE47 ,47,5115-301-6-0147-0114,1237667444585332850,2523243740882036736,2241,54169,371,194.523282,28.242591,0.02399,1e-05,104.637215,2,-0.21762508,-0.38328254,8.984597,8.78301,8.770954,10.756309,10.56,0.059999943,10.609981,10.93183,0.048303787,10.71,0.09000015,10.721378,0.09445953,10.965938,0.21661974,8.512785,2.4575977,0.3501161,70.86053,8.994813,4.3928747,12.143056,0.4129601,0.320293,0.787,0.1575,0.59153694,0.0062781526,0.53411496,0.008966078,0.692,0.034999996,0.6583625,0.587711,0.030299617,0.67394197,0.009201155,0.5865873,0.03487857,0.68214506,0.00993189,0.7048472,3.716639,9.710397,15.114897,31,3,1,1,1,1,0.0115,0.0078,11.0,0.0088,0.0078,7.024366,0.38494283,0.0,0.0,0.0,0.0,10.649518,10.723373,7.3799076,7.5251746,1,0.75204664,0.0067484,0.0,2,8.536142,0.0,,3.2526548,4.35,9.271542,0.0,9.83,11.858128,0.1891745,1,2,9.333583,-1.4227257,0.6016135215759277,0.021689897403120995,64.6494369506836,30.70679473876953,8.123424,0.030971,0.029586,0.7997077486480431,0.02514479554211742
52,J132145.44+311414.0,JINGLE48 ,48,4623-301-3-0259-0062,1237665329858150462,2369055921465747456,2104,53852,591,200.439359,31.237242,0.02409,2e-05,105.08125,2,-0.11994741,-0.177256,9.144083,8.748339,8.730335,10.451578,10.23,0.01,10.500286,10.616134,0.050586406,10.43,0.09499979,10.352048,0.098946095,10.735631,0.27392226,8.167999,2.219884,0.5947088,54.176308,8.526173,4.3366165,9.358092,0.5120201,0.45864758,0.452,0.145,0.43172538,0.0059921583,0.36967498,0.005668256,0.517,0.01,0.9293416,0.677607,0.06295445,0.6522463,0.020312214,0.7058637,0.06668301,0.6794279,0.021805579,1.1135929,3.9636934,9.62077,13.272173,3,3,1,1,1,1,0.0181,0.009,5.8,0.0168,0.009,7.3088703,0.23265776,0.0,0.0,0.0,0.0,10.773546,10.72049,7.646565,7.4024334,1,0.79122514,0.0026332,3.651381,1,8.858383,0.044492766,15.6256275,3.7317245,4.35,9.593782,0.044492766,9.56,4.23809,0.11537207,0,0,0.0,0.0,0.5586791634559631,0.04056194797158241,45.53058624267578,14.450545310974121,8.060015,0.034201999999999996,0.033951,0.8518122330543465,0.03947648463752524
53,J125731.20+263043.7,JINGLE49 ,49,5087-301-2-0272-0141,1237667322186956941,2522028774728427520,2240,53823,47,194.380024,26.512154,0.02413,1e-05,105.25887,1,-0.4122068,-0.45088643,8.7249,8.742377,8.755215,10.34587,10.4,0.01,10.264824,10.577175,0.048270304,10.41,0.089999676,10.37763,0.09163904,10.378631,0.19127582,8.635254,2.7177153,0.33454362,71.8871,7.537596,3.368179,9.438284,0.082830094,0.23356116,0.227,0.1525,0.23788182,0.0021028162,0.20876113,0.0018317427,-0.008,0.01,0.21348406,0.3384565,0.02191394,0.21484384,0.039722055,0.3783979,0.021805579,0.25042,0.03903771,2.2479205,5.7057242,9.564466,15.114897,102,3,1,1,1,1,0.0499,0.0085,7.7,0.0491,0.0085,7.7761097,0.07518336,0.0162,7.2945433,0.067020744,6.4800005,10.398036,10.413802,7.9102306,7.3821974,2,0.8246916,0.00187,2.14,1,8.6277895,0.05631159,9.800016,3.4808614,4.35,9.36319,0.05631159,9.37,0.0,0.0,1,2,9.133375,-1.2124949,0.5433443784713745,0.03018481470644474,39.85868835449219,20.175159454345703,8.089042,0.038814,0.040052,0.7134424935439212,0.025482255958377192
54,J132507.36+255053.3,JINGLE50 ,50,5087-301-2-0313-0143,1237667322189643919,2526555738508126208,2244,53795,132,201.280688,25.848158,0.02413,1e-05,105.25887,1,-0.5058866,-0.25050968,8.624082,8.648279,8.428619,9.215432,9.102,0.07999992,9.40891,9.554506,0.06103107,9.28,0.10500002,9.300112,0.08306837,9.532254,0.15963037,7.8620515,2.5436227,0.42633513,65.82616,4.0478644,1.8544309,4.890871,-0.5761499,0.28991184,-0.823,0.14249998,-0.64718497,0.018376403,-0.71073306,0.0184846,-0.728,0.057500005,-0.33194125,-0.88605666,0.100221805,-0.7695511,0.051093467,-0.9586073,0.15792526,-0.85387194,0.062042065,0.26159352,2.857328,8.188373,0.0,1,1,1,1,1,1,0.002,0.0024,0.8,0.002,0.0024,6.3860583,0.5211534,0.0,0.0,0.0,0.0,9.599644,9.12483,6.1560555,6.70105,0,0.9349999,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51,0.0,0.0,1,1,9.3486185,0.13318634,0.43230801820755005,0.04636916145682335,27.73130989074707,9.899406433105469,7.157697,0.090064,0.099767,0.5279164706350549,0.03124455955188812
55,J130615.12+252737.9,JINGLE51 ,51,5224-301-6-0277-0065,1237667912745287745,2997300383858059264,2662,54505,563,196.563007,25.460539,0.02416,1e-05,105.392105,1,-0.44374013,-0.5451943,8.689348,8.762465,8.687313,10.05228,10.01,0.08650017,10.04616,10.563626,0.048453204,10.06,0.099999905,10.14236,0.099831104,10.124907,0.15382263,8.358195,2.1845505,0.63229835,51.384857,5.7120705,2.638685,5.9043694,0.4274101,0.17877114,0.537,0.09750001,0.4862287,0.0049500708,0.42885077,0.006219412,0.487,0.28750002,0.54678893,0.50514996,0.038000766,0.51587385,0.015888821,0.51587385,0.041046124,0.5276299,0.016753199,1.0046556,3.2926111,9.637335,12.848629,1,2,1,1,1,1,0.0192,0.0052,7.0,0.0148,0.0053,7.2563887,0.15552437,0.010899999,7.1235533,0.091640115,4.7391305,10.568287,10.581836,7.2876964,7.2455125,2,0.8942062,0.00563,2.463,1,8.689926,0.120030984,3.7800019,3.60266,4.35,9.425325,0.120030984,9.63,6.754584,0.14445186,1,1,9.750598,-0.30168247,0.5279760360717773,0.020431775599718094,44.12609100341797,31.87919807434082,7.955771,0.033634,0.034039,0.6135418305478394,0.01596556533671076
56,J125440.02+322201.2,JINGLE52 ,52,4623-301-4-0220-0045,1237665330392465453,2245164325520041984,1994,53845,436,193.666765,32.367022,0.02417,1e-05,105.436516,1,-0.4668887,-0.27720392,8.664309,8.6693,8.687313,9.928466,10.01,0.061500072,10.052553,10.183266,0.04881303,9.96,0.09000015,9.959262,0.0914979,10.005875,0.19262218,8.579816,2.4358456,0.37273845,69.37051,5.4427934,2.4972084,6.534222,-0.28886992,0.24745312,-0.333,0.1525,-0.27689525,0.0044667,-0.32260385,0.005087259,-0.468,0.052499995,-0.3111358,-0.22184873,0.043429445,-0.23657201,0.052414853,-0.19382003,0.04071511,-0.21467015,0.05695665,1.5576392,4.6905117,9.024685,13.3338785,3,3,1,1,1,1,0.0107,0.0049,2.2,0.0098,0.0049,7.0777187,0.21714723,0.0,0.0,0.0,0.0,9.835907,9.989761,7.255396,6.960851,0,0.89761114,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91,0.0,0.0,0,0,0.0,0.0,0.6273524761199951,0.0542125329375267,37.08768844604492,12.180181503295898,7.639958,0.053175,0.059658,0.7265464591404575,0.03219643026456235
57,J132917.28+264718.6,JINGLE53 ,53,4670-301-4-0039-0125,1237665532244066429,2527736620925347840,2245,54208,332,202.322031,26.788506,0.02417,1e-05,105.436516,1,-0.54896545,-0.22481002,8.582377,8.626269,8.578312,9.71985,9.587,0.06499958,9.741656,9.9163265,0.049543772,9.71,0.08500004,9.706522,0.08961964,9.664903,0.18933082,8.2483015,2.3108118,0.21744967,79.87461,4.851654,2.1632502,7.0367208,-0.3869799,0.24784037,-0.698,0.1925,-0.50793326,0.009447018,-0.53563625,0.0068483287,-0.538,0.062499985,-0.18584682,-0.3467875,0.057905927,-0.48148605,0.026320875,-0.3098039,0.06204207,-0.45593196,0.024816826,1.4238296,4.14346,8.771534,12.556302,3,3,1,1,1,1,0.0056,0.0033,2.5,0.0055,0.0033,6.8268557,0.2605767,0.0,0.0,0.0,0.0,9.742592,9.715837,6.9272637,6.792462,0,0.8939558,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.61,0.0,0.0,0,0,0.0,0.0,0.4750911593437195,0.040075596421957016,21.914867401123047,14.095260620117188,7.388189,0.065107,0.06307,0.6293596501586969,0.021767164027317175
58,J130039.55+290109.8,JINGLE54 ,54,4646-301-2-0020-0142,1237665428089864334,2264219680858204160,2011,53499,127,195.164792,29.019407,0.02425,1e-05,105.79183,0,0.01497765,-99.0,9.400688,-99.0,8.777313,10.67682,10.68,0.01999998,10.412493,10.776809,0.04892197,10.7,0.07999992,10.637078,0.0946517,10.878621,0.17739268,8.314623,1.9687575,0.5227729,59.290543,12.814376,6.4100966,14.85075,-0.68222994,0.73138344,-1.188,1.8299999,0.18068188,0.0061428295,0.102849476,0.006074378,-0.003,0.015000001,0.11863374,0.053078443,0.030746512,0.16136801,0.02096594,0.041392695,0.035533186,0.16435286,0.023796955,0.9570463,4.9956045,9.438347,15.114897,36,3,1,1,1,1,0.028,0.0082,7.1,0.0279,0.0082,7.5350194,0.12764211,0.0,0.0,0.0,0.0,10.180245,10.203577,7.023253,7.735599,0,0.64734834,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,1,1,9.442691,-1.234129,0.06349243223667145,0.016067810356616974,8.52790355682373,4.459122180938721,8.357944999999999,0.045369,0.046322,0.447037203047364,0.07442279651091777
59,J131101.71+293442.0,JINGLE55 ,55,4649-301-4-0100-0021,1237665442053750805,2262075365100906496,2009,53904,518,197.757135,29.578357,0.02426,1e-05,105.83624,1,-0.28163198,-0.7688221,8.891079,8.8859005,8.77684,11.095457,10.87,0.029999733,10.745723,-99.0,-99.0,11.09,0.10999966,10.973878,0.08906698,11.199631,0.27369216,8.710346,2.414633,0.42093974,66.18472,14.613987,6.321349,14.206699,0.89976007,0.0336771,0.607,0.23249999,-0.48200315,0.015622104,-0.7205304,0.020133035,0.387,0.01,0.38202333,0.7201593,0.050460886,0.7551123,0.0152651835,0.764923,0.05074231,0.80002934,0.015141804,-99.0,5.7726536,9.742363,12.566522,2,3,1,1,2,1,0.0187,0.0088,9.5,0.0124,0.0089,7.1832013,0.31171134,0.017299999,7.3278255,0.057738572,7.521739,10.54676,10.813714,7.9485545,7.5721745,2,0.68651867,0.00458,5.676,1,9.056114,0.06636922,7.680005,2.8336115,4.35,9.791513,0.06636922,9.69,10.742941,0.09770293,1,1,9.705913,-1.3895445,0.7012445330619812,0.02720336988568306,66.6642074584961,27.952167510986328,8.275685000000001,0.032789,0.03075,0.9950838804928603,0.03660703850066671
60,J133316.29+343213.2,JINGLE56 ,56,4576-301-6-0548-0123,1237665129624240251,2243966681086978048,1993,53762,175,203.31788,34.537002,0.02434,1e-05,106.1916,2,-0.22306496,-0.26822308,8.976322,8.744451,8.778702,10.945241,10.75,0.03999996,10.615861,10.81654,0.04803831,10.95,0.089999676,10.937828,0.0971632,11.032753,0.2562307,9.321159,3.1046364,0.51330286,59.94586,5.064549,2.3930645,5.0918045,0.7315301,0.43288243,0.272,0.2175,0.29702955,0.0031390595,0.29419306,0.0025097611,0.207,0.022499993,0.62658054,0.49692968,0.038726896,0.5622929,0.015468021,0.5453071,0.039593797,0.61066014,0.014902261,2.9568489,6.148015,9.680845,14.052529,19,3,1,1,2,1,0.0738,0.0112,10.3,0.0704,0.0112,7.9402637,0.0690923,0.0141,7.24191,0.1139638,3.8108108,10.541457,10.662002,7.791763,7.5132174,2,0.9254738,0.00307,3.35,1,8.829994,0.0728677,6.7804017,3.4396634,4.35,9.565393,0.0728677,9.41,6.031757,0.13483539,0,0,0.0,0.0,0.7954608201980591,0.0565614216029644,46.9215087890625,14.741400718688965,8.177146,0.036648,0.036971,0.8970874673369603,0.04464412070649992
61,J130713.20+280249.0,JINGLE57 ,57,5087-301-6-0285-0123,1237667324335292539,2524415270252996608,2242,54153,537,196.805015,28.046947,0.02435,1e-05,106.23603,1,-0.5285837,-0.9113095,8.601761,8.852471,8.659946,9.890397,9.892,0.047500134,9.733104,10.208577,0.048343472,9.92,0.09499979,9.941401,0.08522558,9.99983,0.14016019,8.0539665,2.0419598,0.96658164,14.984214,6.926206,3.3395717,6.53131,0.09508009,0.19972783,-0.063,0.1325,-0.0010450792,0.0051746303,-0.07951173,0.006296883,-0.113,0.012500003,0.29390913,-0.040958595,0.028634802,-0.1023729,0.021989591,-0.040958595,0.028634802,-0.11350928,0.022560753,0.91961265,3.8996742,9.150278,13.060158,2,3,1,1,1,1,0.0155,0.0047,5.8,0.0142,0.0047,7.2453427,0.14374535,0.0099,7.08869,0.06141538,7.0714283,10.21169,10.05038,6.7743096,7.0576663,2,0.83567387,0.00297,1.207,1,8.387016,0.10638111,4.319291,2.907954,4.35,9.122416,0.10638111,9.13,0.0,0.0,1,2,8.948276,-0.9421215,0.5500719547271729,0.03545280545949936,29.147464752197266,18.328115463256836,7.882439999999999,0.057482000000000005,0.06040499999999999,0.657300161860483,0.020506966847735536
62,J133531.23+340907.7,JINGLE58 ,58,4576-301-5-0552-0143,1237665129087631503,2243934795249772544,1993,53762,59,203.880138,34.152139,0.02436,1e-05,106.28043,4,-0.15411928,0.859854,9.085895,8.405528,8.693825,10.02928,10.04,0.08650017,9.6877575,10.159075,0.04941265,10.08,0.09000015,10.04114,0.09663057,10.162405,0.20183343,9.049945,3.043054,0.4898165,61.5565,3.0476031,1.4115075,3.0775235,-0.4568299,0.3839979,-0.333,0.15,-0.22416289,0.0067427764,-0.25867864,0.0064682765,-0.398,0.022499993,-0.086640306,-0.27572414,0.08194236,-0.3187588,0.018095603,-0.2596373,0.0868589,-0.3098039,0.017726306,1.2285534,4.4251976,9.020749,14.052529,34,3,1,1,1,1,0.0108,0.0039,3.7,0.0106,0.0039,7.1187234,0.1597876,0.0,0.0,0.0,0.0,9.986784,9.817301,6.8005037,7.14145,0,0.97059995,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91,0.0,0.0,0,0,0.0,0.0,0.49913233518600464,0.03299815207719803,44.01808166503906,16.106916427612305,7.545758,0.059435,0.060666,0.6097486859796197,0.026867732114020583
63,J133129.97+325258.3,JINGLE59 ,59,4576-301-2-0548-0140,1237665127476756620,2374629339464493056,2109,53468,387,202.874896,32.882879,0.02449,1e-05,106.85801,1,-0.4232569,-0.55013835,8.712248,8.770601,8.659946,9.968337,9.892,0.08249998,9.899386,10.222913,0.048732653,9.98,0.09000015,9.96148,0.089131355,10.171166,0.21137391,8.386439,2.5030081,0.47280103,62.71169,4.8093667,2.2793684,5.787462,0.089640096,0.17554404,0.042,0.125,-0.060948763,0.0050554043,-0.10507308,0.006094599,-0.093,0.0275,0.11010144,0.008600163,0.059609044,0.10037054,0.058595285,0.033423774,0.06433991,0.13033378,0.05790593,1.2470474,3.8895288,9.1672945,11.067124,1,2,1,1,1,1,0.0021,0.0023,0.9,0.0016,0.0023,6.3022447,0.62429833,0.0,0.0,0.0,0.0,10.116862,10.093071,6.8658953,7.028571,1,0.91006607,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.22,0.0,0.0,0,0,0.0,0.0,0.5991072654724121,0.025295445695519447,54.173587799072266,26.334514617919922,7.636678999999999,0.03533,0.036775,0.6971029939402227,0.020531447904040517
64,J092143.23+024127.1,JINGLE60 ,60,1462-301-6-0101-0151,1237674460415459490,639592548762937344,568,52254,296,140.430129,2.690873,0.02459,1e-05,107.30236,2,-0.116213456,-0.4435377,9.150601,8.8347435,8.473207,9.409933,9.242,0.09249973,9.480431,9.905034,0.048718993,9.44,0.09000015,9.4960375,0.09267759,-99.0,-99.0,8.456476,2.4464872,0.40742213,67.08096,2.367309,1.0979681,2.678749,-0.11270991,0.10710203,-0.158,0.1075,-0.14524162,0.002403317,-0.16984335,0.0026906761,-0.203,0.155,-0.024787528,-0.21467015,0.042717487,-0.124938734,0.05790593,-0.18045604,0.046061534,-0.09151498,0.06433992,1.9006411,3.8675916,9.123909,0.0,1,1,1,1,1,1,0.0405,0.0075,5.9,0.0398,0.0075,7.7016125,0.08183941,0.0,0.0,0.0,0.0,9.88778,9.9616585,7.0922027,6.7866096,0,0.9786295,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05,8.648952,0.18106693,1,2,9.251186,-0.15874672,0.5769473910331726,0.02662479318678379,41.52740478515625,25.40215492248535,7.730316999999999,0.05837899999999999,0.062868,0.6842554323034684,0.016629399772709382
65,J125453.68+282501.1,JINGLE61 ,61,5115-301-6-0143-0079,1237667444585070671,2522127455897020416,2240,53823,406,193.723678,28.416977,0.02461,1e-05,107.391235,2,-0.309692,-0.20879982,8.852667,8.697714,8.757618,10.548319,10.42,0.03000021,10.227714,10.53884,0.04853642,10.42,0.09499979,10.400957,0.091620445,10.609109,0.20186804,8.828341,2.6978147,0.59214324,55.33076,5.70727,2.5540776,5.7738447,-0.4497199,0.43444893,-0.393,0.3125,-0.44066802,0.011187541,-0.61207694,0.0076333117,-1.113,0.13250002,-0.06614586,-0.21467015,0.092554554,-0.25181198,0.031021032,-0.20065945,0.10340345,-0.24412514,0.038096007,0.8640157,6.6756134,8.975783,13.142569,1,2,2,2,0,1,-0.0016,0.0043,0.7,-0.0025,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,10.039584,9.707485,6.8384886,7.2935834,0,0.90256774,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86,0.0,0.0,0,0,0.0,0.0,0.5000576376914978,0.04210517928004265,34.87430191040039,12.6314115524292,7.641603,0.052427999999999995,0.052728,0.6539021599052477,0.03562025253124682
66,J133013.64+262021.8,JINGLE62 ,62,4670-301-3-0040-0153,1237665531707261081,2526530449740687360,2244,53795,40,202.556844,26.339391,0.02465,1e-05,107.56901,1,-0.5740978,-0.038340103,8.559314,8.5585575,8.422222,9.134034,9.082,0.09000015,9.229014,9.179195,0.0959042,9.13,0.07499981,9.201125,0.09382391,9.214839,0.15775895,8.41824,2.7889771,0.39106563,68.16208,1.9585875,0.86006004,1.9305136,-0.98876995,0.19040394,-1.218,0.14499998,-1.6216689,0.068558514,-1.6504087,0.045950226,-1.473,0.09250003,-1.1346774,-1.5228788,0.14476483,-0.82390875,0.028952964,-1.5228788,0.14476483,-0.79588,0.027143406,0.12431089,4.7572327,7.4606276,12.556302,7,3,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0029745,8.641176,6.431853,6.571476,0,0.9885025,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0,0.0,0,0,0.0,0.0,0.4856286644935608,0.03392889350652695,33.10959243774414,15.872932434082031,,,,0.511517210868835,0.020162674092476428
67,J132804.03+333535.5,JINGLE63 ,63,4552-301-3-0195-0005,1237665024911278085,2243996917656741888,1993,53762,285,202.016808,33.593198,0.02466,1e-05,107.61345,1,-0.7414414,0.25533998,8.42711,8.41103,8.544388,9.336919,9.472,0.025000095,9.651131,9.8670225,0.050570495,9.35,0.07000017,9.381907,0.06263113,9.353196,0.1220934,8.19529,2.945723,0.87789106,28.878824,4.011971,1.6650584,2.8845012,-0.027699905,0.14051452,-0.013,0.09,-0.3273913,0.012557839,-0.4389761,0.015508258,-0.358,0.037499994,0.044476036,-0.39794,0.05428681,-0.35654733,0.029610986,-0.45593196,0.07445048,-0.39794,0.043429445,0.26406473,3.1868186,8.507853,12.31627,1,2,2,2,1,1,0.0016,0.002,0.8,0.0014,0.002,6.250372,0.62042075,0.0,0.0,0.0,0.0,9.748659,9.698623,5.8957076,6.507856,2,0.9631386,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17,0.0,0.0,0,0,0.0,0.0,0.5215895771980286,0.009912637993693352,101.9150161743164,61.441070556640625,7.110938000000001,0.085726,0.082136,0.5203855970162486,0.011972000434169497
