dr7objid,dr8objid,objid
587730022798786824,1237655744023691585,1237655744023691585
587730773348057192,1237656494572961881,1237656494572961881
587730774419898567,1237656495644803265,1237656495644803265
587730774419964074,1237656495644868772,1237656495644868772
587730773348319462,1237656494573224159,1237656494573224159
587730773348319538,1237656494573224341,1237656494573224341
587730022801015035,1237655744025919722,1237655744025919722
587730022801015150,1237655744025919853,1237655744025919853
587730022801212001,1237655744026116698,1237655744026116698
587730022801474289,1237655744026378998,1237655744026378998
587730773348843582,1237656494573748380,1237656494573748380
587730023325040915,1237655744549945611,1237655744549945611
587730023326154908,1237655744551059620,1237655744551059620
587730023326285986,1237655744551190659,1237655744551190659
587730023326351447,1237655744551256149,1237655744551256149
587730023326351508,1237655744551256229,1237655744551256229
587730023326613653,1237655744551518382,1237655744551518382
587730023326810265,1237655744551714943,1237655744551714943
587730023327268937,1237655744552173620,1237655744552173620
587730023327269062,1237655744552173775,1237655744552173775
587730023327465728,1237655744552370427,1237655744552370427
587730023327531147,1237655744552435827,1237655744552435827
587730023327793303,1237655744552698063,1237655744552698063
587730023328251940,1237655744553156643,1237655744553156643
587730023329759268,1237655744554664059,1237655744554664059
587730023329890420,1237655744554795255,1237655744554795255
587730023330021615,1237655744554926307,1237655744554926307
587730023330152652,1237655744555057361,1237655744555057361
587730023330414871,1237655744555319431,1237655744555319431
587730023330414884,1237655744555319584,1237655744555319584
587730023330742341,1237655744555647148,1237655744555647148
587730023330808049,1237655744555712772,1237655744555712772
587730023331659936,1237655744556564642,1237655744556564642
587730023331856659,1237655744556761363,1237655744556761363
587730023331987655,1237655744556892391,1237655744556892391
587730023332118638,1237655744557023325,1237655744557023325
587730023332184347,1237655744557089025,1237655744557089025
587730023332380944,1237655744557285623,1237655744557285623
587730023332446493,1237655744557351208,1237655744557351208
587730023332577574,1237655744557482258,1237655744557482258
587730023332577621,1237655744557482337,1237655744557482337
587730023332643058,1237655744557547754,1237655744557547754
587730023332774170,1237655744557678862,1237655744557678862
587730023333232703,1237655744558137426,1237655744558137426
587730023333232749,1237655744558137481,1237655744558137481
587730023333298221,1237655744558202920,1237655744558202920
587730023333429472,1237655744558334210,1237655744558334210
587730023333691715,1237655744558596405,1237655744558596405
587730023333822841,1237655744558727552,1237655744558727552
587730023333888267,1237655744558792984,1237655744558792984
587730023334215785,1237655744559120644,1237655744559120644
587730023334412540,1237655744559317310,1237655744559317310
587730023334543613,1237655744559448335,1237655744559448335
587730023334543625,1237655744559448353,1237655744559448353
587730023334609214,1237655744559513929,1237655744559513929
587730023335854130,1237655744560758903,1237655744560758903
587730023335854558,1237655744560759348,1237655744560759348
587730023337099664,1237655744562004354,1237655744562004354
587730023337099664,1237655744562004354,1237655744562004354
587730023337361785,1237655744562266475,1237655744562266475
587730773873721807,1237656495098626452,1237656495098626452
587730023337361785,1237655744562266475,1237655744562266475
587730773874835900,1237656495099740574,1237656495099740574
587730023337623987,1237655744562528652,1237655744562528652
587730023337689384,1237655744562594073,1237655744562594073
587730773874967005,1237656495099871685,1237656495099871685
587730023337755007,1237655744562659743,1237655744562659743
587730773875294636,1237656495100199306,1237656495100199306
587730023337885911,1237655744562790604,1237655744562790604
587730023338279050,1237655744563183750,1237655744563183750
587730023862239383,1237655745087144061,1237655745087144061
587730023862239398,1237655745087144081,1237655745087144081
587730023862436013,1237655745087340741,1237655745087340741
587730023862632661,1237655745087537355,1237655745087537355
587730023862698049,1237655745087602740,1237655745087602740
587730023862960360,1237655745087865072,1237655745087865072
587730023863025957,1237655745087930705,1237655745087930705
587730023863091364,1237655745087996152,1237655745087996152
587730023863222511,1237655745088127237,1237655745088127237
587730023863222544,1237655745088127324,1237655745088127324
587730023863287954,1237655745088192667,1237655745088192667
587730773885059165,1237656495109964027,1237656495109964027
587730023863353486,1237655745088258173,1237655745088258173
587730023863877688,1237655745088782485,1237655745088782485
587730022260277367,1237655743485182075,1237655743485182075
587730022260343077,1237655743485247821,1237655743485247821
587730023864074263,1237655745088978967,1237655745088978967
587730023864205319,1237655745089110023,1237655745089110023
587730022260408856,1237655743485313562,1237655743485313562
587730022260539688,1237655743485444393,1237655743485444393
587730023864205460,1237655745089110169,1237655745089110169
587730022260605142,1237655743485509824,1237655743485509824
587730023864402109,1237655745089306798,1237655745089306798
587730023864467493,1237655745089372190,1237655745089372190
587730022260670551,1237655743485575307,1237655743485575307
587730022260670689,1237655743485575473,1237655743485575473
587730773885059370,1237656495109964053,1237656495109964053
587730022260670885,1237655743485575670,1237655743485575670
587730022261194967,1237655743486099664,1237655743486099664
587730022261326144,1237655743486230879,1237655743486230879
587730022263357737,1237655743488262462,1237655743488262462
587730022263620039,1237655743488524736,1237655743488524736
587730022263685353,1237655743488590026,1237655743488590026
587730022263685353,1237655743488590026,1237655743488590026
587730022264013075,1237655743488917719,1237655743488917719
587730022264472143,1237655743489376867,1237655743489376867
587730022264537508,1237655743489442240,1237655743489442240
587730022264930824,1237655743489835552,1237655743489835552
587730023056539821,1237655744013009083,1237655744013009083
587730022788300820,1237655744013205520,1237655744013205520
587730022788300969,1237655744013205668,1237655744013205668
587730023865516282,1237655745090421034,1237655745090421034
587730022789414929,1237655744014319629,1237655744014319629
587730022789414962,1237655744014319666,1237655744014319666
587730022789415032,1237655744014319733,1237655744014319733
587730023870366047,1237655745095270725,1237655745095270725
587730023870759177,1237655745095663868,1237655745095663868
587730772797817021,1237656494022721732,1237656494022721732
587730772798734696,1237656494023639392,1237656494023639392
587730772798866138,1237656494023770862,1237656494023770862
587730772799914434,1237656494024819135,1237656494024819135
587730772799914523,1237656494024819197,1237656494024819197
587730772799979580,1237656494024884277,1237656494024884277
587730772799979983,1237656494024884700,1237656494024884700
587730772801028627,1237656494025933376,1237656494025933376
587730772801094146,1237656494025998918,1237656494025998918
587730772801618367,1237656494026523087,1237656494026523087
587730772802404707,1237656494027309451,1237656494027309451
587730772805288278,1237656494030192961,1237656494030192961
587730772806402281,1237656494031307020,1237656494031307020
587730772806599012,1237656494031503724,1237656494031503724
587730772808171753,1237656494033076494,1237656494033076494
587730772808171807,1237656494033076555,1237656494033076555
587730772808237228,1237656494033141915,1237656494033141915
587730772808302849,1237656494033207575,1237656494033207575
587730772808368297,1237656494033273026,1237656494033273026
587730772808368379,1237656494033273119,1237656494033273119
587730772808630305,1237656494033535005,1237656494033535005
587730772808630495,1237656494033535247,1237656494033535247
587730772808695941,1237656494033600630,1237656494033600630
587730772808892542,1237656494033797246,1237656494033797246
587730772809285815,1237656494034190550,1237656494034190550
587730772809613464,1237656494034518156,1237656494034518156
587730772809679025,1237656494034583737,1237656494034583737
587730772810072446,1237656494034977133,1237656494034977133
587730772810137622,1237656494035042335,1237656494035042335
587730772811055256,1237656494035959946,1237656494035959946
587730772811251904,1237656494036156598,1237656494036156598
587730772811382887,1237656494036287664,1237656494036287664
587730772811776301,1237656494036680990,1237656494036680990
587730772811841755,1237656494036746492,1237656494036746492
587730772812497002,1237656494037401680,1237656494037401680
587730772817281149,1237656494042186022,1237656494042186022
587730772817805497,1237656494042710181,1237656494042710181
587730773335081482,1237656494559986147,1237656494559986147
587730773335736774,1237656494560641882,1237656494560641882
587730773336457694,1237656494561362386,1237656494561362386
587730773337768293,1237656494562673028,1237656494562673028
587730773337964975,1237656494562869654,1237656494562869654
587730773338161268,1237656494563065949,1237656494563065949
587730773338882296,1237656494563786944,1237656494563786944
587730773339013197,1237656494563917880,1237656494563917880
587730773339341257,1237656494564245906,1237656494564245906
587730773339472246,1237656494564377018,1237656494564377018
587730773339603214,1237656494564507869,1237656494564507869
587730773340454999,1237656494565359696,1237656494565359696
587730773341569371,1237656494566474049,1237656494566474049
587730773342552573,1237656494567457257,1237656494567457257
587730773344387288,1237656494569291951,1237656494569291951
587730773344715057,1237656494569619949,1237656494569619949
587730773345042710,1237656494569947379,1237656494569947379
587730773345370200,1237656494570275056,1237656494570275056
587730773346287751,1237656494571192505,1237656494571192505
587730773346484434,1237656494571389090,1237656494571389090
587730773346877762,1237656494571782388,1237656494571782388
587730774420750683,1237656495645655365,1237656495645655365
587730774421078229,1237656495645982897,1237656495645982897
587730774421471379,1237656495646376070,1237656495646376070
587730774421602450,1237656495646507101,1237656495646507101
587730773350220005,1237656494575124698,1237656494575124698
587730773350875394,1237656494575780068,1237656494575780068
587730773351858521,1237656494576763153,1237656494576763153
587730773352972474,1237656494577877145,1237656494577877145
587730773353496660,1237656494578401393,1237656494578401393
587730773353562217,1237656494578466910,1237656494578466910
587730773354086469,1237656494578991222,1237656494578991222
587730773354414192,1237656494579318872,1237656494579318872
587730773354610760,1237656494579515451,1237656494579515451
587730773354610868,1237656494579515561,1237656494579515561
587730773871493816,1237656495096398736,1237656495096398736
587730773871624375,1237656495096529022,1237656495096529022
587730773871886913,1237656495096791602,1237656495096791602
587730773872542405,1237656495097447127,1237656495097447127
587730773872738756,1237656495097643494,1237656495097643494
587730773875753463,1237656495100658156,1237656495100658156
587730773875884760,1237656495100789438,1237656495100789438
587730773876539506,1237656495101444470,1237656495101444470
587730773878177930,1237656495103082605,1237656495103082605
587730773879095605,1237656495104000279,1237656495104000279
587730773879685220,1237656495104589915,1237656495104589915
587730773880340787,1237656495105245474,1237656495105245474
587730773880471901,1237656495105376557,1237656495105376557
587730773881651445,1237656495106556080,1237656495106556080
587730773881782573,1237656495106687316,1237656495106687316
587730773882241341,1237656495107146071,1237656495107146071
587730773882306569,1237656495107211272,1237656495107211272
587730774948512209,1237656496173416863,1237656496173416863
587730773882306587,1237656495107211292,1237656495107211292
587730773882830852,1237656495107735557,1237656495107735557
587730773883355308,1237656495108260053,1237656495108260053
587730774956507294,1237656496181412005,1237656496181412005
587730773884207312,1237656495109111982,1237656495109111982
587730773884534934,1237656495109439605,1237656495109439605
587730773884731608,1237656495109636263,1237656495109636263
587730773884862629,1237656495109767325,1237656495109767325
587730773884862760,1237656495109767458,1237656495109767458
587730773884994043,1237656495109898695,1237656495109898695
587730773885059094,1237656495109963802,1237656495109963802
587730774959063244,1237656496183967924,1237656496183967924
587730774959456495,1237656496184361182,1237656496184361182
587730774959653103,1237656496184557923,1237656496184557923
587730774960570586,1237656496185475392,1237656496185475392
587730774961029127,1237656496185934049,1237656496185934049
587730774962077944,1237656496186982628,1237656496186982628
587730773885059355,1237656495109963860,1237656495109963860
587730773885059330,1237656495109963994,1237656495109963994
587730023865647317,1237655745090552027,1237655745090552027
587730023865974870,1237655745090879578,1237655745090879578
587730023866892497,1237655745091797187,1237655745091797187
587730774408299400,1237656495633204143,1237656495633204143
587730774408430208,1237656495633334924,1237656495633334924
587730774408888875,1237656495633793558,1237656495633793558
587730774409413252,1237656495634318035,1237656495634318035
587730774409675110,1237656495634579927,1237656495634579927
587730774409741150,1237656495634645971,1237656495634645971
587730774409871711,1237656495634776766,1237656495634776766
587730774410658248,1237656495635562912,1237656495635562912
587730774410985892,1237656495635890552,1237656495635890552
587730774411117091,1237656495636021805,1237656495636021805
587730774411968681,1237656495636873736,1237656495636873736
587730774412034228,1237656495636938907,1237656495636938907
587730774412492938,1237656495637397629,1237656495637397629
587730774413213877,1237656495638118545,1237656495638118545
587730774413214125,1237656495638118831,1237656495638118831
587730846350836443,1237656567575741681,1237656567575741681
587730846354571682,1237656567579476745,1237656567579476745
587730846354571682,1237656567579476745,1237656567579476745
587730775493181757,1237656496718086450,1237656496718086450
587730846887248956,1237656568112153682,1237656568112153682
587730846888035277,1237656568112939980,1237656568112939980
587730774413934624,1237656495638839316,1237656495638839316
587730815752798430,1237656536977703131,1237656536977703131
587730815753257059,1237656536978161754,1237656536978161754
587730815754043443,1237656536978948294,1237656536978948294
587730815754305788,1237656536979210467,1237656536979210467
587730815754371185,1237656536979275872,1237656536979275872
587730774414524538,1237656495639429483,1237656495639429483
587730774414917883,1237656495639822541,1237656495639822541
587730774414917670,1237656495639822576,1237656495639822576
587730774414917972,1237656495639822635,1237656495639822635
587730774416883923,1237656495641788568,1237656495641788568
587730816288161855,1237656537513066596,1237656537513066596
587730816288424069,1237656537513328772,1237656537513328772
587730816288424135,1237656537513328861,1237656537513328861
587730816288555123,1237656537513459806,1237656537513459806
587730816288620777,1237656537513525504,1237656537513525504
587730816288817450,1237656537513722143,1237656537513722143
587730816293273735,1237656537518178429,1237656537518178429
587730774417211645,1237656495642116383,1237656495642116383
587730774418456828,1237656495643361504,1237656495643361504
587730774419046647,1237656495643951350,1237656495643951350
587730774419767587,1237656495644672303,1237656495644672303
587730816826015940,1237656538050920676,1237656538050920676
587730816826081408,1237656538050986126,1237656538050986126
587730774421668082,1237656495646572768,1237656495646572768
587730774421864837,1237656495646769635,1237656495646769635
587730774421864895,1237656495646769706,1237656495646769706
587730774421930368,1237656495646835071,1237656495646835071
587730774421995772,1237656495646900483,1237656495646900483
587730774422126743,1237656495647031418,1237656495647031418
587730774422126811,1237656495647031502,1237656495647031502
587730774422323595,1237656495647228299,1237656495647228299
587730774422323480,1237656495647228348,1237656495647228348
587730774422716759,1237656495647621523,1237656495647621523
587730774424879358,1237656495649784090,1237656495649784090
587730774425272505,1237656495650177177,1237656495650177177
587730774425796793,1237656495650701475,1237656495650701475
587730774426452217,1237656495651356898,1237656495651356898
587730774426517643,1237656495651422333,1237656495651422333
587730774426517654,1237656495651422354,1237656495651422354
587730774426583209,1237656495651487904,1237656495651487904
587730774426714204,1237656495651618904,1237656495651618904
587730774426779664,1237656495651684461,1237656495651684461
587730774427762831,1237656495652667509,1237656495652667509
587730774945694413,1237656496170599131,1237656496170599131
587730774946873891,1237656496171778556,1237656496171778556
587730774947135787,1237656496172040421,1237656496172040421
587730774947987629,1237656496172892669,1237656496172892669
587730774948905299,1237656496173810113,1237656496173810113
587730774949167571,1237656496174072299,1237656496174072299
587730774949888276,1237656496174792728,1237656496174792728
587730774950543746,1237656496175448401,1237656496175448401
587730774951198958,1237656496176103652,1237656496176103652
587730774953623893,1237656496178528580,1237656496178528580
587730774956048653,1237656496180953363,1237656496180953363
587730774956310643,1237656496181215338,1237656496181215338
587730774956835010,1237656496181739772,1237656496181739772
587730774957424899,1237656496182329587,1237656496182329587
587730774957555861,1237656496182460530,1237656496182460530
587730774957621531,1237656496182526198,1237656496182526198
587730774957752647,1237656496182657337,1237656496182657337
587730774958080321,1237656496182984986,1237656496182984986
587730774958080176,1237656496182985000,1237656496182985000
587730774958669986,1237656496183574658,1237656496183574658
587730774958735674,1237656496183640416,1237656496183640416
587730774958801128,1237656496183705854,1237656496183705854
587730773885845753,1237656495110750416,1237656495110750416
587730773886566633,1237656495111471313,1237656495111471313
587730773887811698,1237656495112716408,1237656495112716408
587730773887811754,1237656495112716453,1237656495112716453
587730773888008325,1237656495112913040,1237656495112913040
587730773888008347,1237656495112913063,1237656495112913063
587730773888008539,1237656495112913131,1237656495112913131
587730773889319091,1237656495114223798,1237656495114223798
587730773889384632,1237656495114289324,1237656495114289324
587730773889843388,1237656495114748067,1237656495114748067
587730773890367610,1237656495115272327,1237656495115272327
587730773890760766,1237656495115665554,1237656495115665554
587730774408233047,1237656495633137760,1237656495633137760
587730775483875949,1237656496708780740,1237656496708780740
587730775484006776,1237656496708911452,1237656496708911452
587730847962169555,1237656569187074234,1237656569187074234
587730775484465411,1237656496709370070,1237656496709370070
587730775487086927,1237656496711991584,1237656496711991584
587730775487676567,1237656496712581276,1237656496712581276
587730775488135527,1237656496713040305,1237656496713040305
587730775490625853,1237656496715530539,1237656496715530539
587730846350639777,1237656567575544452,1237656567575544452
587730846350639953,1237656567575544654,1237656567575544654
587730846350770840,1237656567575675496,1237656567575675496
587730846350967797,1237656567575872438,1237656567575872438
587730846351098805,1237656567576003534,1237656567576003534
587730846351295109,1237656567576199873,1237656567576199873
587730775491674169,1237656496716579106,1237656496716579106
587730775491674443,1237656496716579174,1237656496716579174
587730775492591904,1237656496717496556,1237656496717496556
587730775492984914,1237656496717889762,1237656496717889762
587730775493050638,1237656496717955312,1237656496717955312
587730846354571894,1237656567579476557,1237656567579476557
587730846354768353,1237656567579673040,1237656567579673040
587730846354768296,1237656567579673105,1237656567579673105
587730846354768296,1237656567579673105,1237656567579673105
587730846354899506,1237656567579804203,1237656567579804203
587730775493836985,1237656496718741751,1237656496718741751
587730846355620058,1237656567580524997,1237656567580524997
587730775494164614,1237656496719069305,1237656496719069305
587730775495409764,1237656496720314465,1237656496720314465
587730775495672073,1237656496720576780,1237656496720576780
587730775495737511,1237656496720642206,1237656496720642206
587730775495803048,1237656496720707739,1237656496720707739
587730775495803077,1237656496720707775,1237656496720707775
587730775495868672,1237656496720773337,1237656496720773337
587730775496261841,1237656496721166527,1237656496721166527
587730775497048196,1237656496721952884,1237656496721952884
587730775497048295,1237656496721952995,1237656496721952995
587730775497113793,1237656496722018488,1237656496722018488
587730775498293360,1237656496723198098,1237656496723198098
587730775498293377,1237656496723198114,1237656496723198114
587730846355947938,1237656567580852594,1237656567580852594
587730775499407375,1237656496724312079,1237656496724312079
587730846356078980,1237656567580983672,1237656567580983672
587730775500324966,1237656496725229715,1237656496725229715
587730775500325001,1237656496725229752,1237656496725229752
587730775500390578,1237656496725295280,1237656496725295280
587730775500849311,1237656496725753990,1237656496725753990
587730846356472066,1237656567581376547,1237656567581376547
587730846885871772,1237656568110776466,1237656568110776466
587730846885938153,1237656568110842800,1237656568110842800
587730846886528021,1237656568111432649,1237656568111432649
587730846886528045,1237656568111432685,1237656568111432685
587730846886528008,1237656568111433298,1237656568111433298
587730846886920308,1237656568111825045,1237656568111825045
587730846887248215,1237656568112152937,1237656568112152937
587730846887314133,1237656568112219277,1237656568112219277
587730846887772731,1237656568112677354,1237656568112677354
587730846887903838,1237656568112808577,1237656568112808577
587730775502225476,1237656496727130274,1237656496727130274
587730815747883133,1237656536972787839,1237656536972787839
587730815748473072,1237656536973377768,1237656536973377768
587730815748538525,1237656536973443221,1237656536973443221
587730815750438945,1237656536975343758,1237656536975343758
587730815751159915,1237656536976064599,1237656536976064599
587730815751291175,1237656536976195895,1237656536976195895
587730815751291113,1237656536976195904,1237656536976195904
587730815751356508,1237656536976261216,1237656536976261216
587730815751880804,1237656536976785504,1237656536976785504
587730815752405108,1237656536977309800,1237656536977309800
587730846888035103,1237656568112939777,1237656568112939777
587730846888035612,1237656568112940294,1237656568112940294
587730846888165605,1237656568113070771,1237656568113070771
587730846888166260,1237656568113070957,1237656568113070957
587730846888296831,1237656568113201519,1237656568113201519
587730846888297154,1237656568113201824,1237656568113201824
587730846888297271,1237656568113201984,1237656568113201984
587730846888427627,1237656568113332322,1237656568113332322
587730815754436797,1237656536979341490,1237656536979341490
587730815754567807,1237656536979472513,1237656536979472513
587730815755092065,1237656536979996739,1237656536979996739
587730816284557536,1237656537509462253,1237656537509462253
587730816286589071,1237656537511493762,1237656537511493762
587730816287178910,1237656537512083650,1237656537512083650
587730816288096291,1237656537513000986,1237656537513000986
587730816289669264,1237656537514573966,1237656537514573966
587730816290980060,1237656537515884767,1237656537515884767
587730816291045487,1237656537515950185,1237656537515950185
587730816291569798,1237656537516474382,1237656537516474382
587730816292618516,1237656537517523150,1237656537517523150
587730816292749457,1237656537517654150,1237656537517654150
587730816822739211,1237656538047643947,1237656538047643947
587730816823394542,1237656538048299251,1237656538048299251
587730816823984307,1237656538048889039,1237656538048889039
587730816827523131,1237656538052427836,1237656538052427836
587730816828244044,1237656538053148749,1237656538053148749
587730816828768487,1237656538053673157,1237656538053673157
587730816829292697,1237656538054197383,1237656538054197383
587730816829489292,1237656538054393979,1237656538054393979
587730816829489294,1237656538054393983,1237656538054393983
587730816829685861,1237656538054590543,1237656538054590543
587730816829816854,1237656538054721566,1237656538054721566
587730817358561505,1237656538583466194,1237656538583466194
587730817359216860,1237656538584121593,1237656538584121593
587730817360920747,1237656538585825575,1237656538585825575
587730817361903924,1237656538586808682,1237656538586808682
587730817362034790,1237656538586939490,1237656538586939490
587730817362428042,1237656538587332739,1237656538587332739
587730817362428042,1237656538587332740,1237656538587332740
587730817362624631,1237656538587529353,1237656538587529353
587730817362755843,1237656538587660338,1237656538587660338
587730817362755843,1237656538587660338,1237656538587660338
587730817362755620,1237656538587660442,1237656538587660442
587730817363804268,1237656538588708978,1237656538588708978
587730817363804315,1237656538588709033,1237656538588709033
587730817364131932,1237656538589036636,1237656538589036636
587730817364656355,1237656538589561055,1237656538589561055
587730817364918422,1237656538589823119,1237656538589823119
587730817365901477,1237656538590806170,1237656538590806170
587730817366950006,1237656538591854690,1237656538591854690
587730817366950018,1237656538591854713,1237656538591854713
587730817895301460,1237656539120206212,1237656539120206212
587730817895366880,1237656539120271534,1237656539120271534
587730817895563495,1237656539120468221,1237656539120468221
587730817895563518,1237656539120468246,1237656539120468246
587730817895629030,1237656539120533751,1237656539120533751
587730817895891170,1237656539120795920,1237656539120795920
587730817896546640,1237656539121451365,1237656539121451365
587730817897398306,1237656539122303001,1237656539122303001
587730817898643627,1237656539123548316,1237656539123548316
587730817898905652,1237656539123810351,1237656539123810351
587730817899167755,1237656539124072574,1237656539124072574
587730817899364572,1237656539124269299,1237656539124269299
587730817900413072,1237656539125317752,1237656539125317752
587730817900675225,1237656539125579926,1237656539125579926
587730817901854863,1237656539126759570,1237656539126759570
587730817902444757,1237656539127349482,1237656539127349482
587730817902772421,1237656539127677139,1237656539127677139
587730818432106598,1237656539657011422,1237656539657011422
587730818432172074,1237656539657076776,1237656539657076776
587730818432237822,1237656539657142519,1237656539657142519
587730818432434414,1237656539657339096,1237656539657339096
587730818432500027,1237656539657404745,1237656539657404745
587730818432762059,1237656539657666775,1237656539657666775
587730818432893092,1237656539657797812,1237656539657797812
587730818432893161,1237656539657797891,1237656539657797891
587730818433024152,1237656539657928828,1237656539657928828
587730818435186884,1237656539660091598,1237656539660091598
587730818437152908,1237656539662057655,1237656539662057655
587730818437415029,1237656539662319721,1237656539662319721
587730818437742806,1237656539662647490,1237656539662647490
587730818438922423,1237656539663827137,1237656539663827137
587730818438922428,1237656539663827150,1237656539663827150
587730818438922463,1237656539663827189,1237656539663827189
587730818439250060,1237656539664154720,1237656539664154720
587730818439250124,1237656539664154784,1237656539664154784
587730847425233767,1237656568650138447,1237656568650138447
587730818439250206,1237656539664154907,1237656539664154907
587730847425233767,1237656568650138450,1237656568650138450
587730847425364722,1237656568650269736,1237656568650269736
587730847425429963,1237656568650334612,1237656568650334612
587730847425692162,1237656568650596845,1237656568650596845
587730818439381149,1237656539664285829,1237656539664285829
587730847425692904,1237656568650597677,1237656568650597677
587730847425822795,1237656568650727530,1237656568650727530
587730847425954503,1237656568650859191,1237656568650859191
587730818439381156,1237656539664285839,1237656539664285839
587730847426413150,1237656568651317858,1237656568651317858
587730818439446822,1237656539664351545,1237656539664351545
587730818439577809,1237656539664482498,1237656539664482498
587730847426478734,1237656568651383465,1237656568651383465
587730818439643313,1237656539664547987,1237656539664547987
587730847426609251,1237656568651514273,1237656568651514273
587730847426937139,1237656568651841791,1237656568651841791
587730818439643210,1237656539664547999,1237656539664547999
587730847427133922,1237656568652038670,1237656568652038670
587730847428182297,1237656568653086961,1237656568653086961
587730847428182428,1237656568653087116,1237656568653087116
587730847428182490,1237656568653087192,1237656568653087192
587730818440364185,1237656539665268934,1237656539665268934
587730847428313411,1237656568653218097,1237656568653218097
587730847428379000,1237656568653283734,1237656568653283734
587730847428379000,1237656568653283734,1237656568653283734
587730818440429606,1237656539665334315,1237656539665334315
587730845812327349,1237656567037232386,1237656567037232386
587730845812916991,1237656567037821706,1237656567037821706
587730847428575549,1237656568653480217,1237656568653480217
587730847429230827,1237656568654135505,1237656568654135505
587730847429427448,1237656568654332419,1237656568654332419
587730847429623945,1237656568654528628,1237656568654528628
587730847429755447,1237656568654660206,1237656568654660206
587730847429952171,1237656568654856800,1237656568654856800
587730774963060905,1237656496187965654,1237656496187965654
587730774963126384,1237656496188031099,1237656496188031099
587730774963519495,1237656496188424200,1237656496188424200
587730774963519617,1237656496188424300,1237656496188424300
587730845813637771,1237656567038542521,1237656567038542521
587730845813768802,1237656567038673593,1237656567038673593
587730845813834294,1237656567038738954,1237656567038738954
587730845814096731,1237656567039001506,1237656567039001506
587730845814554853,1237656567039459988,1237656567039459988
587730845815014016,1237656567039918695,1237656567039918695
587730845815275850,1237656567040181127,1237656567040181127
587730774963519652,1237656496188424329,1237656496188424329
587730774963912856,1237656496188817536,1237656496188817536
587730774964502681,1237656496189407373,1237656496189407373
587730774964961450,1237656496189866140,1237656496189866140
587730846350639701,1237656567575543847,1237656567575543847
587730774965289001,1237656496190193814,1237656496190193814
587730775482040818,1237656496706945503,1237656496706945503
587730775482041226,1237656496706946053,1237656496706946053
587730775482368849,1237656496707273579,1237656496707273579
587730775483023847,1237656496707928553,1237656496707928553
587730775483154690,1237656496708059374,1237656496708059374
587730775483548178,1237656496708452920,1237656496708452920
587730775483875985,1237656496708780667,1237656496708780667
587730847962301684,1237656569187206529,1237656569187206529
587730847962366580,1237656569187271447,1237656569187271447
587730847962366678,1237656569187271478,1237656569187271478
587730847962431514,1237656569187336610,1237656569187336610
587730847962431515,1237656569187336611,1237656569187336611
587730847962759548,1237656569187664289,1237656569187664289
587730846352081331,1237656567576986046,1237656567576986046
587730846353719881,1237656567578624577,1237656567578624577
587730846354113139,1237656567579017960,1237656567579017960
587730846354374872,1237656567579279549,1237656567579279549
587730846354374874,1237656567579279551,1237656567579279551
587730846356144246,1237656567581049161,1237656567581049161
587730775501045957,1237656496725950641,1237656496725950641
587730846888493145,1237656568113397871,1237656568113397871
587730846888493612,1237656568113398275,1237656568113398275
587730848496681159,1237656569721585832,1237656569721585832
587730846888690122,1237656568113594848,1237656568113594848
587730846888755942,1237656568113660635,1237656568113660635
587730846888887066,1237656568113791642,1237656568113791642
587730846889607930,1237656568114512732,1237656568114512732
587730846889672759,1237656568114577702,1237656568114577702
587730846889673397,1237656568114578015,1237656568114578015
587730846890132026,1237656568115036686,1237656568115036686
587730846890590436,1237656568115495097,1237656568115495097
587730846890656450,1237656568115561185,1237656568115561185
587730846890918372,1237656568115823064,1237656568115823064
587730816286785593,1237656537511690304,1237656537511690304
587730848499041076,1237656569723945751,1237656569723945751
587730848499106557,1237656569724011286,1237656569724011286
587730848499237584,1237656569724142332,1237656569724142332
587730848499237585,1237656569724142333,1237656569724142333
587730848499302600,1237656569724207332,1237656569724207332
587730816825294982,1237656538050199685,1237656538050199685
587730848499696321,1237656569724600988,1237656569724600988
587730848499696337,1237656569724601003,1237656569724601003
587730846893277576,1237656568118182446,1237656568118182446
587730847422809116,1237656568647713746,1237656568647713746
587730847424119818,1237656568649024612,1237656568649024612
587730847424381855,1237656568649286825,1237656568649286825
587730847424512345,1237656568649417505,1237656568649417505
587730847424643767,1237656568649548457,1237656568649548457
587730817903296712,1237656539128201385,1237656539128201385
587730847424643965,1237656568649548687,1237656568649548687
587730818432696440,1237656539657601141,1237656539657601141
587730847424774833,1237656568649679500,1237656568649679500
587730847424774891,1237656568649679564,1237656568649679564
587730847424775821,1237656568649680632,1237656568649680632
587730847424840297,1237656568649744893,1237656568649744893
587730847424905368,1237656568649810111,1237656568649810111
587730847424970962,1237656568649875539,1237656568649875539
587730847425167947,1237656568650072618,1237656568650072618
587730818436038793,1237656539660943511,1237656539660943511
587730818439118880,1237656539664023577,1237656539664023577
587730847425169020,1237656568650073862,1237656568650073862
587730847427658223,1237656568652562913,1237656568652562913
587730847427920235,1237656568652824892,1237656568652824892
587730845812982508,1237656567037887140,1237656567037887140
587730845813244905,1237656567038149020,1237656567038149020
587730845813244355,1237656567038149021,1237656567038149021
587730845813310225,1237656567038214997,1237656567038214997
587730845813310436,1237656567038215243,1237656567038215243
587730845813310649,1237656567038215644,1237656567038215644
587730845813310649,1237656567038215646,1237656567038215646
587730845815603801,1237656567040508472,1237656567040508472
587730845815800709,1237656567040705357,1237656567040705357
