dr7objid,dr8objid,objid
588015510365208735,1237659756613402761,1237659756613402761
588015510365208735,1237659756613402761,1237659756613402761
588015510365208735,1237659756613402761,1237659756613402761
588015510365208735,1237659756613402761,1237659756613402761
588015510365274262,1237659756613468289,1237659756613468289
588015510365274262,1237659756613468289,1237659756613468289
588015510365274262,1237659756613468289,1237659756613468289
588015510365339781,1237659756613533834,1237659756613533834
588015510365339781,1237659756613533834,1237659756613533834
588015510365864053,1237659756614058100,1237659756614058100
588015510365864053,1237659756614058100,1237659756614058100
587734305416347898,1237660026641252647,1237660026641252647
587734305416544511,1237660026641449204,1237660026641449204
587734305417134317,1237660026642038998,1237660026642038998
587734305417265444,1237660026642170218,1237660026642170218
588015510366584980,1237659756614779024,1237659756614779024
587734305417265444,1237660026642170218,1237660026642170218
588015510366584838,1237659756614779050,1237659756614779050
587734305417920729,1237660026642825371,1237660026642825371
587734305417920729,1237660026642825371,1237660026642825371
587734305417986249,1237660026642890892,1237660026642890892
588015510366584838,1237659756614779050,1237659756614779050
588015509820145742,1237659756068339874,1237659756068339874
588015509820145742,1237659756068339874,1237659756068339874
587734305417986359,1237660026642890993,1237660026642890993
587734305418248437,1237660026643153204,1237660026643153204
588015510366585045,1237659756614779128,1237659756614779128
588015510366585045,1237659756614779128,1237659756614779128
588015510366978318,1237659756615172379,1237659756615172379
588015510366978318,1237659756615172379,1237659756615172379
588015510366978318,1237659756615172379,1237659756615172379
588015510367043821,1237659756615237853,1237659756615237853
588015510367043821,1237659756615237853,1237659756615237853
588015510367174876,1237659756615368928,1237659756615368928
587734305418772596,1237660026643677266,1237660026643677266
588015510367174876,1237659756615368928,1237659756615368928
588015510367436938,1237659756615630946,1237659756615630946
587734305418772647,1237660026643677313,1237660026643677313
587734305418838275,1237660026643743017,1237660026643743017
588015510367436938,1237659756615630946,1237659756615630946
587734305949679837,1237660027174584519,1237660027174584519
587734303802720300,1237660025027625016,1237660025027625016
587734303802720558,1237660025027625261,1237660025027625261
587734303803244620,1237660025028149300,1237660025028149300
587734303803310420,1237660025028215166,1237660025028215166
587734303803375850,1237660025028280580,1237660025028280580
587734303805604021,1237660025030508732,1237660025030508732
587734303805800688,1237660025030705397,1237660025030705397
587734303807045850,1237660025031950509,1237660025031950509
587734303807045850,1237660025031950509,1237660025031950509
587734303807111405,1237660025032016090,1237660025032016090
587734304343720160,1237660025568624837,1237660025568624837
587734304344703162,1237660025569607879,1237660025569607879
587734304345227385,1237660025570132083,1237660025570132083
587734304875675889,1237660026100580589,1237660026100580589
587734304877641944,1237660026102546652,1237660026102546652
587734304877641950,1237660026102546662,1237660026102546662
587734304877773029,1237660026102677802,1237660026102677802
587734304877773029,1237660026102677802,1237660026102677802
587734304879411388,1237660026104316143,1237660026104316143
587734304879739348,1237660026104643995,1237660026104643995
587734304880066849,1237660026104971573,1237660026104971573
587734304880984314,1237660026105889114,1237660026105889114
587734304881246334,1237660026106151019,1237660026106151019
587734304881377480,1237660026106282226,1237660026106282226
587734304881377506,1237660026106282255,1237660026106282255
587734305412022496,1237660026636927236,1237660026636927236
587734305412612532,1237660026637517390,1237660026637517390
587734305413595455,1237660026638500223,1237660026638500223
587734305413791981,1237660026638696709,1237660026638696709
587734305416347809,1237660026641252542,1237660026641252542
587734305416609996,1237660026641514678,1237660026641514678
587734305418117387,1237660026643022060,1237660026643022060
587734305418379461,1237660026643284153,1237660026643284153
588015509824929886,1237659756073123979,1237659756073123979
588015509824929886,1237659756073123979,1237659756073123979
588015509825061031,1237659756073255040,1237659756073255040
588015509825257486,1237659756073451536,1237659756073451536
588015509825257486,1237659756073451536,1237659756073451536
588015509825257632,1237659756073451648,1237659756073451648
588015509825257632,1237659756073451648,1237659756073451648
587734305418969252,1237660026643873985,1237660026643873985
587734305419952326,1237660026644857026,1237660026644857026
587734305419952326,1237660026644857026,1237660026644857026
587734305956036754,1237660027180941444,1237660027180941444
587734305956167817,1237660027181072514,1237660027181072514
587734303264473412,1237660024489378100,1237660024489378100
587734303265456374,1237660024490361050,1237660024490361050
587734303265521856,1237660024490426533,1237660024490426533
587734303266111914,1237660024491016609,1237660024491016609
587734303267815784,1237660024492720543,1237660024492720543
587734303270306001,1237660024495210722,1237660024495210722
587734303270764663,1237660024495669371,1237660024495669371
587734303270764663,1237660024495669371,1237660024495669371
587734303801541142,1237660025026445819,1237660025026445819
587734303805276419,1237660025030181089,1237660025030181089
587734303805407552,1237660025030312267,1237660025030312267
587734303805735193,1237660025030639999,1237660025030639999
587734622163894647,1237660343388799344,1237660343388799344
587734622170316929,1237660343395221672,1237660343395221672
587734304340705732,1237660025565610390,1237660025565610390
587734304342802674,1237660025567707332,1237660025567707332
587734304344113484,1237660025569018145,1237660025569018145
587734304875282612,1237660026100187281,1237660026100187281
587734304877641804,1237660026102546505,1237660026102546505
587734304878035140,1237660026102939890,1237660026102939890
587734622176673937,1237660343401578640,1237660343401578640
587734622177657024,1237660343402561727,1237660343402561727
587734622177657044,1237660343402561749,1237660343402561749
587734304880132306,1237660026105037002,1237660026105037002
587734622178377752,1237660343403282446,1237660343403282446
587734622700503512,1237660343925408211,1237660343925408211
587734622700765547,1237660343925670308,1237660343925670308
587734622702403791,1237660343927308728,1237660343927308728
587734305414709526,1237660026639614219,1237660026639614219
587734622707777760,1237660343932682505,1237660343932682505
587734622707908744,1237660343932813435,1237660343932813435
587734622707908795,1237660343932813489,1237660343932813489
587734622708170881,1237660343933075581,1237660343933075581
587734622708891858,1237660343933796572,1237660343933796572
587734622709088439,1237660343933993205,1237660343933993205
587734622712299640,1237660343937204333,1237660343937204333
587734622712299693,1237660343937204386,1237660343937204386
587734622712496346,1237660343937401006,1237660343937401006
587734622713937959,1237660343938842664,1237660343938842664
587734305948827868,1237660027173732544,1237660027173732544
587734305951514828,1237660027176419504,1237660027176419504
587734305954005277,1237660027178910009,1237660027178910009
587734305954791572,1237660027179696269,1237660027179696269
587734305955119331,1237660027180024127,1237660027180024127
587734305955184845,1237660027180089525,1237660027180089525
587734305955184845,1237660027180089525,1237660027180089525
587734305955184882,1237660027180089562,1237660027180089562
587734303266177217,1237660024491081905,1237660024491081905
587734303268864122,1237660024493769008,1237660024493769008
587734621627220221,1237660342852124895,1237660342852124895
587734303269191846,1237660024494096533,1237660024494096533
587734303269191846,1237660024494096533,1237660024494096533
587734303269716099,1237660024494620769,1237660024494620769
587734303269847288,1237660024494751987,1237660024494751987
587734303270043842,1237660024494948523,1237660024494948523
587734621627220221,1237660342852124895,1237660342852124895
587734303270043893,1237660024494948564,1237660024494948564
587734303271485626,1237660024496390335,1237660024496390335
587734303271813307,1237660024496717998,1237660024496717998
587734621629120692,1237660342854025378,1237660342854025378
587734303801278609,1237660025026183347,1237660025026183347
587734621631938791,1237660342856843498,1237660342856843498
587734621632004295,1237660342856909001,1237660342856909001
587734621634166915,1237660342859071640,1237660342859071640
587734621637836937,1237660342862741692,1237660342862741692
587734621638099102,1237660342863003775,1237660342863003775
587734621638492306,1237660342863396969,1237660342863396969
587734621638950956,1237660342863855659,1237660342863855659
587734621639278686,1237660342864183370,1237660342864183370
587734621639278686,1237660342864183370,1237660342864183370
587734621641637940,1237660342866542730,1237660342866542730
587734622161141838,1237660343386046536,1237660343386046536
587734303801737380,1237660025026642068,1237660025026642068
587734622161273380,1237660343386178045,1237660343386178045
587734622162190710,1237660343387095663,1237660343387095663
587734861606092977,1237660582830997687,1237660582830997687
587734303803965763,1237660025028870477,1237660025028870477
587734622162911329,1237660343387816025,1237660343387816025
587734622163435885,1237660343388340592,1237660343388340592
587734622163960017,1237660343388864731,1237660343388864731
587734622164287632,1237660343389192329,1237660343389192329
587734622164549741,1237660343389454464,1237660343389454464
587734622165467322,1237660343390372011,1237660343390372011
587734622167105712,1237660343392010427,1237660343392010427
587734622167564466,1237660343392469175,1237660343392469175
587734622169202722,1237660343394107430,1237660343394107430
587734622169923753,1237660343394828473,1237660343394828473
587734622170579085,1237660343395483791,1237660343395483791
587734622170710140,1237660343395614827,1237660343395614827
587734622170972325,1237660343395877033,1237660343395877033
587734622171496653,1237660343396401359,1237660343396401359
587734623783616658,1237660345008521355,1237660345008521355
587734623784009815,1237660345008914458,1237660345008914458
587734304338280673,1237660025563185373,1237660025563185373
587734304338280754,1237660025563185466,1237660025563185466
587734304340181170,1237660025565085943,1237660025565085943
587734622173266018,1237660343398170716,1237660343398170716
587734622173528107,1237660343398432809,1237660343398432809
587734622174118081,1237660343399022774,1237660343399022774
587734304340771117,1237660025565675859,1237660025565675859
587734304344178696,1237660025569083523,1237660025569083523
587734622174445690,1237660343399350400,1237660343399350400
587734622174642335,1237660343399547010,1237660343399547010
587734622174904357,1237660343399809153,1237660343399809153
587734623785451579,1237660345010356290,1237660345010356290
587734623786303724,1237660345011208547,1237660345011208547
587734622176215180,1237660343401119885,1237660343401119885
587734622176280706,1237660343401185473,1237660343401185473
587734304879149235,1237660026104053951,1237660026104053951
587734622177394862,1237660343402299580,1237660343402299580
587734304879870062,1237660026104774799,1237660026104774799
587734304882229361,1237660026107133958,1237660026107133958
587734304882426022,1237660026107330720,1237660026107330720
587734622699585593,1237660343924490607,1237660343924490607
587734622700830760,1237660343925735460,1237660343925735460
587734622700896708,1237660343925801400,1237660343925801400
587734622701158767,1237660343926063360,1237660343926063360
587734622701158778,1237660343926063554,1237660343926063554
587734305414578181,1237660026639482885,1237660026639482885
587734305414578386,1237660026639483039,1237660026639483039
587734305414578388,1237660026639483040,1237660026639483040
587734622701486353,1237660343926391066,1237660343926391066
587734622702534756,1237660343927439628,1237660343927439628
587734622702600378,1237660343927505077,1237660343927505077
587734622702862599,1237660343927767293,1237660343927767293
587734622703386684,1237660343928291389,1237660343928291389
587734622703452445,1237660343928357155,1237660343928357155
587734622703583459,1237660343928488133,1237660343928488133
587734622703779980,1237660343928684681,1237660343928684681
587734622703845562,1237660343928750264,1237660343928750264
587734622703976456,1237660343928881164,1237660343928881164
587734622703976783,1237660343928881635,1237660343928881635
587734622703976726,1237660343928881755,1237660343928881755
587734622704107680,1237660343929012380,1237660343929012380
587734622704369977,1237660343929274733,1237660343929274733
587734622707974273,1237660343932878999,1237660343932878999
587734622708301859,1237660343933206565,1237660343933206565
587734622708760735,1237660343933665479,1237660343933665479
587734622708891849,1237660343933796558,1237660343933796558
587734622710137011,1237660343935041749,1237660343935041749
587734622710857825,1237660343935762533,1237660343935762533
587734622711709873,1237660343936614599,1237660343936614599
587734622712365141,1237660343937269834,1237660343937269834
587734623234884144,1237660344459788939,1237660344459788939
587734623234949236,1237660344459853932,1237660344459853932
587734623235670041,1237660344460574754,1237660344460574754
587734623235670190,1237660344460574902,1237660344460574902
587734623235735874,1237660344460640601,1237660344460640601
587734623235735653,1237660344460640648,1237660344460640648
587734623236391017,1237660344461295729,1237660344461295729
587734623236653453,1237660344461558159,1237660344461558159
587734305949548653,1237660027174453612,1237660027174453612
587734305952170237,1237660027177074935,1237660027177074935
587734305952301084,1237660027177205782,1237660027177205782
587734305953415603,1237660027178320315,1237660027178320315
587734305953939604,1237660027178844359,1237660027178844359
587734305953939623,1237660027178844377,1237660027178844377
587734305953939637,1237660027178844386,1237660027178844386
587734305954595024,1237660027179499719,1237660027179499719
587734305954726105,1237660027179630803,1237660027179630803
587734623238095176,1237660344462999873,1237660344462999873
587734623238095192,1237660344462999899,1237660344462999899
587734623238226513,1237660344463131235,1237660344463131235
587734623238684884,1237660344463589582,1237660344463589582
587734623239536888,1237660344464441565,1237660344464441565
587734623240388823,1237660344465293527,1237660344465293527
587734623240388852,1237660344465293555,1237660344465293555
587734621100638217,1237660342325543031,1237660342325543031
587734621104767075,1237660342329671773,1237660342329671773
587734621625254273,1237660342850159090,1237660342850159090
587734623240585325,1237660344465490026,1237660344465490026
587734623240585408,1237660344465490118,1237660344465490118
587734623240585412,1237660344465490132,1237660344465490132
587734623240585416,1237660344465490137,1237660344465490137
587734623240847535,1237660344465752301,1237660344465752301
587734623241240627,1237660344466145453,1237660344466145453
587734623241240838,1237660344466145546,1237660344466145546
587734623241306258,1237660344466210950,1237660344466210950
587734623241502992,1237660344466407768,1237660344466407768
587734623242485920,1237660344467390636,1237660344467390636
587734303265259715,1237660024490164428,1237660024490164428
587734303268340153,1237660024493244842,1237660024493244842
587734623245107318,1237660344470012082,1237660344470012082
587734623245697131,1237660344470601843,1237660344470601843
587734303269978153,1237660024494882853,1237660024494882853
587734621627679158,1237660342852583867,1237660342852583867
587734623778636014,1237660345003540744,1237660345003540744
587734623780733147,1237660345005637919,1237660345005637919
587734621627875341,1237660342852780044,1237660342852780044
587734621627940968,1237660342852845651,1237660342852845651
587734621628727430,1237660342853632255,1237660342853632255
587734303801540632,1237660025026445348,1237660025026445348
587734621633773732,1237660342858678439,1237660342858678439
587734621634887834,1237660342859792588,1237660342859792588
587734621634887849,1237660342859792597,1237660342859792597
587734621635018893,1237660342859923627,1237660342859923627
587734621635018893,1237660342859923627,1237660342859923627
587734621635215588,1237660342860120279,1237660342860120279
587734621637968073,1237660342862872814,1237660342862872814
587734623783026738,1237660345007931440,1237660345007931440
587734623783485611,1237660345008390370,1237660345008390370
587734622163632184,1237660343388537016,1237660343388537016
587734622163697964,1237660343388602728,1237660343388602728
587734622165270841,1237660343390175559,1237660343390175559
587734622166843438,1237660343391748138,1237660343391748138
587734622166843540,1237660343391748237,1237660343391748237
587734622167302277,1237660343392206974,1237660343392206974
587734622167302288,1237660343392206988,1237660343392206988
587734622167367820,1237660343392272523,1237660343392272523
587734622167367907,1237660343392272633,1237660343392272633
587734622167498792,1237660343392403497,1237660343392403497
587734622172610744,1237660343397515454,1237660343397515454
587734623783551138,1237660345008455841,1237660345008455841
587734623785386152,1237660345010290832,1237660345010290832
587734622173921404,1237660343398826107,1237660343398826107
587734622174183514,1237660343399088215,1237660343399088215
587734622174183572,1237660343399088266,1237660343399088266
587734689814610327,1237660411039515051,1237660411039515051
587734690348925098,1237660411573829792,1237660411573829792
587734690349318500,1237660411574223181,1237660411574223181
587734690349580601,1237660411574485304,1237660411574485304
587734690349908130,1237660411574812800,1237660411574812800
587734622175625231,1237660343400529935,1237660343400529935
587734622175625371,1237660343400530057,1237660343400530057
587734690350170362,1237660411575075043,1237660411575075043
587734690351284512,1237660411576189169,1237660411576189169
587734861612646577,1237660582837551258,1237660582837551258
587734861612646562,1237660582837551304,1237660582837551304
587734862142570731,1237660583367475412,1237660583367475412
587734862142767349,1237660583367672070,1237660583367672070
587734690351415483,1237660411576320155,1237660411576320155
587734690352136352,1237660411577041059,1237660411577041059
587734622698537396,1237660343923442190,1237660343923442190
587734622699127219,1237660343924032038,1237660343924032038
587734622699192358,1237660343924097053,1237660343924097053
587734622700372024,1237660343925276801,1237660343925276801
587734690353512683,1237660411578417448,1237660411578417448
587734862143029348,1237660583367934042,1237660583367934042
587734862143553667,1237660583368458337,1237660583368458337
587734862143684813,1237660583368589549,1237660583368589549
587734862143815806,1237660583368720501,1237660583368720501
587734622701224301,1237660343926129022,1237660343926129022
587734622702797072,1237660343927701761,1237660343927701761
587734622703321246,1237660343928225922,1237660343928225922
587734622703321367,1237660343928226091,1237660343928226091
587734691425550580,1237660412650455281,1237660412650455281
587734691426271472,1237660412651176214,1237660412651176214
587734862143815835,1237660583368720539,1237660583368720539
587734691427254548,1237660412652159224,1237660412652159224
587734691957768273,1237660413182673202,1237660413182673202
587734862143881257,1237660583368785965,1237660583368785965
587734691958751261,1237660413183656124,1237660413183656124
587734691958751261,1237660413183656124,1237660413183656124
587734691959996652,1237660413184901342,1237660413184901342
587734691960258754,1237660413185163450,1237660413185163450
587734840667668775,1237660561892573476,1237660561892573476
587734840667931091,1237660561892835830,1237660561892835830
587734622704042226,1237660343928946958,1237660343928946958
587734622704042345,1237660343928947075,1237660343928947075
587734622704042142,1237660343928947103,1237660343928947103
587734622704173127,1237660343929077823,1237660343929077823
587734622705483997,1237660343930388729,1237660343930388729
587734622706532370,1237660343931437160,1237660343931437160
587734622706991286,1237660343931896006,1237660343931896006
587734840667996287,1237660561892901320,1237660561892901320
587734840668389721,1237660561893294486,1237660561893294486
587734840668389656,1237660561893294628,1237660561893294628
587734622710923323,1237660343935828024,1237660343935828024
587734862144143405,1237660583369048107,1237660583369048107
587734840668520975,1237660561893425676,1237660561893425676
587734840668520975,1237660561893425676,1237660561893425676
587734840669176309,1237660561894081135,1237660561894081135
587734841204605138,1237660562429509845,1237660562429509845
587734841204605138,1237660562429509845,1237660562429509845
587734622715117665,1237660343940022349,1237660343940022349
587734622715117665,1237660343940022349,1237660343940022349
587734622715117786,1237660343940022493,1237660343940022493
587734841741476365,1237660562966381118,1237660562966381118
587734623235211683,1237660344460116387,1237660344460116387
587734841741869475,1237660562966774180,1237660562966774180
587734841741869555,1237660562966774294,1237660562966774294
587734623235211742,1237660344460116483,1237660344460116483
587734623235473751,1237660344460378546,1237660344460378546
587734841742393783,1237660562967298118,1237660562967298118
587734623236456744,1237660344461361441,1237660344461361441
587734841742393798,1237660562967298532,1237660562967298532
587734623237243047,1237660344462147742,1237660344462147742
587734623237243200,1237660344462147919,1237660344462147919
587734623237308486,1237660344462213182,1237660344462213182
587734623237702024,1237660344462606739,1237660344462606739
587734623238291726,1237660344463196397,1237660344463196397
587734623238291808,1237660344463196509,1237660344463196509
587734623239274709,1237660344464179427,1237660344464179427
587734623239340280,1237660344464244992,1237660344464244992
587734623239733513,1237660344464638238,1237660344464638238
587734623239798990,1237660344464703705,1237660344464703705
587734623240061157,1237660344464965861,1237660344464965861
587734623240323364,1237660344465228037,1237660344465228037
587734621101031597,1237660342325936316,1237660342325936316
587734621101490272,1237660342326394964,1237660342326394964
587734621102211146,1237660342327115859,1237660342327115859
587734623240716476,1237660344465621173,1237660344465621173
587734623240912970,1237660344465817665,1237660344465817665
587734623244320920,1237660344469225630,1237660344469225630
587734623245172886,1237660344470077617,1237660344470077617
587734623245238393,1237660344470143088,1237660344470143088
587734623245762698,1237660344470667416,1237660344470667416
587734623246352568,1237660344471257275,1237660344471257275
587734623246745635,1237660344471650335,1237660344471650335
587734623247007769,1237660344471912470,1237660344471912470
587734623247270021,1237660344472174730,1237660344472174730
587734623247532222,1237660344472436924,1237660344472436924
587734893290782831,1237660614515687533,1237660614515687533
587734893290848319,1237660614515753022,1237660614515753022
587734623782305949,1237660345007210636,1237660345007210636
587734623782568128,1237660345007472946,1237660345007472946
587734623782961322,1237660345007866041,1237660345007866041
587734621630693551,1237660342855598271,1237660342855598271
587734621630693564,1237660342855598286,1237660342855598286
587734621630759137,1237660342855663823,1237660342855663823
587734621630759187,1237660342855663871,1237660342855663871
587734621630759187,1237660342855663871,1237660342855663871
587734621631086695,1237660342855991448,1237660342855991448
587734621631676610,1237660342856581399,1237660342856581399
587734621631742135,1237660342856646811,1237660342856646811
587734621634756741,1237660342859661448,1237660342859661448
587734893292486787,1237660614517391513,1237660614517391513
587734864295952481,1237660585520857259,1237660585520857259
587734864296149140,1237660585521053829,1237660585521053829
587734891941134397,1237660612897603645,1237660612897603645
587734891672961214,1237660612897865940,1237660612897865940
587734891673092210,1237660612897996940,1237660612897996940
587734861607141511,1237660582832046262,1237660582832046262
587734861607141475,1237660582832046308,1237660582832046308
587734862148665469,1237660583373570183,1237660583373570183
587734862149058717,1237660583373963400,1237660583373963400
587734861607272478,1237660582832177281,1237660582832177281
587734862149255378,1237660583374160075,1237660583374160075
587734861607338133,1237660582832242823,1237660582832242823
587734862149386381,1237660583374291078,1237660583374291078
587734891676369029,1237660612901273827,1237660612901273827
587734891677220908,1237660612902125631,1237660612902125631
587734861607469221,1237660582832373902,1237660582832373902
587734891677614084,1237660612902518788,1237660612902518788
587734891678400615,1237660612903305318,1237660612903305318
587734891678662710,1237660612903567417,1237660612903567417
587734862149451790,1237660583374356492,1237660583374356492
587734891679580340,1237660612904485044,1237660612904485044
587734891679973408,1237660612904878118,1237660612904878118
587734861607796899,1237660582832701653,1237660582832701653
587734861607927981,1237660582832832683,1237660582832832683
587734891680038997,1237660612904943691,1237660612904943691
587734891681480802,1237660612906385510,1237660612906385510
587734891681742928,1237660612906647702,1237660612906647702
587734891682136201,1237660612907040902,1237660612907040902
587734862149451942,1237660583374356641,1237660583374356641
587734891682267146,1237660612907171866,1237660612907171866
587734891682267279,1237660612907172061,1237660612907172061
587734891682463830,1237660612907368512,1237660612907368512
587734862149517463,1237660583374422157,1237660583374422157
587734861608779851,1237660582833684538,1237660582833684538
587734862149517526,1237660583374422223,1237660583374422223
587734891682725960,1237660612907630680,1237660612907630680
587734861608976526,1237660582833881263,1237660582833881263
587734891682988089,1237660612907892788,1237660612907892788
587734891683119143,1237660612908023838,1237660612908023838
587734891683315796,1237660612908220496,1237660612908220496
587734861609500713,1237660582834405457,1237660582834405457
587734862679965817,1237660583904870501,1237660583904870501
587734861609828617,1237660582834733319,1237660582834733319
587734861609959594,1237660582834864380,1237660582834864380
587734861610025140,1237660582834929840,1237660582834929840
587734891683577882,1237660612908482581,1237660612908482581
587734623787548805,1237660345012453502,1237660345012453502
587734623787745403,1237660345012650110,1237660345012650110
587734623788597402,1237660345013502114,1237660345013502114
587734689816838204,1237660411041742914,1237660411041742914
587734689817034953,1237660411041939615,1237660411041939615
587734690348138830,1237660411573043581,1237660411573043581
587734690348138830,1237660411573043581,1237660411573043581
587734862680752244,1237660583905656946,1237660583905656946
587734862680752195,1237660583905657051,1237660583905657051
587734861611204743,1237660582836109438,1237660582836109438
587734862680817786,1237660583905722489,1237660583905722489
587734862682390603,1237660583907295288,1237660583907295288
587734861611270262,1237660582836174948,1237660582836174948
587734862683832453,1237660583908737176,1237660583908737176
587734862684225761,1237660583909130538,1237660583909130538
587734862684618915,1237660583909523623,1237660583909523623
587734862684684399,1237660583909589106,1237660583909589106
587734690888024273,1237660412112928971,1237660412112928971
587734690888286497,1237660412113191138,1237660412113191138
587734690890317917,1237660412115222596,1237660412115222596
587734691420963179,1237660412645867864,1237660412645867864
587734691420963179,1237660412645867864,1237660412645867864
587734691420963179,1237660412645867864,1237660412645867864
587734691424174462,1237660412649079132,1237660412649079132
587734691961962648,1237660413186867340,1237660413186867340
587734863217754244,1237660584442658933,1237660584442658933
587734863218737312,1237660584443642007,1237660584443642007
587734863218933839,1237660584443838543,1237660584443838543
587734863219130409,1237660584444035105,1237660584444035105
587734862144667805,1237660583369572497,1237660583369572497
587734892750241923,1237660613975146652,1237660613975146652
587734863219851378,1237660584444756076,1237660584444756076
587734841204932701,1237660562429837419,1237660562429837419
587734841204998502,1237660562429903280,1237660562429903280
587734841205260720,1237660562430165438,1237660562430165438
587734841205260487,1237660562430165451,1237660562430165451
587734841205981581,1237660562430886275,1237660562430886275
587734862144995401,1237660583369900096,1237660583369900096
587734862146044221,1237660583370948930,1237660583370948930
587734862146568389,1237660583371473065,1237660583371473065
587734862146830474,1237660583371735242,1237660583371735242
587734862146895999,1237660583371800689,1237660583371800689
587734892751487193,1237660613976391915,1237660613976391915
587734862147027139,1237660583371931831,1237660583371931831
587734862147027139,1237660583371931833,1237660583371931833
587734862147027159,1237660583371931861,1237660583371931861
587734863222800443,1237660584447705140,1237660584447705140
587734863222931569,1237660584447836270,1237660584447836270
587734863754625161,1237660584979529848,1237660584979529848
587734863755149484,1237660584980054204,1237660584980054204
587734863755149527,1237660584980054262,1237660584980054262
587734893551747153,1237660614508216507,1237660614508216507
587734862147027171,1237660583371931872,1237660583371931872
587734893283508227,1237660614508412932,1237660614508412932
587734893283639386,1237660614508544082,1237660614508544082
587734862147289201,1237660583372193884,1237660583372193884
587734862147485796,1237660583372390479,1237660583372390479
587734862147485836,1237660583372390516,1237660583372390516
587734863755345946,1237660584980250650,1237660584980250650
587734862147747924,1237660583372652720,1237660583372652720
587734863756132551,1237660584981037265,1237660584981037265
587734863756198004,1237660584981102698,1237660584981102698
587734863756263431,1237660584981168143,1237660584981168143
587734863757508683,1237660584982413436,1237660584982413436
587734863758033080,1237660584982937812,1237660584982937812
587734863758295185,1237660584983199884,1237660584983199884
587734863758426241,1237660584983330951,1237660584983330951
587734623248515282,1237660344473419992,1237660344473419992
587734623249039544,1237660344473944252,1237660344473944252
587734623249104975,1237660344474009757,1237660344474009757
587734623249825867,1237660344474730573,1237660344474730573
587734623250415735,1237660344475320465,1237660344475320465
587734623251923074,1237660344476827771,1237660344476827771
587734623252119647,1237660344477024334,1237660344477024334
587734623252119759,1237660344477024466,1237660344477024466
587734863759081601,1237660584983986301,1237660584983986301
587734862147813584,1237660583372718270,1237660583372718270
587734862147879097,1237660583372783797,1237660583372783797
587734893290586279,1237660614515491017,1237660614515491017
587734893290717308,1237660614515622007,1237660614515622007
587734862148141200,1237660583373045907,1237660583373045907
587734863759278222,1237660584984182928,1237660584984182928
587734863759409311,1237660584984314021,1237660584984314021
587734893291700320,1237660614516605027,1237660614516605027
587734863759737054,1237660584984641756,1237660584984641756
587734863760392313,1237660584985297026,1237660584985297026
587734893292224561,1237660614517129258,1237660614517129258
587734863760392321,1237660584985297037,1237660584985297037
587734893292421220,1237660614517325913,1237660614517325913
587734862148272253,1237660583373176975,1237660583373176975
587734893292421261,1237660614517325971,1237660614517325971
587734893292617816,1237660614517522532,1237660614517522532
587734893292617844,1237660614517522566,1237660614517522566
587734864295166018,1237660585520070729,1237660585520070729
587734893293535350,1237660614518440084,1237660614518440084
587734864297132122,1237660585522036825,1237660585522036825
587734893293994039,1237660614518898750,1237660614518898750
587734864297263220,1237660585522167973,1237660585522167973
587734891673026666,1237660612897931399,1237660612897931399
587734891673157793,1237660612898062596,1237660612898062596
587734891673354404,1237660612898259119,1237660612898259119
587734891673813035,1237660612898717749,1237660612898717749
587734861607076229,1237660582831980922,1237660582831980922
587734861607141383,1237660582832046085,1237660582832046085
587734891673813103,1237660612898717908,1237660612898717908
587734893294059586,1237660614518964299,1237660614518964299
587734891674206345,1237660612899111039,1237660612899111039
587734893294125142,1237660614519029855,1237660614519029855
587734893294125154,1237660614519029867,1237660614519029867
587734893294190676,1237660614519095323,1237660614519095323
587734893294190714,1237660614519095414,1237660614519095414
587734891679776844,1237660612904681550,1237660612904681550
587734891681022087,1237660612905926817,1237660612905926817
587734893824639012,1237660615049543716,1237660615049543716
587734891682136148,1237660612907040950,1237660612907040950
587734893824639057,1237660615049543759,1237660615049543759
587734893825359929,1237660615050264622,1237660615050264622
587734861609042106,1237660582833946796,1237660582833946796
587734862679900354,1237660583904805045,1237660583904805045
587734891683577959,1237660612908482670,1237660612908482670
587734623787614268,1237660345012518960,1237660345012518960
587734623788793983,1237660345013698694,1237660345013698694
587734893826015411,1237660615050920096,1237660615050920096
587734690615132553,1237660411571601817,1237660411571601817
587734893827194994,1237660615052099701,1237660615052099701
587734893827391620,1237660615052296359,1237660615052296359
587734893827457152,1237660615052361889,1237660615052361889
587734893827522672,1237660615052427395,1237660615052427395
587734891683577985,1237660612908482704,1237660612908482704
587734891683709033,1237660612908613754,1237660612908613754
587734861610352710,1237660582835257407,1237660582835257407
587734893827784826,1237660615052689515,1237660615052689515
587734893827981389,1237660615052886094,1237660615052886094
587734892478005371,1237660613434474645,1237660613434474645
587734861610680462,1237660582835585173,1237660582835585173
587734892209832016,1237660613434736745,1237660613434736745
587734892210225279,1237660613435129905,1237660613435129905
587734893828833358,1237660615053738052,1237660615053738052
587734892210356276,1237660613435261024,1237660613435261024
587734892210814992,1237660613435719776,1237660613435719776
587734892211142692,1237660613436047394,1237660613436047394
587734690886451462,1237660412111356234,1237660412111356234
587734690886713453,1237660412111618152,1237660412111618152
587734892211273852,1237660613436178561,1237660613436178561
587734892212060196,1237660613436964894,1237660613436964894
587734892212322388,1237660613437227086,1237660613437227086
587734892212781098,1237660613437685790,1237660613437685790
587734862685929584,1237660583910834280,1237660583910834280
587734892215599168,1237660613440503872,1237660613440503872
