,RA,DEC,objid
192,152.47488,1.2213242,587728307484688631
193,152.529,-0.057688132,588848899900637361
194,152.82446000000002,0.44239733,587728949585641530
195,153.46912,0.55096245,587728949585969309
196,152.73495,1.0720976999999998,587728307484819573
197,153.41562,0.65355086,588848900974772282
198,155.2627,-0.7787348000000001,587728947976142992
199,154.75502,-1.2435393,587725084654633112
200,154.78918000000002,-1.2410468000000001,587725084654633051
201,154.89265,-1.0093375,588848898827944167
202,155.28065,-0.55947286,588848899364946170
203,154.58063,-1.1706976999999998,587725084654567584
204,154.71135,-1.1437482,587725084654633085
205,154.63703999999998,-0.90917283,588848898827812940
206,154.57799,-0.7979527,587728947975815328
207,154.57295,-0.72536606,587728947975815321
208,154.0952,-1.0733886000000001,587729151995543670
209,153.9714,-0.76929325,587728947975553240
210,154.266,-0.6319186,587728947975684341
211,153.47206,-1.1944700000000001,587725084654108811
212,153.67255,1.1116676,587728307485212822
213,154.26675,1.0561348,588848901512036381
214,154.22878,0.8865165,587728950123167842
215,154.82298,0.34444255,588848900438491404
216,154.79134,0.1339609,587728949049622684
217,155.07391,0.5285603,587728949586624574
218,155.4717,0.2953409,588848900438818878
219,155.27426,0.62929577,587728949586755705
220,156.85204,-0.20135364,588848899902537961
221,156.18001999999998,-0.88031095,588848898828468408
222,156.20972,-0.8952646999999999,588848898828533784
223,156.7275,-0.54149705,588848899365601360
224,156.7658,-0.5863799,588848899365601520
225,155.9192,-1.2347177,587725084655157313
226,156.0877,-0.77714515,587728947976470695
227,155.61531000000002,-0.92616,588848898828271734
228,155.57356000000001,-0.84797835,588848898828206271
229,155.49275,-0.9543001,588848898828206227
230,155.23593,-0.37444636,587728948512948417
231,154.95569,-1.0226538,588848898827944016
232,154.95498999999998,-0.3151089,587728948512882933
233,154.69305,-0.45788717,588848899364749478
234,155.0383,1.0470921,587728950123495538
235,155.52821,0.9265181999999998,587728950123692195
236,155.60058999999998,1.1982194,587728307486064707
237,156.42557,0.7630448000000001,588848900976083057
238,156.6647,1.039416,587728950124216486
239,156.68114,1.0061399,587728950124216489
240,157.39755,0.46179899999999996,587728949587673239
241,159.05952,-0.1590316,588848899903520799
242,158.37111000000002,-0.8604084999999999,588848898829451481
243,158.89365,-0.35450834,587728948514586641
244,158.95613,-0.23901147,587728948514586757
245,158.97333999999998,-0.056495328,588848899903455474
246,158.1789,-0.85295117,588848898829385811
247,157.99323,-0.777885,587728947977322606
248,158.02211,-0.7099955,587728947977322616
249,157.81949,-0.6701853,587728947977257076
250,158.4465,-0.29413447,587728948514390157
251,158.33258,-0.6016073000000001,588848899366322323
252,158.2423,-0.23285955,587728948514324568
253,157.87909,-0.32552758,587728948514128022
254,157.75166000000002,-0.6275930000000001,588848899366060161
255,157.32993000000002,-0.6957095,587728947976995043
256,156.72125,0.14206634,587728949050474571
257,157.37537,1.0600268,588848901513347130
258,157.40456,0.95112944,587728950124544115
259,157.444,0.1455754,587728949050802304
260,157.57832,1.2472466,587728307486916754
261,157.6012,0.6371129,588848900976607330
262,157.94054,0.38794872,588848900439867499
263,157.85512,0.43876356,587728949587869871
264,158.35835,0.5359235999999999,587728949588066458
265,158.45503,0.16152057,587728949051261071
266,158.70463999999998,0.59256107,587728949588262968
267,158.76572,0.6473026999999999,588848900977131699
268,159.25735,0.48551887,587728949588459629
269,159.09348,0.07746911,587728949051523242
270,160.57668,-0.9092020000000001,588848898830434416
271,160.657,-0.6859433000000001,587728947978502282
272,160.73398,-1.0695353,587728947441631312
273,161.07584,-0.6458041,587728947978633411
274,160.33043999999998,-1.0639291000000002,587728947441434804
275,160.09743,-0.9363120999999999,588848898830238055
276,159.85805,-1.2451181,587725084656861308
277,159.95013,-1.2103491000000002,587724650858872996
278,159.93454,-0.8578906,588848898830172381
279,160.4437,-0.6005703,588848899367239814
280,159.85161000000002,-0.38928753,587728948514979953
281,159.89377,-0.25304654,587728948515045403
282,159.65993999999998,-1.2553037,587725084656795793
283,159.79762,-0.015888205,588848899903848475
284,159.82603,-0.22910748,587728948514980066
285,159.60626000000002,-0.017837271000000002,588848899903717585
286,159.10736,-0.9431825999999999,588848898829779183
287,159.11298,-1.1460829,587724650858479682
288,159.1285,-1.1886756,587724650858479691
289,159.32915,0.6016725,587728949588525080
290,159.32497,1.162031,587726031165784246
291,159.1556,1.0783553,588848901514133743
292,159.59208999999998,0.8198525999999999,588848900977459380
293,159.52567,0.20684515,587728949051719821
294,159.55113,1.0409466,587728950125461669
295,159.60406,1.113883,588848901514330317
296,159.94106000000002,0.9460373,587728950125658263
297,160.00304,0.6917287,588848900977655954
298,160.21278,0.8047889,588848900977721535
299,160.3193,0.42591164,587728949588918509
300,160.47247,0.7931804,588848900977852579
301,160.49731,0.96425396,587728950125920400
302,160.81278999999998,0.22058809999999998,588848900441112777
303,160.70018000000002,0.91323394,587728950125985992
304,162.3581,-0.56017125,588848899368091783
305,162.63017,-0.7976729,587728947979354150
306,162.70943,-0.75961316,587748928159350941
307,162.2842,-1.052108,587748927890718890
308,162.20422,-0.98736954,588848898831155334
309,162.12175,-1.1816715,587724650859790483
310,162.22865,-0.70932096,587728947979157541
311,161.88433999999998,-0.94449073,588848898831024228
312,161.96126999999998,-0.7901819999999999,587728947979026641
313,161.9636,-0.6316229999999999,587728947979026637
314,161.51448,-1.0942312,587728947441959124
315,161.76765,-0.24573165,587728948515831926
316,161.74289,0.17594244,587728949052702898
317,161.562,0.050263445999999996,587728949052637237
318,161.0738,-0.8927398000000001,588848898830631098
319,160.81052,-1.0873827,587728947441696793
320,160.84913999999998,-1.0963878999999999,587728947441696974
321,160.89928,-0.95717454,588848898830565510
322,160.9255,-0.92175776,588848898830565524
323,160.67809,-0.34817529999999997,587728948515373074
324,160.45702,0.31343406,588848900440981628
325,161.66705,0.357545,588848900441505952
326,161.80424,0.20443708,587728949052702928
327,162.04053000000002,0.45392117,587728949589704811
328,161.97755,0.8125196,588848900978507850
329,162.51064,0.38253874,588848900441899200
330,162.49033,0.7008287,588848900978769958
331,162.60173,0.9273653000000001,587748930306769067
332,162.35173,0.9161421999999999,587728950126706811
333,162.50755,0.9607475000000001,587748930306769012
334,162.69414,0.6111426,587748929769963564
335,162.68571,0.4457319,587748929769963672
336,162.84457,0.2624586,588848900442030135
337,162.63249,0.36061123,588848900441964564
338,164.15233999999998,-0.9902332,588848898832007314
339,164.541,-0.7746642,587748928160137382
340,164.6757,-0.26122546,587728948517077118
341,164.32076,-0.61398494,588848899368943773
342,164.2225,-0.04728423,588848899905749170
343,163.98727,-0.005119838,588848899905683584
344,163.75773999999998,-1.1420388000000001,587728947442942096
345,163.80254,-0.2141335,587748928696680651
346,163.47395,-1.1400335,587748927622807702
347,163.33758999999998,-0.68660975,587748928159613128
348,163.33649,-0.60638106,588848899368485058
349,163.26312,-0.22521946,587748928696483940
350,163.04066,-0.7090904,587728947979550819
351,163.09103000000002,-0.0979357,588848899905290356
352,162.97978,-0.8937589,588848898831482918
353,162.98346,-0.41749728,587748928696352876
354,162.88523999999998,-0.2800712,587748928696287267
355,162.887,-1.0028923,588848898831417537
356,162.77615,-0.9552318999999999,588848898831417441
357,162.94907,-0.8390549,587728947979485388
358,162.71588,-0.9033753000000001,588848898831351895
359,162.73436,-0.79789966,587748928159350856
360,162.47243999999998,-0.39296898,587748928696090801
361,162.40636999999998,-0.90711486,588848898831220896
362,162.25081,-0.7350257,587748928427589804
363,162.25838000000002,-0.71728396,587728947979157716
364,162.25636,-0.64041287,587748928427589781
365,162.03127,0.16711748,587728949052833917
366,162.62766000000002,0.99035156,587728950126837863
367,162.71573999999998,1.1670165000000001,587726031167225893
368,162.2969,0.37911507,588848900441768194
369,162.34753,0.32721704,588848900441833700
370,162.47745,0.15903766,587748929232961805
371,162.57019,0.5792644,587748929769898163
372,162.75975,0.5314949000000001,587748929769963725
373,163.32974,1.0526373,588848901515968751
374,163.1192,1.0614187,588848901515903013
375,162.90091999999999,0.17800526,587748929233158339
376,163.02328,0.2899102,588848900442095861
377,163.06891000000002,0.5019203,587748929770094857
378,163.24084,0.54163367,587728949590229069
379,163.29868000000002,0.68898535,588848900979097646
380,163.20038,0.18722092,587748929233289366
381,163.6087,0.33593866,588848900442357950
382,163.54034,0.4097362,588848900442357896
383,164.07117,0.67740345,588848900979425370
384,164.21923999999999,0.04366997,587728949053751408
385,163.75346000000002,0.70527864,588848900979294362
386,163.85478,1.0957353,588848901516230686
387,164.3122,0.6067308000000001,587748929770684527
388,164.30487,0.6386049,588848900979556581
389,164.19537,0.92240924,587748930307489877
390,164.7203,0.67973137,588848900979752967
391,166.33952,-0.834566,587722982270959726
392,166.37347,-0.7875270999999999,587722982270959742
393,166.40683,-0.84812826,588848898832990354
394,166.41473,-0.40002513,587748928697860190
395,166.64821,-0.11587728,588848899906797762
396,165.7116,-0.8842745000000001,588848898832662755
397,165.74062,-0.96209484,588848898832662660
398,166.13057,-0.4686103,588848899369730278
399,165.63043000000002,-1.1298198,587748927623790745
400,165.9557,-0.21015519,587722982807699585
401,165.61581,-0.28398028,587748928697467117
402,165.6114,-0.16709457,588848899906404504
403,165.6387,-0.29101035,587748928697532426
404,165.58217,-0.20655301,588848899906339043
405,165.26196000000002,-0.78966117,587722982270501002
406,165.0975,-0.35260183,587748928697270417
407,165.14418,-0.37729353,587722982807306382
408,164.63959,-0.9535892,588848898832203944
409,164.30684,-0.8317684999999999,587748928160071793
410,164.35811999999999,-0.7144417,587748928160071818
411,164.57352,1.1418781999999998,588848901516558418
412,164.64436,1.0370933,587748930307686620
413,164.63168000000002,0.9046284,587748930307686522
414,164.1294,0.558864,587748929770619013
415,164.13821000000002,0.5456876,587748929770618896
416,164.83127,0.7937833000000001,588848900979753118
417,164.84583999999998,0.7775274,588848900979753136
418,165.06445,0.42001915,587748929771012189
419,165.00438,1.1122511999999998,588848901516689605
420,165.00781,1.0959985,588848901516689534
421,165.63889,0.18729682,587722983344373861
422,165.77745,0.19428669,587748929234468886
423,165.6703,1.0618643,588848901517017242
424,166.08983999999998,0.1996974,587722983344570515
425,166.00378,0.18201841,587748929234534560
426,166.67168,-0.034206755,588848899906863212
427,168.39629,-0.21123838,587748928698712280
428,168.3615,-0.5338465,588848899370713125
429,168.13048,-0.68663114,587722982271746206
430,167.36221,-0.7244086,587748928161382579
431,167.24606,-0.7620394,587748928161317047
432,167.5547,-0.5734863,588848899370320136
433,167.66647,-0.305568,587722982808420387
434,167.10883,-1.0191938,588848898833318115
435,167.02945,-0.78922457,587722982271287386
436,166.64362,-0.85483134,588848898833056096
437,166.57378,-0.7617175,587748928161054891
438,166.80745,-0.51609176,588848899369992368
439,166.72322,0.25916239999999996,588848900443734062
440,167.07378,0.58915955,587748929771864150
441,167.09645,0.11320258,587748929234993376
442,167.47221000000002,0.96805257,587748930308931688
443,167.14664,0.21605909999999998,588848900443930826
444,167.2324,0.44480422,587748929771929742
445,167.28499,0.70729446,588848900980867086
446,167.17043,0.3917855,588848900443930723
447,167.49393,0.18128136,587748929235189872
448,167.79204,0.62517506,587722983882227818
449,167.7989,0.34150648,588848900444192945
450,167.65884,0.89113194,587722984419033112
451,167.70883,1.2089663999999998,587726031169454205
452,168.15944,0.13359706,587722983345488015
453,168.38002,0.50590354,587722983882489956
454,169.75803,-0.9791225,588848898834432217
455,170.23904,-0.09708918,588848899908370674
456,170.06174,-0.2699368,587722982809469029
457,170.0444,-0.27544492,587722982809469021
458,168.98102,-0.773836,587722982272139314
459,169.24767,-1.1413666999999998,587748927625363544
460,168.79144,-1.0862370000000001,587748927625166977
461,168.65974,-0.6104724,588848899370844313
462,168.45178,-0.7008956999999999,587748928161841333
463,168.49817,-0.76498127,587748928161906869
464,167.51747,-0.56651676,588848899370319937
465,168.15375,0.010947779,587722983345488007
466,168.41618,0.8209908000000001,588848900981325873
467,168.44142,0.6379383000000001,588848900981326013
468,168.49553999999998,0.6111816999999999,587722983882489993
469,168.86029,0.26984367,588848900444651726
470,168.84206,0.11539415,587722983345815678
471,168.95761000000002,-0.054606605,588848899907846298
472,169.07883,0.49453998,587748929772781771
473,169.2523,1.1563255,588848901518590080
474,169.14375,0.73518324,588848900981653716
475,169.73164,0.089849554,587748929236173008
476,169.5464,0.9327578000000001,587722984419885132
477,169.70647,0.6193076,587748929773043870
478,170.24895,0.53423584,587748929773240512
479,169.75803,-0.9791225,588848898834432217
480,170.23904,-0.09708918,588848899908370674
481,170.18835,-0.14822479,588848899908370605
482,170.06174,-0.2699368,587722982809469029
483,170.0444,-0.27544492,587722982809469021
484,168.98102,-0.773836,587722982272139314
485,169.24767,-1.1413666999999998,587748927625363544
486,169.30086,-0.18931778,588848899907977397
487,168.8615,-0.25540677,587722982808944792
488,168.79144,-1.0862370000000001,587748927625166977
489,168.65974,-0.6104724,588848899370844313
490,168.49817,-0.76498127,587748928161906869
491,168.45178,-0.7008956999999999,587748928161841333
492,167.51747,-0.56651676,588848899370319937
493,168.3276,0.03708242,587722983345553620
494,168.15375,0.010947779,587722983345488007
495,168.41618,0.8209908000000001,588848900981325873
496,168.49553999999998,0.6111816999999999,587722983882489993
497,168.44142,0.6379383000000001,588848900981326013
498,168.86029,0.26984367,588848900444651726
499,168.84206,0.11539415,587722983345815678
500,168.95747,0.9931114999999999,587722984419623048
501,169.03888,0.57352984,587722983882752106
502,168.95761000000002,-0.054606605,588848899907846298
503,169.07883,0.49453998,587748929772781771
504,169.2523,1.1563255,588848901518590080
505,169.14375,0.73518324,588848900981653716
506,169.73164,0.089849554,587748929236173008
507,169.5464,0.9327578000000001,587722984419885132
508,169.70647,0.6193076,587748929773043870
509,170.24895,0.53423584,587748929773240512
510,171.41862,-0.8607754000000001,588848898835153054
511,171.82327,0.19010767,587722983347126384
512,171.10541,-0.45878187,588848899371892980
513,170.86243000000002,-0.7135720999999999,587722982272925748
514,170.73438000000002,-0.85325325,588848898834890915
515,170.7216,-0.93118286,588848898834890778
516,171.0926,-0.2761691,587722982809927817
517,170.3728,-0.5888501,588848899371565240
518,170.63028,-0.017128795,588848899908567249
519,170.19255,-1.2568169,587722981735792728
520,170.31566999999998,-0.89298475,588848898834694300
521,170.26935,-0.8128472,587722982272663701
522,170.23778000000001,-0.084362835,588848899908370505
523,170.00024,-1.1199745,587722981735727109
524,170.11511000000002,-1.0809263999999998,587722981735727220
525,169.9056,-0.25639698,587722982809403566
526,169.83995,0.03593398,587722983346209028
527,169.72415,0.023063315,587748929236172998
528,169.73413,0.17614391,587748929236173014
529,170.05057,-0.26639655,587722982809469025
530,169.74005,-0.92381907,588848898834432207
531,169.38707,-0.18750165,588848899908042794
532,169.39836,0.24985604,588848900444913824
533,170.00922,1.1442478,588848901518917743
534,169.54148999999998,0.93394864,587722984419819629
535,170.10672,1.0668277,588848901518983256
536,170.60608,1.1894803,588848901519179899
537,170.64973,1.1163089,588848901519179967
538,170.70657,1.2148558,587726031170764928
539,170.6755,0.5917335,587722983883473066
540,171.07768000000002,0.6437257,588848900982505544
541,170.9011,0.32697207,588848900445569202
542,171.32465,0.35050055,588848900445765844
543,171.77902,0.44563746,587722983883931724
544,171.90303,0.39523917,588848900446027787
545,172.45673,-1.0787735,587722981736775767
546,172.21635,-0.32565343,587722982810386506
547,172.29164,-0.4043643,587748928700416171
548,172.44167,-0.68878454,587748928163610816
549,172.21254,-0.17216732,588848899909288087
550,172.24345,-0.05837887,588848899909288103
551,172.18459,-0.29184312,587722982810386479
552,172.12634,-0.12168081,588848899909222709
553,172.08748,0.11656904,587748929237221485
554,171.91225,-0.04561258,588848899909156881
555,171.79584,-0.65987307,587748928163348622
556,171.428,-0.3231158,587722982810058901
557,171.3441,-0.12091952,588848899908894917
558,171.2794,-1.0373762,588848898835087575
559,171.38799,-1.1175138,587748927626281100
560,170.8297,-0.9226131,588848898834890880
561,171.00986,-0.94941235,588848898835021979
562,170.61043999999998,0.42474076,587722983883473006
563,171.28687,0.99556977,587722984420606065
564,171.47195,0.8206707000000001,588848900982702200
565,171.03828000000001,0.7005534999999999,588848900982505499
566,171.06255,0.41889840000000006,588848900445634790
567,171.38153,0.43863803,587722983883800606
568,171.77402,0.4461894,587722983883931718
569,172.47255,1.2208948,587726031171485808
570,172.48326,1.003199,587748930311094452
571,173.22253,0.56798583,587722983884587125
572,175.0259,-0.90140915,588848898836725903
573,174.7213,-0.9425838,588848898836594851
574,174.63863,-1.1845063,587748927627722875
575,174.35284,-0.9638191999999999,588848898836463773
576,174.43874,-0.8018361999999999,587722982274498694
577,174.4135,-0.81511945,587748928164462793
578,174.70053000000001,-0.09380827,588848899910336703
579,174.076,-0.88958114,588848898836332775
580,174.07996,-0.94939166,588848898836332628
581,174.39143,-0.5155770000000001,588848899373334704
582,174.46873,-0.7989871000000001,587722982274498699
583,173.7048,-1.0633084,587748927627264173
584,174.06175,-0.69561756,587748928164331697
585,172.87695,-1.168685,587748927626936408
586,173.18929,-0.74104893,587722982273974290
587,172.8659,-0.097920634,588848899909550129
588,172.60915,-1.0328737,588848898835677434
589,172.71365,-1.1077492,587748927626870880
590,173.13841000000002,0.9980724,587748930311422107
591,172.75519,0.6270521,587722983884390492
592,173.8207,0.9047179,587748930311684256
593,173.70055,0.7760835,588848900983685258
594,173.54926,0.23059233,588848900446748675
595,173.79735,-0.030045757000000003,588848899909943504
596,174.87367,0.11655259,587722983348437031
597,175.0259,-0.90140915,588848898836725903
598,174.4135,-0.81511945,587748928164462793
599,174.63863,-1.1845063,587748927627722875
600,174.35284,-0.9638191999999999,588848898836463773
601,174.7213,-0.9425838,588848898836594851
602,174.43874,-0.8018361999999999,587722982274498694
603,174.70053000000001,-0.09380827,588848899910336703
604,174.07996,-0.94939166,588848898836332628
605,174.076,-0.88958114,588848898836332775
606,174.39143,-0.5155770000000001,588848899373334704
607,174.46873,-0.7989871000000001,587722982274498699
608,173.7048,-1.0633084,587748927627264173
609,174.06175,-0.69561756,587748928164331697
610,172.87695,-1.168685,587748927626936408
611,173.18929,-0.74104893,587722982273974290
612,172.8659,-0.097920634,588848899909550129
613,172.60915,-1.0328737,588848898835677434
614,172.71365,-1.1077492,587748927626870880
615,173.13841000000002,0.9980724,587748930311422107
616,172.75519,0.6270521,587722983884390492
617,173.8207,0.9047179,587748930311684256
618,173.70055,0.7760835,588848900983685258
619,173.54926,0.23059233,588848900446748675
620,173.55727,0.30947334,588848900446748684
621,173.79735,-0.030045757000000003,588848899909943504
622,174.87367,0.11655259,587722983348437031
623,176.74626,-1.094117,587748927628640380
624,176.6795,-0.6783651999999999,587722982275481643
625,176.25603999999998,-0.8084226999999999,587722982275285078
626,175.64528,-1.1105787,587748927628116222
627,175.34084,-0.45677683,588848899373793362
628,175.4361,-0.6880294,587748928164921383
629,175.37766000000002,-0.88570493,588848898836922488
630,175.31142,0.14290118,587748929238597818
631,175.65955,1.1226573,588848901521408119
632,175.72472,0.16186048,587748929238794394
633,175.99841,0.4279994000000001,587748929775796422
634,176.24823,0.33720985,588848900447928451
635,176.3596,0.004063787,587748929239056443
636,177.13588000000001,0.23089136,588848900448256147
637,178.9967,-1.0003166,588848898838495257
638,178.46783,-0.5292256999999999,588848899375104217
639,177.76357,-0.21049432,587722982812811443
640,177.74301,-0.367931,587722982812811410
641,177.9132,-0.6544576999999999,587748928166035569
642,177.35217,-1.0193478999999999,588848898837774461
643,177.6226,-0.77127445,587722982275874985
644,177.55191000000002,-0.46261325,588848899374710969
645,177.25793000000002,-1.1026067,587722981738872968
646,177.31535,-0.976928,588848898837774431
647,177.26656,1.0795108,588848901522063531
648,176.93473999999998,0.86510456,587722984423096413
