dr7objid,dr8objid,objid,expAB_r
587741602029633654,1237667323254538351,1237667323254538351,0.828214
587741602029633658,1237667323254538357,1237667323254538357,0.8268943
587741602029764747,1237667323254669461,1237667323254669461,0.978623
587741602029830231,1237667323254734925,1237667323254734925,0.2744581
587741602029895812,1237667323254800512,1237667323254800512,0.7209638
587741602030026777,1237667323254931478,1237667323254931478,0.6832736
587741602030026825,1237667323254931594,1237667323254931594,0.621959
587741602030289028,1237667323255193728,1237667323255193728,0.6747295
587741602030551111,1237667323255455810,1237667323255455810,0.780323
587741602031468735,1237667323256373440,1237667323256373440,0.5013432
587741602031534210,1237667323256438925,1237667323256438925,0.392067
587741602031861854,1237667323256766541,1237667323256766541,0.8285089
587741602031927399,1237667323256832106,1237667323256832106,0.3369466
587741602032058423,1237667323256963118,1237667323256963118,0.8807871
587741602032451730,1237667323257356410,1237667323257356410,0.2000009
587741602033369181,1237667323258273914,1237667323258273914,0.673838
587741602033565919,1237667323258470688,1237667323258470688,0.5117007
587741602033762359,1237667323258667048,1237667323258667048,0.1643764
587741602033827923,1237667323258732631,1237667323258732631,0.5999973
587741602033959004,1237667323258863722,1237667323258863722,0.8375015
587741602033959036,1237667323258863754,1237667323258863754,0.6049836
587741602034024453,1237667323258929155,1237667323258929155,0.5362525
587741602034024622,1237667323258929321,1237667323258929321,0.7254578
587741602034483321,1237667323259388027,1237667323259388027,0.5570037
587741602034679886,1237667323259584585,1237667323259584585,0.2429045
587741602034745379,1237667323259650079,1237667323259650079,0.4939955
587741602035007644,1237667323259912360,1237667323259912360,0.4922465
587741602035073151,1237667323259977877,1237667323259977877,0.218049
587741602035073175,1237667323259977901,1237667323259977901,0.4477057
587741602035138654,1237667323260043393,1237667323260043393,0.7510281
587741602035269697,1237667323260174385,1237667323260174385,0.7720194
587741602035466319,1237667323260371097,1237667323260371097,0.6920072
587741602035662967,1237667323260567649,1237667323260567649,0.7485623
587741602035663009,1237667323260567703,1237667323260567703,0.8606215
587741602035794045,1237667323260698733,1237667323260698733,0.5276229
587741602035859486,1237667323260764184,1237667323260764184,0.8637113
587741602035859537,1237667323260764250,1237667323260764250,0.726736
587741602035990720,1237667323260895450,1237667323260895450,0.3772137
587741602036252719,1237667323261157433,1237667323261157433,0.1349796
587741602037432466,1237667323262337170,1237667323262337170,0.295732
587741602037497881,1237667323262402632,1237667323262402632,0.7294019
587741602037891203,1237667323262795921,1237667323262795921,0.8554422
587741602037956617,1237667323262861325,1237667323262861325,0.8086609
587741602038612020,1237667323263516717,1237667323263516717,0.6598483
587741602038612021,1237667323263516718,1237667323263516718,0.3909091
587741602038677738,1237667323263582490,1237667323263582490,0.5564434
587741602039005241,1237667323263909951,1237667323263909951,0.4352336
587741602558509110,1237667323783413884,1237667323783413884,0.5851238
587741602558771317,1237667323783676039,1237667323783676039,0.2607672
587741602559033463,1237667323783938177,1237667323783938177,0.5827497
587741602559164573,1237667323784069258,1237667323784069258,0.3668984
587741602559426746,1237667323784331424,1237667323784331424,0.1743321
587741602559492166,1237667323784396862,1237667323784396862,0.5322502
587741602559492173,1237667323784396874,1237667323784396874,0.6593525
587741602559623308,1237667323784527982,1237667323784527982,0.1940213
587741602560213048,1237667323785117739,1237667323785117739,0.3875518
587741602560344242,1237667323785248949,1237667323785248949,0.6021442
587741602560999508,1237667323785904199,1237667323785904199,0.2026528
587741602561130625,1237667323786035308,1237667323786035308,0.7792137
587741602561917056,1237667323786821761,1237667323786821761,0.4885634
587741602562048014,1237667323786952724,1237667323786952724,0.5608473
587741602562113552,1237667323787018256,1237667323787018256,0.9387805
587741602562310264,1237667323787215085,1237667323787215085,0.4522926
587741602562834525,1237667323787739197,1237667323787739197,0.2671429
587741602562900081,1237667323787804783,1237667323787804783,0.2524317
587741602562965581,1237667323787870271,1237667323787870271,0.2097405
587741602562965640,1237667323787870312,1237667323787870312,0.8891844
587741602563031185,1237667323787935899,1237667323787935899,0.659594
587741602563096649,1237667323788001348,1237667323788001348,0.8705602
587741602563227684,1237667323788132384,1237667323788132384,0.6136212
587741602563227829,1237667323788132558,1237667323788132558,0.2270831
587741602563424380,1237667323788329065,1237667323788329065,0.650008
587741602563489974,1237667323788394675,1237667323788394675,0.5106775
587741602563555478,1237667323788460247,1237667323788460247,0.7796986
587741602563620978,1237667323788525705,1237667323788525705,0.6233102
587741602563686532,1237667323788591246,1237667323788591246,0.4881084
587741602563686555,1237667323788591336,1237667323788591336,0.6229756
587741602563817539,1237667323788722222,1237667323788722222,0.3621854
587741602563883051,1237667323788787820,1237667323788787820,0.6328362
587741602563948622,1237667323788853332,1237667323788853332,0.3782172
587741602563948681,1237667323788853371,1237667323788853371,0.7674852
587741602563948714,1237667323788853392,1237667323788853392,0.8096607
587741602564210743,1237667323789115572,1237667323789115572,0.1739524
587741602564276383,1237667323789181116,1237667323789181116,0.6457962
587741602564341952,1237667323789246679,1237667323789246679,0.2232722
587741602564407365,1237667323789312071,1237667323789312071,0.7598692
587741602565062819,1237667323789967527,1237667323789967527,0.3275109
587741602565128209,1237667323790032905,1237667323790032905,0.6796886
587741602565193799,1237667323790098488,1237667323790098488,0.3205853
587741602565193804,1237667323790098489,1237667323790098489,0.4334139
587741602565193751,1237667323790098516,1237667323790098516,0.2582902
587741602565390439,1237667323790295133,1237667323790295133,0.8603314
587741602565652579,1237667323790557270,1237667323790557270,0.8371177
587741602566045849,1237667323790950553,1237667323790950553,0.4126959
587741602566373513,1237667323791278204,1237667323791278204,0.677398
587741602566832222,1237667323791736948,1237667323791736948,0.5390634
587741602566897791,1237667323791802491,1237667323791802491,0.382401
587741602567422243,1237667323792327024,1237667323792327024,0.2124405
587741602567487524,1237667323792392226,1237667323792392226,0.7498848
587741602567553201,1237667323792457907,1237667323792457907,0.8544734
587741602568536142,1237667323793440848,1237667323793440848,0.7519218
587741602568667169,1237667323793571879,1237667323793571879,0.8608738
587741602568798322,1237667323793703050,1237667323793703050,0.4102529
587741602568863931,1237667323793768718,1237667323793768718,0.229485
587741602568994996,1237667323793899788,1237667323793899788,0.6550049
587741602569191536,1237667323794096244,1237667323794096244,0.5721833
587741602569191562,1237667323794096282,1237667323794096282,0.6661196
587741602569322614,1237667323794227330,1237667323794227330,0.6918049
587741602569322661,1237667323794227369,1237667323794227369,0.3583013
587741602570698874,1237667323795603561,1237667323795603561,0.2654975
587741602570764406,1237667323795669121,1237667323795669121,0.2292287
587741602570829874,1237667323795734580,1237667323795734580,0.9388542
587741602570829978,1237667323795734671,1237667323795734671,0.3075651
587741602570960970,1237667323795865663,1237667323795865663,0.1735482
587741602570961004,1237667323795865694,1237667323795865694,0.6072723
587741602571026445,1237667323795931144,1237667323795931144,0.8039769
587741602571026470,1237667323795931256,1237667323795931256,0.3000009
587741602571026542,1237667323795931268,1237667323795931268,0.4899449
587741602571092097,1237667323795996788,1237667323795996788,0.5781681
587741602571354286,1237667323796259011,1237667323796259011,0.6724882
587741602571616438,1237667323796521177,1237667323796521177,0.8227021
587741602572468265,1237667323797372960,1237667323797372960,0.6147444
587741602572533892,1237667323797438634,1237667323797438634,0.4348522
587741602572730518,1237667323797635307,1237667323797635307,0.8316203
587741602572927050,1237667323797831757,1237667323797831757,0.2295469
587741602573058113,1237667323797962850,1237667323797962850,0.4607325
587741602573320392,1237667323798225105,1237667323798225105,0.5469372
587741602573582420,1237667323798487189,1237667323798487189,0.4745785
587741602573975705,1237667323798880389,1237667323798880389,0.7367717
587741602574368925,1237667323799273610,1237667323799273610,0.2803996
587741602574893133,1237667323799797864,1237667323799797864,0.3481596
587741602575024286,1237667323799929044,1237667323799929044,0.73588
587741602575089829,1237667323799994544,1237667323799994544,0.3110286
587741602575155352,1237667323800060071,1237667323800060071,0.9618938
587741602575155376,1237667323800060094,1237667323800060094,0.2163088
587741602575417465,1237667323800322145,1237667323800322145,0.496755
587741602575417541,1237667323800322226,1237667323800322226,0.1822154
587741602575548478,1237667323800453196,1237667323800453196,0.2267617
587741602576072727,1237667323800977495,1237667323800977495,0.6129305
587741602576203823,1237667323801108531,1237667323801108531,0.9336777
587741602576466088,1237667323801370769,1237667323801370769,0.1448436
587741603094790283,1237667324319694895,1237667324319694895,0.3757098
587741603095248939,1237667324320153654,1237667324320153654,0.5081915
587741603095511157,1237667324320415876,1237667324320415876,0.3109345
587741603095576714,1237667324320481432,1237667324320481432,0.2276723
587741603095576722,1237667324320481441,1237667324320481441,0.7606831
587741603095642263,1237667324320547024,1237667324320547024,0.3195035
587741603095707703,1237667324320612403,1237667324320612403,0.3867181
587741603095707776,1237667324320612464,1237667324320612464,0.6557946
587741603095773274,1237667324320678060,1237667324320678060,0.7059257
587741603095773318,1237667324320678092,1237667324320678092,0.7673716
587741603095969879,1237667324320874568,1237667324320874568,0.789599
587741603096494237,1237667324321398938,1237667324321398938,0.4755142
587741603096821765,1237667324321726469,1237667324321726469,0.6268688
587741603097542692,1237667324322447444,1237667324322447444,0.5269551
587741603097870440,1237667324322775155,1237667324322775155,0.6503932
587741603098591383,1237667324323496073,1237667324323496073,0.6542241
587741603098722425,1237667324323627119,1237667324323627119,0.8413689
587741603099115621,1237667324324020309,1237667324324020309,0.9430184
587741603099246741,1237667324324151433,1237667324324151433,0.587626
587741603099246797,1237667324324151525,1237667324324151525,0.831084
587741603099770951,1237667324324675636,1237667324324675636,0.4729425
587741603099770947,1237667324324675650,1237667324324675650,0.2623686
587741603099771003,1237667324324675709,1237667324324675709,0.2381963
587741603100164157,1237667324325068878,1237667324325068878,0.6739607
587741603100622899,1237667324325527600,1237667324325527600,0.8634316
587741603100819482,1237667324325724203,1237667324325724203,0.4526387
587741603100819626,1237667324325724337,1237667324325724337,0.4649023
587741603100885053,1237667324325789764,1237667324325789764,0.703681
587741603100950625,1237667324325855333,1237667324325855333,0.4970504
587741603101081679,1237667324325986370,1237667324325986370,0.4337747
587741603101212882,1237667324326117592,1237667324326117592,0.5818935
587741603101474843,1237667324326379591,1237667324326379591,0.5424975
587741603101540451,1237667324326445156,1237667324326445156,0.6336785
587741603101737070,1237667324326641785,1237667324326641785,0.7633915
587741603101802605,1237667324326707314,1237667324326707314,0.47476
587741603102064742,1237667324326969438,1237667324326969438,0.3485155
587741603102392417,1237667324327297108,1237667324327297108,0.8963921
587741603102523496,1237667324327428179,1237667324327428179,0.3323541
587741603102982187,1237667324327886891,1237667324327886891,0.1499719
587741603102982225,1237667324327887023,1237667324327887023,0.493795
587741603103309911,1237667324328214603,1237667324328214603,0.8544407
587741603103506552,1237667324328411265,1237667324328411265,0.4839475
587741603103572128,1237667324328476884,1237667324328476884,0.4071575
587741603103965386,1237667324328870089,1237667324328870089,0.2090783
587741603104030823,1237667324328935515,1237667324328935515,0.4922935
587741603104620635,1237667324329525314,1237667324329525314,0.1860181
587741603097804938,1237667324322709679,1237667324322709679,0.3500037
587741602572926978,1237667323797831683,1237667323797831683,0.6419315
587741602572861450,1237667323797766231,1237667323797766231,0.3307442
587741603096887299,1237667324321792003,1237667324321792003,0.05
587741603095183446,1237667324320088128,1237667324320088128,0.5139112
587741602573254708,1237667323798159456,1237667323798159456,0.7807437
587741603105013863,1237667324329918570,1237667324329918570,0.690279
587741603105210441,1237667324330115207,1237667324330115207,0.7914816
587741603105472660,1237667324330377354,1237667324330377354,0.353443
587741603105669292,1237667324330574001,1237667324330574001,0.6606653
587741603106127927,1237667324331032619,1237667324331032619,0.7258527
587741603106127947,1237667324331032635,1237667324331032635,0.6387057
587741603106127915,1237667324331032709,1237667324331032709,0.3750943
587741603106455671,1237667324331360386,1237667324331360386,0.4143698
587741603107504251,1237667324332408960,1237667324332408960,0.8273113
587741603107700745,1237667324332605449,1237667324332605449,0.5340469
587741603108683880,1237667324333588595,1237667324333588595,0.7901799
587741603108683887,1237667324333588599,1237667324333588599,0.6181685
587741603109142532,1237667324334047236,1237667324334047236,0.4201683
587741603109339267,1237667324334243951,1237667324334243951,0.3992073
587741603109404712,1237667324334309417,1237667324334309417,0.328974
587741603109535757,1237667324334440540,1237667324334440540,0.9032685
587741603109535875,1237667324334440561,1237667324334440561,0.3125921
587741603109535924,1237667324334440670,1237667324334440670,0.7753714
587741603109601323,1237667324334506010,1237667324334506010,0.821451
587741603109732497,1237667324334637239,1237667324334637239,0.4093854
587741603109863548,1237667324334768238,1237667324334768238,0.762066
587741603110322371,1237667324335227068,1237667324335227068,0.4415167
587741603110387856,1237667324335292539,1237667324335292539,0.9665816
587741603110977658,1237667324335882318,1237667324335882318,0.8202257
587741603111108661,1237667324336013364,1237667324336013364,0.3356666
587741603111567427,1237667324336472157,1237667324336472157,0.5389568
587741603111895199,1237667324336799898,1237667324336799898,0.449537
587741603112353937,1237667324337258637,1237667324337258637,0.4376436
587741603113074781,1237667324337979477,1237667324337979477,0.9395487
587741603113205881,1237667324338110578,1237667324338110578,0.2605816
587741707793399929,1237667429018304617,1237667429018304617,0.9652844
587741707793399838,1237667429018304625,1237667429018304625,0.6583027
587741707793531120,1237667429018435809,1237667429018435809,0.3348094
587741707794448510,1237667429019353211,1237667429019353211,0.1977359
587741707794448516,1237667429019353275,1237667429019353275,0.8997847
587741707794514060,1237667429019418745,1237667429019418745,0.3577725
587741707794645234,1237667429019549911,1237667429019549911,0.6722903
587741707794907432,1237667429019812192,1237667429019812192,0.9264922
587741707795431496,1237667429020336326,1237667429020336326,0.3904764
587741707795431497,1237667429020336327,1237667429020336327,0.4184461
587741707795759315,1237667429020663977,1237667429020663977,0.3418897
587741707795824842,1237667429020729529,1237667429020729529,0.2761083
587741707796742239,1237667429021647013,1237667429021647013,0.6164614
587741707797004417,1237667429021909099,1237667429021909099,0.8686303
587741707798839318,1237667429023744027,1237667429023744027,0.3421506
587741707799953494,1237667429024858193,1237667429024858193,0.8580958
587741707800019176,1237667429024923879,1237667429024923879,0.2000006
587741707800215658,1237667429025120350,1237667429025120350,0.3861567
587741707800674382,1237667429025579112,1237667429025579112,0.6232801
587741707800936515,1237667429025841215,1237667429025841215,0.3267899
587741707801329821,1237667429026234530,1237667429026234530,0.8388381
587741707802050767,1237667429026955404,1237667429026955404,0.3159224
587741707802050761,1237667429026955516,1237667429026955516,0.2358098
587741707802247307,1237667429027152022,1237667429027152022,0.4616938
587741707802968096,1237667429027872777,1237667429027872777,0.7490723
587741707803230216,1237667429028135011,1237667429028135011,0.8432971
587741707803230325,1237667429028135017,1237667429028135017,0.3568396
587741707803557921,1237667429028462726,1237667429028462726,0.7126335
587741707803689110,1237667429028593788,1237667429028593788,0.4843088
587741707803754699,1237667429028659455,1237667429028659455,0.4188773
587741707803754711,1237667429028659461,1237667429028659461,0.6998401
587741707803885693,1237667429028790379,1237667429028790379,0.334688
587741707804082317,1237667429028987033,1237667429028987033,0.3814144
587741707804147895,1237667429029052606,1237667429029052606,0.6858532
587741707804868730,1237667429029773414,1237667429029773414,0.2784051
587741707805065341,1237667429029970036,1237667429029970036,0.2604771
587741707806113842,1237667429031018537,1237667429031018537,0.6435583
587741707806376003,1237667429031280699,1237667429031280699,0.2768385
587741707806441533,1237667429031346219,1237667429031346219,0.9670405
587741707806441562,1237667429031346245,1237667429031346245,0.8117577
587741707806441595,1237667429031346278,1237667429031346278,0.4736283
587741707806507127,1237667429031411834,1237667429031411834,0.965063
587741707806638201,1237667429031542809,1237667429031542809,0.8521252
587741707806703712,1237667429031608411,1237667429031608411,0.8065443
587741707806703655,1237667429031608414,1237667429031608414,0.5166588
587741707807031445,1237667429031936120,1237667429031936120,0.332294
587741707807227912,1237667429032132616,1237667429032132616,0.6203771
587741707807555727,1237667429032460452,1237667429032460452,0.8161116
587741707808079977,1237667429032984707,1237667429032984707,0.2636039
587741707808211038,1237667429033115729,1237667429033115729,0.4809068
587741707808211040,1237667429033115730,1237667429033115730,0.749109
587741707808276542,1237667429033181241,1237667429033181241,0.1942635
587741707808276580,1237667429033181276,1237667429033181276,0.5051845
587741707808342034,1237667429033246849,1237667429033246849,0.4800889
587741707808538716,1237667429033443480,1237667429033443480,0.4328431
587741707808604261,1237667429033508953,1237667429033508953,0.3227372
587741707808604218,1237667429033508967,1237667429033508967,0.625456
587741707808800907,1237667429033705685,1237667429033705685,0.8748279
587741707809259622,1237667429034164323,1237667429034164323,0.2348766
587741707809456200,1237667429034360900,1237667429034360900,0.9933308
587741707809456272,1237667429034360902,1237667429034360902,0.4729968
587741707809456248,1237667429034360999,1237667429034360999,0.5161706
587741707809521823,1237667429034426523,1237667429034426523,0.694069
587741707809587306,1237667429034492002,1237667429034492002,0.6696444
587741707809718375,1237667429034623105,1237667429034623105,0.3878329
587741707810832552,1237667429035737252,1237667429035737252,0.347167
587741707811094606,1237667429035999302,1237667429035999302,0.8452886
587741707811291206,1237667429036195902,1237667429036195902,0.7114947
587741707811356840,1237667429036261512,1237667429036261512,0.5656172
587741707811618983,1237667429036523712,1237667429036523712,0.6660496
587741707811749962,1237667429036654653,1237667429036654653,0.8675761
587741707811815467,1237667429036720166,1237667429036720166,0.7740836
587741707811815550,1237667429036720249,1237667429036720249,0.3042879
587741707812012126,1237667429036916874,1237667429036916874,0.9112071
587741708322275994,1237667429547180716,1237667429547180716,0.8515685
587741708325290227,1237667429550194906,1237667429550194906,0.521354
587741708325355959,1237667429550260640,1237667429550260640,0.1378715
587741708325880064,1237667429550784734,1237667429550784734,0.8726767
587741708325880113,1237667429550784768,1237667429550784768,0.8767249
587741708326076464,1237667429550981158,1237667429550981158,0.7142391
587741708326076837,1237667429550981507,1237667429550981507,0.7333925
587741708326207603,1237667429551112514,1237667429551112514,0.9694558
587741708326469861,1237667429551374563,1237667429551374563,0.925694
587741708326469930,1237667429551374631,1237667429551374631,0.8885076
587741708326535442,1237667429551440106,1237667429551440106,0.423342
587741708326732166,1237667429551636884,1237667429551636884,0.2788036
587741708328173832,1237667429553078552,1237667429553078552,0.2326691
587741708328435967,1237667429553340672,1237667429553340672,0.6908242
587741708328501452,1237667429553406148,1237667429553406148,0.2635957
587741708329812124,1237667429554716846,1237667429554716846,0.3924513
587741708329877714,1237667429554782377,1237667429554782377,0.8174286
587741708331385031,1237667429556289744,1237667429556289744,0.49643
587741708331647067,1237667429556551747,1237667429556551747,0.6060719
587741708331647180,1237667429556551874,1237667429556551874,0.3431758
587741708331909290,1237667429556813978,1237667429556813978,0.7764741
587741708332236998,1237667429557141681,1237667429557141681,0.3620084
587741708333613165,1237667429558517854,1237667429558517854,0.2210136
587741708333809798,1237667429558714506,1237667429558714506,0.7656368
587741708333941002,1237667429558845687,1237667429558845687,0.5019429
587741708334334123,1237667429559238815,1237667429559238815,0.2000003
587741708334399644,1237667429559304321,1237667429559304321,0.6294433
587741708334465101,1237667429559369860,1237667429559369860,0.8730401
587741708335513825,1237667429560418605,1237667429560418605,0.6255491
587741708336169108,1237667429561073811,1237667429561073811,0.2385877
587741708336627931,1237667429561532639,1237667429561532639,0.6222542
587741708337020985,1237667429561925676,1237667429561925676,0.5753543
587741708337021030,1237667429561925707,1237667429561925707,0.5290017
587741708337021139,1237667429561925836,1237667429561925836,0.6293482
587741708337152149,1237667429562056847,1237667429562056847,0.6673382
587741708338069664,1237667429562974347,1237667429562974347,0.6791787
587741708338135178,1237667429563039849,1237667429563039849,0.6100498
587741708338135263,1237667429563039909,1237667429563039909,0.1839643
587741708338135143,1237667429563039932,1237667429563039932,0.8124
587741708338593933,1237667429563498622,1237667429563498622,0.687989
587741708338790402,1237667429563695152,1237667429563695152,0.4443388
587741708338790469,1237667429563695161,1237667429563695161,0.2232013
587741708338790575,1237667429563695286,1237667429563695286,0.1999688
587741708339839134,1237667429564743841,1237667429564743841,0.6196257
587741708339904702,1237667429564809377,1237667429564809377,0.1988339
587741708340101240,1237667429565005933,1237667429565005933,0.1999364
587741708340625495,1237667429565530179,1237667429565530179,0.4262311
587741708341149870,1237667429566054570,1237667429566054570,0.7930434
587741708342067405,1237667429566972102,1237667429566972102,0.4095033
587741708342657243,1237667429567561891,1237667429567561891,0.3893288
587741708342984802,1237667429567889599,1237667429567889599,0.7129402
587741708343181448,1237667429568086121,1237667429568086121,0.2138182
587741708343246975,1237667429568151668,1237667429568151668,0.3263465
587741708343312503,1237667429568217191,1237667429568217191,0.8934821
587741708343312554,1237667429568217248,1237667429568217248,0.5620831
587741708343378008,1237667429568282702,1237667429568282702,0.9230136
587741708343378023,1237667429568282856,1237667429568282856,0.6521638
587741708343509130,1237667429568413824,1237667429568413824,0.4353901
587741708343574635,1237667429568479324,1237667429568479324,0.7924221
587741708343705700,1237667429568610401,1237667429568610401,0.8498958
587741708343902277,1237667429568807037,1237667429568807037,0.4329
587741708343967801,1237667429568872493,1237667429568872493,0.6876547
587741708344033430,1237667429568938132,1237667429568938132,0.2000005
587741708344098938,1237667429569003616,1237667429569003616,0.6188857
587741708344623200,1237667429569527899,1237667429569527899,0.2565551
587741708345802882,1237667429570707587,1237667429570707587,0.6908149
587741708346196040,1237667429571100775,1237667429571100775,0.3998107
587741708346982500,1237667429571887169,1237667429571887169,0.4740703
587741708346982502,1237667429571887171,1237667429571887171,0.1936686
587741708347113488,1237667429572018189,1237667429572018189,0.8835868
587741708347179065,1237667429572083762,1237667429572083762,0.4085456
587741708347506908,1237667429572411640,1237667429572411640,0.5998891
587741708347703513,1237667429572608201,1237667429572608201,0.845046
587741708348096547,1237667429573001253,1237667429573001253,0.5571669
587741708348227671,1237667429573132361,1237667429573132361,0.3881831
587741708348555428,1237667429573460122,1237667429573460122,0.2096764
587741708348620909,1237667429573525584,1237667429573525584,0.7748996
587741708348686464,1237667429573591166,1237667429573591166,0.4554996
587741708348686542,1237667429573591242,1237667429573591242,0.6679754
587741708348752020,1237667429573656718,1237667429573656718,0.2551642
587741708348752015,1237667429573656884,1237667429573656884,0.784071
587741708348817468,1237667429573722272,1237667429573722272,0.6855441
587741708348817565,1237667429573722280,1237667429573722280,0.8071279
587741708343115928,1237667429568020621,1237667429568020621,0.1829896
587741708343115928,1237667429568020621,1237667429568020621,0.1829896
587741708342001961,1237667429566906605,1237667429566906605,0.4713598
587741708338200813,1237667429563105579,1237667429563105579,0.6922677
587741708338200813,1237667429563105579,1237667429563105579,0.6922677
587741708341149881,1237667429566054591,1237667429566054591,0.552126
587741708341149881,1237667429566054591,1237667429566054591,0.552126
587741708348883057,1237667429573787888,1237667429573787888,0.7839023
587741708349145238,1237667429574049904,1237667429574049904,0.4401819
587741708859343266,1237667430084248014,1237667430084248014,0.9293786
587741708859343323,1237667430084248082,1237667430084248082,0.343595
587741708859474332,1237667430084378931,1237667430084378931,0.8109074
587741708859540146,1237667430084444826,1237667430084444826,0.2823058
587741708860850667,1237667430085755423,1237667430085755423,0.7301369
587741708861309373,1237667430086214059,1237667430086214059,0.3499997
587741708861571374,1237667430086476030,1237667430086476030,0.2939134
587741708862816547,1237667430087721228,1237667430087721228,0.2837567
587741708862947620,1237667430087852287,1237667430087852287,0.2538446
587741708862947630,1237667430087852301,1237667430087852301,0.4499856
587741708863013004,1237667430087917751,1237667430087917751,0.2624834
587741708863537280,1237667430088442005,1237667430088442005,0.9464388
587741708864061648,1237667430088966339,1237667430088966339,0.2557619
587741708865700169,1237667430090604822,1237667430090604822,0.3287725
587741708865896587,1237667430090801469,1237667430090801469,0.5761721
587741708866945243,1237667430091849920,1237667430091849920,0.9420763
587741708866945267,1237667430091849944,1237667430091849944,0.6226366
587741708867207390,1237667430092112063,1237667430092112063,0.8240756
587741708867665992,1237667430092570789,1237667430092570789,0.4327501
587741708868059295,1237667430092963984,1237667430092963984,0.3630075
587741708868255797,1237667430093160492,1237667430093160492,0.3150046
