,Unnamed: 0,Unnamed: 0.1,Z,Z err,H alpha flux,H alpha flux error,H beta flux,H beta flux error,BDec,BDec Err,objid,expAB_r,RA,DEC,StarMass,StarMass P16,StarMass P84,SFR,SFR P16,SFR P84,SFR err,SFR FLAG,SFR ENTROPY,GALAXY CLASS,12+LOG OH,12+LOG OH P16,12+LOG OH P84,12+LOG OH err,EB-V,NUMID,Inclination
872,1554,16384,0.046502154,5.5970910000000006e-06,460.15955,5.6672816,148.26796000000004,3.297512,0.4918611,0.003557486507215453,587722982820282434,0.23934139999999998,194.80359,-0.25658464,9.264245,9.191939,9.3733015,-0.38438007,-0.51937014,-0.19742976,-0.35839996,0.0,-3.7994366022345054,1,8.829264,8.805922500000003,8.854575,8.830249,0.024953546,1554,76.15232747116492
873,1555,16387,0.04702058,5.445682e-06,1750.756,15.295809,489.06137,7.1463633,0.5538623,0.0020654290078096697,587722982283411487,0.4859920999999999,194.7233,-0.7223486,9.558466,9.48531,9.681322,0.22041383,0.08535261,0.53375006,0.30955133,0.0,-4.052542474795175,1,8.868708,8.860907000000003,8.876509,8.868708,0.02078777,1555,60.922507433240696
874,1556,16399,0.059014317,7.875216000000001e-06,502.2556,5.464468,148.13698,3.222944,0.53026134,0.003115874977318187,587722982820085837,0.9325106,194.34132,-0.26216245,9.779234,9.712481,9.867414,0.097701065,-0.060171675,0.2875001,0.11366422,0.0,-3.884981059687214,1,9.085544,9.010455,9.0954,9.052927,0.023540435,1556,21.170383874350392
875,1557,16400,0.022556836,1.7950615e-05,285.1631,5.7432,87.69323,3.7742922,0.5121272,0.0063463327154577856,588848899382116458,0.7654761999999999,194.35358,-0.6224531,10.129012,10.04246,10.228239,-0.25483268,-0.56517833,0.14829937,-0.20843948,0.0,-4.873750520876552,1,8.600061,8.525163000000001,8.698035,8.611599,0.03311038,1557,40.05062450429059
876,1558,16408,0.046976842000000005,1.001697e-05,89.96928,2.3067362,26.841390000000004,1.8193327,0.52528924,0.00938947691163245,588848899382116464,0.6151249,194.35625,-0.57320404,9.227154,9.175483,9.301588,-0.18903892,-0.43956032,0.11730762,-0.16112635,0.0,-4.6274035848312955,1,8.737108000000001,8.680469500000001,8.815406,8.747938000000001,0.03310992,1558,52.03900369432853
877,1559,16421,0.023066327,8.563261e-06,1097.3085,10.611856,183.97061,4.107667,0.7755803000000001,0.001771682261755903,587722982283214886,0.4180816,194.31313,-0.6576154000000001,10.233874,10.144657,10.33732,0.29993507,0.1716906,0.43772957,0.3047101,0.0,-3.513325258537624,1,9.050289,9.043276,9.057302,9.050289,0.03138937,1559,65.2864700024092
878,1560,16436,0.046711303,6.1984591999999986e-06,1033.4873,9.494128,357.3483,5.0513105000000005,0.46121344,0.002531552070510729,587722982283214901,0.918916,194.32843,-0.773971,9.023783,8.949274,9.096796,0.077909514,-0.08630938,0.3982955,0.15599306,0.0,-4.122757334428462,1,8.552909,8.536132,8.571928,8.554029,0.018613102,1560,23.231880492302338
879,1561,16443,0.047721885,9.6855265e-06,97.14409,2.457424,30.179445,1.902864,0.50770515,0.009166118686781568,587722982283018474,0.8175376999999999,193.93808,-0.6435751999999999,9.398689,9.334674,9.482018,-0.3345107,-0.6009345,-0.057659347,-0.32929692,0.0,-4.5940362129167776,1,8.792748,8.719407,8.838369,8.778889,0.021870855,1561,35.160937720674816
880,1562,16449,0.048842687,8.627516e-06,456.5683,5.7702627,99.53203,3.7512527,0.6615429,0.003763525090573991,588848898845048983,0.9183530999999999,193.9972,-1.0038722,9.931381,9.84033,10.024355,0.07339599,-0.07146647,0.24452056,0.08652705,0.0,-3.7602601888660283,1,9.091626,9.082993,9.120048,9.101521,0.022480741,1562,23.313508344170202
882,1566,16459,0.022651497000000003,1.0733445e-05,197.15872,2.9957085,58.66885,2.4265385,0.52640843,0.005694373107684226,588848898845048921,0.7791021,193.90373,-0.88374496,9.476239,9.413144,9.56575,-0.2658891,-0.51976275,0.012295093,-0.25373384,0.0,-4.5146087557691965,1,9.032167,9.008118,9.083594,9.045856,0.018998392,1566,38.82156211504907
883,1567,16461,0.046850204000000006,7.674474e-06,1192.9264,10.495606,403.5567,6.252039,0.47070906,0.002617538683666329,588848898845048837,0.43410770000000004,193.93388,-0.9839271,9.178407,9.061501,9.334349,0.4025863,0.08791537599999999,0.7878642,0.43788978,0.0,-4.606024113632231,1,8.656148,8.643624,8.672452,8.658038000000001,0.023212232000000003,1567,64.27147097268367
887,1575,16591,0.047751237,5.848542e-06,311.75266,4.5145464,90.87904,3.0980713,0.5353464,0.0046890952991006036,587722984430960834,0.5107010999999999,194.9,0.87739354,9.373251,9.3155575,9.450662,-0.11129381,-0.32242504,0.14245693,-0.08998405,0.0,-4.323553661069698,1,8.657413,8.612333999999999,8.698325,8.655330000000001,0.024944548,1575,59.28945904843321
888,1576,16623,0.022262864,1.1949115e-05,511.76996,6.717018,110.07552,3.2745745,0.667384,0.0030372911578288,587722983894155384,0.8309440999999999,195.0197,0.4529886,9.834297,9.747341,9.933394,-0.3699,-0.53892595,-0.15134111,-0.34513354,0.0,-4.0524434261373345,1,9.064762,9.04801,9.077942,9.062976,0.02689169,1576,33.80415761625158
891,1586,16791,0.018076044,1.2493487e-05,544.0039,6.7358594,153.71434,4.122762000000002,0.54888767,0.003625127628601764,588848898846359573,0.6047227,196.91122,-0.9424487,10.027018,9.953043,10.118944,-0.055374734,-0.31923056,0.21623728,-0.05149664,0.0,-4.495733454021879,1,9.090861,9.082406,9.099317,9.090861,0.02127334,1586,52.791109782987384
892,1587,16823,0.018654566,1.5006584e-05,260.95242,4.5019736,64.21739000000001,3.3618395,0.60890865,0.0058909810585795926,587722981747392587,0.39218909999999996,196.77353,-1.1768512,9.926203,9.838967,10.018014,-0.21338014,-0.42629865,0.04855983,-0.18886942,0.0,-4.291422245424935,1,9.061216,9.006699000000003,9.07938,9.043039,0.021415925,1587,66.90921965372021
893,1588,16847,0.027975801,8.08034e-06,234.84401,3.5143511,72.726135,2.9545557,0.509089,0.005822717189955037,588848899920232615,0.6922206,197.29018,-0.1990364,9.255889,9.1622095,9.354115,-0.74279886,-0.95947695,-0.44623277,-0.7028549,0.0,-4.445472275261103,1,8.659683,8.604896,8.708912,8.656903999999999,0.023149306,1588,46.193853334543654
894,1589,16852,0.01826324,1.1387521e-05,62.33499000000001,1.9237021,20.1788,1.8750671000000003,0.48983654,0.013765407489566409,588848899383230576,0.5217522,196.93436,-0.573738,9.03758,8.960248,9.134105,-1.005836,-1.3289634,-0.6747312,-1.0018473,0.0,-4.916929037380128,1,8.437522999999999,8.301036999999999,8.553787,8.427412,0.022436952000000003,1589,58.550140835477
895,1590,16891,0.02271997,4.0313203e-06,1263.8314,11.515386,370.5816,5.86226,0.53280526,0.0023247284341401395,588848898846097456,0.7084016,196.34512,-0.9270838,9.260548,9.183879,9.383362,-0.32240364,-0.4830663,-0.08128065599999999,-0.28217348,0.0,-4.083544723545135,1,8.733908999999999,8.722578,8.750407000000001,8.736492,0.021999933,1590,44.894986519872305
896,1591,16908,0.031009492000000007,6.172804e-06,1112.448,9.500234,313.49106,4.7779818,0.55005455,0.0021381573588264203,588848899383033857,0.4120308,196.47096,-0.4577031,9.095192,9.012911,9.209736,-0.51813775,-0.6261574000000001,-0.363344,-0.4947507,0.0,-3.483569201875665,1,8.991636,8.983723,8.99955,8.991636,0.021650942000000003,1591,65.66752952190359
898,1595,16955,0.04109016,6.5518952e-06,536.3747599999998,6.4710383,132.7908,3.3210328,0.6063003,0.002985507980758831,588848899382575217,0.8847185,195.42343,-0.5320449,9.96413,9.889367,10.060552,0.13115387,-0.040527347000000005,0.35576028,0.15761647,0.0,-4.048354256304148,1,8.809873,8.797967,8.822036,8.810001,0.027156994,1595,27.78310029950781
899,1596,16966,0.003921918,8.764955e-06,2020.1154,17.9314,580.1887,8.424739,0.5418069000000001,0.0021227929598165445,588848899919315040,0.1999839,195.24222,-0.024965815,9.131295,9.033607,9.245303,-1.5675437,-2.1735294,-1.1034285,-1.638479,0.0,-5.1606158674834814,1,9.03136,9.023635,9.039085,9.031361,0.025912616,1596,78.4639824494931
901,1600,17031,0.046704717,8.101924e-06,95.4475,2.5790646,34.90209,2.0343678,0.43691316,0.01020280799095974,588848901530386547,0.7042363,196.22948,1.1164725,9.335673,9.272732,9.418256,-0.3544585,-0.690705,-0.049180083,-0.36994255,0.0,-4.8701982199098905,1,8.745936,8.690858,8.819038,8.754947999999999,0.023972554,1600,45.23212113623984
903,1606,17178,0.04104793,6.880217000000001e-06,173.7815,3.795171,50.379173,2.6948564,0.5377525,0.007274321815498373,587722983358464172,0.7865502,197.72295,0.10078788,9.064619,9.008122,9.143249,-0.41894484,-0.6496541,-0.14112914,-0.3953916,0.0,-4.497839357138028,1,8.573317999999999,8.439855999999999,8.622518,8.531187,0.05039019,1606,38.13571901558466
905,1610,17195,0.058110967,6.514608e-06,239.56244,4.0499763,60.256752,3.019028,0.599413,0.005776259493859042,587722984432140394,0.9414104,197.59846,1.0006329,9.378133,9.298734,9.4982195,-0.0822543,-0.2657894,0.23040548,-0.017691955,0.0,-4.347154447533644,1,8.574024,8.361704,8.628625,8.495165,0.035773296,1610,19.710220214168068
907,1613,17236,0.048774768,6.346473599999998e-06,688.0753,5.6599879999999985,176.29283,3.7144299,0.59140134,0.002516784450614755,588848899921215581,0.1999475,199.55595,-0.148196,9.576278,9.526863,9.650992,0.23045863,0.047910627,0.4658976,0.2569041,0.0,-4.148542842434901,1,8.848071000000003,8.83968,8.856183,8.847930999999997,0.03221619,1613,78.46611100655166
911,1622,17367,0.039857242,7.246056599999998e-06,107.46931,1.9815996,34.848263,1.837899,0.48910332,0.007867969250747592,588848899920625833,0.343501,198.16142,-0.15592629,9.043194,8.992277,9.111495,-0.29424435,-0.52992547,-0.013131271000000002,-0.27152836,0.0,-4.5252194251713345,1,8.530799,8.290451,8.619684,8.455067999999999,0.03141507,1622,69.90968193435842
912,1623,17374,0.040864844,8.788089e-06,120.11021399999998,2.433048,36.17617,2.0182605,0.5211573,0.007763779739763119,587722981747982465,0.5253720000000001,198.052,-1.0951523,9.501503,9.436032,9.594035,-0.19324309,-0.4695651,0.1041915,-0.1826868,0.0,-4.6405296296278165,1,8.809082,8.746903,8.852751,8.799828,0.03247066,1623,58.306710513438716
913,1624,17394,0.040451698,1.0628519e-05,141.93277,2.9310048,37.533424,2.4164236,0.5776645,0.007764975136898983,587722982821724281,0.6245654,198.03644,-0.23905374,9.771365,9.707254,9.854302,-0.08217932,-0.3353514,0.17723595,-0.07905773,0.0,-4.492868190914236,1,8.883192,8.844746,8.9467125,8.895729,0.03653513,1624,51.34970392564794
914,1625,17402,0.040624436,7.1716380000000016e-06,523.2294,5.161302,148.0342,3.1973443,0.54833007,0.0029175605106067843,587722982821724200,0.7738257,198.07127,-0.29495415,9.368829,9.299582,9.471328,-0.29443437,-0.43658078,-0.097284995,-0.26693287,0.0,-3.829603862618433,1,8.830072999999997,8.820673,8.839473,8.830072,0.032952346,1625,39.30131253483162
916,1629,17510,0.046611454,7.3395213e-06,134.56233,2.542524,45.73386,2.1044085,0.46868566,0.007342209642725888,587722984432271566,0.7210045,197.9444,0.9901833,9.337885,9.267196,9.426577,-0.5149497000000001,-0.7506636999999999,-0.22275274,-0.48670822,0.0,-4.5326893864652416,1,8.788711,8.736708,8.831872,8.784289999999999,0.035451338,1629,43.86252379318062
918,1633,17565,0.04045619,5.544794000000002e-06,732.4119,5.930374,219.5636,3.4720294000000003,0.5231951,0.0023129900129039136,588848900457431228,0.6206675,198.08875,0.30792388,9.105465,9.031108,9.208219,-0.054277804000000006,-0.2574935,0.37450975,0.058508128,0.0,-4.4626060027846455,1,8.457386999999999,8.310713,8.498615,8.404664,0.03079566,1633,51.63510473953241
919,1634,17587,0.053108487,9.846895e-06,68.88051,1.7947136,15.946414,1.5559747,0.6354333000000001,0.010154230163964502,588848899920756900,0.5647087,198.41579,-0.028764583,9.479985,9.394576,9.579685,-0.49580246,-0.74959016,-0.22791258,-0.48875135,0.0,-4.515177856868959,1,8.645816,8.562028999999999,8.7108555,8.636442,0.029314438,1634,55.617934636300355
920,1635,17589,0.03596194,7.411107599999999e-06,216.36452000000003,2.6796522,59.168625,2.1228597,0.56309456,0.004507808123643585,588848900457562334,0.4518819000000001,198.31114,0.2738874,9.223002,9.160384,9.310858,-0.4799533,-0.7054345999999999,-0.21057132,-0.45800298,0.0,-4.412254812612192,1,8.827987,8.807088,8.851184,8.829136,0.031425342,1635,63.135511046569874
922,1639,17640,0.046679556,1.1031298e-05,66.47707,2.0869308,23.74962,1.9483632,0.44701523,0.013628784852510229,587722984432533621,0.5681709,198.44568,0.9614803,9.09957,9.029353,9.195939,-0.562606,-0.7984996999999999,-0.28104383,-0.5397718,0.0,-4.511399424674663,1,8.615029,8.495896,8.706547,8.601221,0.03589608,1639,55.377224711075904
926,1649,17706,0.047443744,7.152733e-06,873.1260000000002,8.091845,241.13832,4.728552,0.5588107,0.0026014398252747137,588848901531566098,0.7249366999999999,198.85349,1.1286887,10.005098,9.927227,10.105993,0.0870642,-0.08104196,0.30906987,0.114013955,0.0,-4.048334451168344,1,9.008487,8.996039999999997,9.0176325,9.006836,0.03515751,1649,43.53641772585229
927,1650,17754,0.054930344000000006,9.07186e-06,250.89798,4.217231,71.375626,3.3414671,0.54594725,0.006145454087584066,587722982823035007,0.3242389,200.98157,-0.36199498,9.824777,9.761136,9.914628,0.11559275,-0.116725326,0.40245104,0.14286286,0.0,-4.4483589781212975,1,8.935075,8.910039,8.967768,8.938903999999997,0.032297593,1650,71.08052964015206
929,1655,17791,0.051514123,1.00521e-05,97.45127,2.7317665,30.972433,2.1850398,0.49781218,0.010478257246488893,587722982822969590,0.21865789999999996,200.9547,-0.33374652,9.735579,9.661016,9.8301115,-0.18709666,-0.4781862,0.14656255,-0.16581182,0.0,-4.807370472318866,1,8.844182,8.760582000000001,8.901766,8.831174,0.03142915,1655,77.3697827657229
930,1656,17792,0.054609608,7.9153615e-06,222.95569,3.7344954,54.37149,2.4389997,0.6128473000000001,0.005071316069894966,587722982822904063,0.7266271,200.82637,-0.25243703,9.950885,9.860883,10.044508,-0.18812624,-0.3790859,0.09480864,-0.14213863,0.0,-4.3032088999354245,1,8.707883,8.652944999999999,8.738832,8.695888499999999,0.028141435,1656,43.39562780104477
931,1657,17797,0.034215294,6.957638e-06,1016.713,8.906131,212.35301,4.262144,0.68013996,0.001986435643610477,587722981748834455,0.9770291999999999,200.03664,-1.0563827,9.964711,9.876566,10.057615,0.086921275,-0.022397643,0.23159349,0.104597926,0.0,-3.4411698114823177,1,8.980393,8.966469,9.006223,8.986345,0.02996239,1657,12.304403224995314
933,1662,17938,0.019177496,1.426531e-05,515.2207,6.2899227,95.203255,3.8747733,0.7333415,0.0034099286332935365,587724650876174378,0.28200149999999996,199.542,-1.2436442,10.424128,10.3226,10.505845,-0.2904637,-0.5288807,-0.03720912,-0.2830449,0.0,-4.35330962496377,1,9.102004,9.059869,9.114952,9.08741,0.02537072,1662,73.62030313075662
935,1670,18030,0.03203803,6.602760500000002e-06,192.50912,2.7476766,55.273697,2.2569357999999995,0.5419328,0.0053936774245532,588848900458086601,0.4686219,199.558,0.21941432,9.0475,8.997566,9.117004,-0.43638432,-0.6467144,-0.19219501,-0.4194547000000001,0.0,-4.294994521938297,1,8.415358,8.261942999999999,8.546973,8.404458,0.032649162999999995,1670,62.055121789149545
938,1677,18119,0.031004662,6.3531625e-06,432.60086,4.8225684,121.84405,2.9776883,0.5502831,0.003285671636644389,588848900458283176,0.412017,200.02637,0.26364812,9.522009,9.444942,9.614558,-0.28213513,-0.45941162,-0.018656643,-0.23903413,0.0,-4.190846506600158,1,8.864873,8.844255,8.875405,8.859831,0.03025583,1677,65.66839728436364
940,1680,18149,0.047518253,6.414961e-06,332.09796,5.408742,82.96114,3.3325605000000005,0.6023915,0.004702662611449807,588848900995416231,0.4947960999999999,200.524,0.72218055,9.773643,9.681934,9.871541,-0.26714534,-0.4287058,-0.051013254,-0.23985954,0.0,-4.028663317181566,1,9.0512085,9.042155,9.062318,9.052237,0.023954302,1680,60.34369415932822
942,1683,18216,0.054365907000000005,8.484779e-06,641.286,7.925221400000001,132.68256,3.460824,0.68423796,0.0025935154630311037,587722983896711380,0.9571881999999999,200.93616,0.4631838,10.110342,10.019213,10.205897,0.27007943,0.1407364,0.44422516,0.29248077,0.0,-3.741504377581887,1,9.010323,9.002755,9.01789,9.010323,0.024793655,1683,16.826008016664723
944,1686,18294,0.054933876,9.761509e-06,213.54472,3.307799,54.31269,2.351069,0.59458756,0.005078373054225803,587722982823035007,0.9226097,200.98157,-0.36199498,9.824815,9.761144,9.914686,0.117427856,-0.114206605,0.39950502,0.14264920000000006,0.0,-4.439476289021821,1,8.927767,8.906975,8.948402999999997,8.927688999999997,0.032297593,1686,22.68936556581574
946,1691,18327,0.05464414,8.891471e-06,214.4465,3.0289683,58.755264,2.2010005,0.5622722,0.0047637685761782785,587722982822904063,0.5856223,200.82637,-0.25243703,9.951423,9.861348,10.045553,-0.24934383,-0.45788574,0.07617449,-0.19085562,0.0,-4.449890017533919,1,8.756978,8.708537,8.778424000000001,8.743481,0.028141435,1691,54.1530351730445
947,1692,18345,0.034201965,6.7756077e-06,1084.9517,8.705577,230.7468,4.089071,0.6722746999999999,0.0017967832141699625,587722981748834455,0.1830721,200.03664,-1.0563827,9.964207,9.876253,10.057353,0.03617848,-0.074239805,0.19629106,0.061025627,0.0,-3.4966471650549367,1,9.001562,8.971634,9.014132,8.992883,0.02996239,1692,79.45124766346447
949,1696,18464,0.01914829,1.3432638e-05,553.8598599999998,6.160463,120.002556,3.632180200000001,0.6642094,0.0030342964752425434,587724650876174378,0.8788289,199.542,-1.2436442,10.422966,10.321129,10.504099,-0.45171857,-0.7139534000000001,-0.13265312,-0.42330325,0.0,-4.53889665110604,1,9.113214,9.103858,9.147326,9.125592,0.02537072,1696,28.498584579930558
956,1715,18683,0.04751079,6.7313067e-06,343.03192,4.180567,88.80839,2.7257633,0.58688056,0.003713036164445231,588848900995416231,0.8838021,200.524,0.72218055,9.77363,9.68192,9.871442,-0.3027241,-0.45097068,-0.06868914,-0.2598299,0.0,-4.001151134781317,1,9.0662365,9.04848,9.075813,9.062147,0.023954302,1715,27.895534104150737
958,1720,18815,0.038782228,7.742658999999999e-06,371.90204,3.9753304,99.41163,2.9882302000000003,0.5729914,0.003703622463970794,588848899385852067,0.9306525999999999,202.92416,-0.4660512,9.454178,9.384097,9.545582,-0.39671823,-0.56649464,-0.18515275,-0.3758237,0.0,-4.0088382646049485,1,8.988449000000003,8.980255999999997,8.996641,8.988449000000003,0.02851288,1720,21.46322707237941
962,1728,18851,0.046776764000000005,5.783537700000001e-06,430.71765,4.9256444,140.81148000000005,3.1350105,0.4855546,0.0035536649440164408,588848899922591945,0.5202471,202.67018,-0.14193988,9.417278,9.367095,9.488548,0.051843498,-0.16587839,0.31076565,0.072443634,0.0,-4.350211147106995,1,8.805273,8.746367999999999,8.8231535,8.784761,0.027297357,1728,58.65117206421104
963,1729,18854,0.04869982,1.0272924e-05,96.18387,2.2558587,27.99576,2.0070066000000004,0.53600997,0.009534779260528124,588848899922591789,0.3141859,202.62971,-0.18305549,9.826963,9.758595,9.922679,-0.15891309,-0.61647725,0.25818962,-0.17914382,0.0,-5.290648966878165,1,8.944251,8.873063,8.994946,8.934004,0.02759571,1729,71.6883256765009
964,1730,18874,0.017327534,1.23751925e-05,680.2413,6.71358,135.21292,3.8081913,0.7016448000000001,0.0025762637677432,588848899922329688,0.6169566999999999,202.12022,-0.11112945,9.944617,9.857185,10.035467,-0.27384356,-0.42481476,-0.0877048,-0.25625977,0.0,-3.8730032255670177,1,9.103929,9.060894,9.114991,9.087942,0.025960255,1730,51.90576441810857
965,1731,18878,0.036667734,8.802735e-06,84.50039,1.6761881999999997,23.559488,1.7323254,0.55469286,0.00922167899954515,587722982286753946,0.6998249,202.33891,-0.6325582,9.3324795,9.263759,9.41699,-0.45555538,-0.908046,-0.11674877,-0.5123974,0.0,-5.082948503866223,1,8.702691999999999,8.64316,8.7853565,8.714258000000001,0.02649227,1731,45.587042608933835
966,1732,18879,0.055313792,1.5941023e-05,92.862946,2.852041,20.623075,2.1961286,0.653489,0.010689315938826695,587722982823493798,0.5199412,202.05917,-0.3953242,10.493042,10.395648,10.593624,-0.053733494000000014,-0.35782117,0.3145986,-0.021611288,0.0,-4.86710892332845,1,8.740986999999999,8.655875,8.828925,8.7424,0.02556431,1732,58.67169260720645
967,1733,18880,0.04614699,1.2996264e-05,158.77353,3.674828,34.908028,2.525196,0.65785277,0.007252124938867081,587722982823559383,0.7209724000000001,202.22295,-0.32266572,10.694283,10.602497,10.789936,0.23080368,-0.09077657,0.56812084,0.23867214,0.0,-4.884144398095686,1,9.053603,9.002058,9.103786,9.052922,0.025801942,1733,43.86517795621488
968,1734,18881,0.055444036,4.896371e-06,427.28882,3.943152200000001,121.9679,2.742886,0.5444760000000001,0.003013454861065409,587722982823493789,0.5634754,202.05084,-0.3709321,9.735161,9.675686,9.822209,0.22831209,0.034762036,0.48254725,0.25865465,0.0,-4.2446842463723735,1,8.827394,8.810682,8.836911,8.823797,0.02536973,1734,55.703512789819335
969,1735,18885,0.02144665,7.4454233e-06,766.3983,7.326082,174.03717,4.4982457,0.64381254,0.0027177637923161443,588848899922395232,0.5182515000000001,202.26346,-0.04358837,10.159685,10.068555,10.257115,-0.32386345,-0.48264775,-0.1292952,-0.30597147,0.0,-3.973949978942956,1,9.009096,9.001605,9.016586,9.009096,0.027414475,1735,58.784961508707795
970,1736,18888,0.054586715999999987,6.0278435e-06,359.5282,3.8860967,95.383385,2.8184702,0.5762602,0.00362522056049844,587722983360364886,0.3958098,202.17361,0.031100176,9.456765,9.374453,9.558678,-0.30409703,-0.42479736,-0.15013635,-0.28746685,0.0,-3.568583561086552,1,8.84971,8.832677,8.860412,8.846544,0.0266928,1736,66.68351121342882
971,1737,18892,0.05452372,7.988937e-06,166.52455,2.796292,49.88586,2.3548346,0.5235008,0.006518393532703078,587729779049234563,0.8412299999999999,201.52255,-1.2534727,9.576511,9.496057,9.664196,-0.4991477,-0.8277107,-0.21596234,-0.5218364999999999,0.0,-4.6643524853174885,1,8.857812,8.83584,8.909108999999997,8.872475,0.030764889,1737,32.72976659418983
972,1738,18894,0.043056596,1.0433616e-05,128.58963,2.2622309,33.288986,1.959437,0.58690536,0.006907001225191375,587722982286426253,0.8499966,201.59344,-0.81655,9.750868,9.674114,9.843323,-0.2505263,-0.52575094,0.044312935,-0.240719,0.0,-4.628404887286435,1,8.978012,8.934509,9.0120325,8.97327,0.026591452,1738,31.788700417807288
973,1739,18895,0.05403716,5.9810845e-06,488.12167,5.1287146,127.38175,3.746174,0.5834209,0.003539403852101124,587729779049234577,0.8499966,201.55466,-1.1542729,9.601619,9.519454,9.704915,-0.12641771,-0.2571428,0.034157086,-0.111492865,0.0,-3.658693009535746,1,9.028432,9.009958,9.067544,9.038752,0.029512087000000006,1739,31.788700417807288
974,1740,18897,0.055146914000000005,1.4039168e-05,230.49312,3.6544368,68.95591999999999,2.994036,0.5240864000000001,0.006005692261763907,587722981749555329,0.3939388,201.60944,-1.1473142,10.314826,10.222671,10.408834,-0.25705516,-0.5787291,0.059392367,-0.25966835,0.0,-4.768520204124793,1,8.316382,8.199261,8.449378,8.32432,0.028667863,1740,66.8001938412122
976,1747,18985,0.051325805,1.1406016e-05,593.0795,5.3362713,149.48837,3.1145618,0.59850556,0.002484285754205102,588848899385000090,0.49299129999999997,200.99069,-0.5009402000000001,10.231353,10.133183,10.335454,0.29165137,0.13809529,0.55000013,0.34404773,0.0,-4.088410143993392,1,9.130315,9.123203,9.137425,9.130314,0.030124081,1747,60.46261860849241
978,1750,19093,0.05717900400000001,6.607233e-06,128.06998000000002,2.2109725,37.487595,2.0327919,0.53355974,0.0072342627103529795,588848901532614794,0.9305216999999999,201.25443,1.1501368,9.393335,9.3342085,9.473795,-0.054807425,-0.31196558,0.24999997,-0.030982807,0.0,-4.641111682366047,1,8.70016,8.659581,8.750494,8.705038,0.027056612,1750,21.483714983544083
979,1751,19117,0.05437114,7.038052400000001e-06,213.45302,2.6920552000000004,69.600716,2.266277,0.4866886,0.004944799510848844,587722983896711394,0.7676892,200.94443,0.46787536,9.643735,9.585129,9.72526,0.11292266,-0.115116246,0.38690478,0.13589427,0.0,-4.4343521836636,1,8.803585,8.7827,8.82235,8.802525,0.024846917000000003,1751,39.853167895954094
980,1752,19130,0.04733888,6.52255e-06,292.3315,3.4889010000000003,79.847,2.6096869,0.56361705,0.004127409130827454,587722984433778843,0.05,201.28137,0.9158921,9.817197,9.750558,9.904857000000002,0.07808861,-0.13199359,0.354696,0.11135121,0.0,-4.360102075220314,1,8.955585000000003,8.944339999999997,8.974361,8.959351,0.026560746,1752,87.13401601740114
981,1753,19136,0.03724252,6.017404299999998e-06,219.85416,2.5059147,69.341606,2.392614,0.5011407999999999,0.004977503992704597,588848901532680337,0.8948904000000001,201.46967,1.0553553999999998,9.509398,9.460946,9.571893,0.1513987,-0.07969266,0.4244847,0.17239602,0.0,-4.426070883244519,1,8.652111,8.606128,8.700617,8.653372000000001,0.02556844,1753,26.50564450421752
983,1757,19231,0.04731466,6.117569e-06,511.13757,4.9546975999999985,146.54658999999995,3.4512165,0.5425621,0.0031710570843795018,587722984433975411,0.18885239999999998,201.77988,0.96970844,9.622752,9.54082,9.7434,-0.011041603,-0.17275387,0.23279823,0.030022182,0.0,-4.086180559532144,1,8.810848,8.79368,8.845367,8.819524000000003,0.025881335,1757,79.1141808465876
984,1758,19257,0.05710594,1.0599363e-05,116.32593500000002,2.3778875,28.939190000000004,2.0280967,0.6041901999999999,0.007887279259537838,588848901533008022,0.7935034000000001,202.18166,1.167789,10.187061,10.1090765,10.277375,0.21597242,-0.060382273,0.52126443,0.23044108,0.0,-4.696330549506749,1,9.056322,9.0101595,9.102075,9.056117,0.027771434,1758,37.485874319385296
986,1761,19293,0.021348624,7.0266547e-06,2147.8357,14.41915,500.60687,6.6572046,0.6325043,0.0015078957533764634,588848901533138947,0.38069970000000003,202.43752,1.1829565,10.034882,9.948953,10.120207,0.009022073,-0.1024271,0.17631596,0.03694443,0.0,-3.6179047835218494,1,9.049998,9.043198,9.0568,9.049999,0.027545117,1761,67.62296958259626
990,1768,19366,0.021657325,1.1643909000000003e-05,479.4099,5.8506565,123.51916,3.5959544,0.5889727,0.003532193374530252,588848898848653496,0.6335956,202.20882,-0.9084603,9.280541,9.196294,9.376107,-0.72457904,-0.86613995,-0.5338344,-0.6999871999999999,0.0,-3.7989954145527287,1,9.130219,9.12125,9.13919,9.13022,0.03049912,1768,50.68409959883774
992,1772,19382,0.046777014000000006,5.6331655e-06,375.29324,4.742126,122.99436,3.0029922000000004,0.48448554,0.003912902905589596,588848899922591945,0.3589289,202.67018,-0.14193988,9.417278,9.367095,9.488548,0.04000015,-0.18059203,0.29951236,0.059460163,0.0,-4.370605145469345,1,8.789087,8.726475,8.814063,8.770269,0.027297357,1772,68.96556932645927
993,1773,19401,0.021425737,8.820454e-06,852.2739,10.0133095,205.04976,5.2695613,0.61871994,0.002952530869265976,588848899922395232,0.1981297,202.26346,-0.04358837,10.15905,10.067836,10.256288,-0.34257874,-0.51258165,-0.13595246,-0.32426706,0.0,-4.061404580579668,1,9.01462,9.004522,9.052061,9.028292,0.027414475,1773,78.57238975360966
