,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ID,SAMPLE,AGCNR,SDSS,OBJID,SPECOBJID,PLATEID,MJD,FIBERID,RA,DEC,Z_SDSS,LUMDIST,INCL,NUVR_GEXT,D25_G,R50_R,R50KPC,R50_Z,R50_NUV,R50_NUV_ERR,R50_SFR,R50_SFR_ERR,MASS,MASS_ERR,MUST,CINDX,SFR_SDSS,SFR_SED,SFR_BEST,SFR_ERR,SFR_CASE,SFR_IR,SFR_IR_ERR,SSFR,DELTAMS_P10,DELTAMS_S16,DELTAMS_W12,DELTAMS_W14,D4000,N2HA,O3HB,BALMER,BALMER_ERR,AGNCLASS,Z_PP04_N2,Z_PP04_O3N2,Z_MZR,Z_FIBER,HISRC,ZHI,W50COR,LOGMHI,LOGMHIMS,HICONF,GROUPID,ENVIRONMENT,NGROUP,LOGMHALO,LOGRNORM,FLAG_CO,XCO,XCO_G12,XCO_A16,XCO_A16_ERR,ICO,ICO_ERR,ICO_COR,ICO_COR_ERR,F_RECOV,LCO,LCO_ERR,LCO_COR,LCO_COR_ERR,RMS_CO,SN_CO,WCO,WCO_FLAG,Z_CO,WCO_TFR,WCO_TFR_ERR,WCO_TFR_FLAG,LOGMH2,LOGMH2_ERR,LIMLOGMH2,MH2_ERR,LOGMH2MS,LOGRMOL,FLAGRMOL,FLAG_CO21,ICO21,ICO21_ERR,ICO21_COR,LCO21,LCO21_ERR,LCO21_COR,RMS_CO21,SN_CO21,WCO21,WCO21_FLAG,Z_CO21,FLAG_APEX,QUAL_APEX,ICO_APEX,LCO_APEX,RMS_APEX,SN_APEX,WCO_APEX,ZCO_APEX,FLAG_IRAS,LIR,IRCOL,FLAG_PACS,WEIGHT,LOGLCO,LOGLCO_COR,LOGLCO_ERR,LOGLCO_COR_ERR,LOGLCO21,LOGLCO21_ERR
64,64,68,404,109028,L,12931,J092728.80+035546.5,588010359606476855,160102218115055616,568,52254,506,141.8700408935547,3.929601192474365,0.017783384770154953,77.204865,51.089867,2.5387459,54.02841,7.9455050000000025,2.8709812,6.882669,0.0,0.0,0.0,0.0,10.069737,0.086408615,8.4802265,2.1944150000000002,0.12443010000000004,2.9503052000000003,1.5579266999999999,0.14896408,1,0.8494681000000001,0.011302973999999999,-9.877191,0.12978332,0.2015516,0.09252297,-0.22582594,0.0,-0.42324474,-0.43670607,0.61476195,0.015654806,1,8.712263,8.734307000000001,8.7000885,9.026891,1,0.017749,250.0,9.75,-0.32,0.0,23839,2,2,11.7384,-1.0940964,1,5.0983529999999995,4.15461,3.8190472,1.4509573999999998,3.4,0.34813458,4.8611794,0.882866,0.6994188,297957300.0,43619930.0,426007000.0,77369520.0,0.002916,15.647503,257.4202,1,0.01772976,242.75457999999998,22.604357,0.0,9.211371,0.17088723,0.0,640172100.0,-0.85836565,-0.5386286,1,1,3.67,0.7670156,8.724402,101202024.0,21150826.0,240579600.0,0.0030789999999999997,16.485951999999994,242.3453,1,0.017717123,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.000077000000001,0.38175675,1,0.72500116,8.474153999999999,8.629416,0.063579224,0.078874655,8.00518919830656,0.09076584297855375
65,65,69,407,114041,L,9221,J142342.38+340032.4,587736963994550311,518143619668901888,1840,53472,484,215.92660522460938,34.00901412963867,0.012852318584918976,55.58903000000001,33.655693,2.0719929,51.851105,6.605469,1.7353034999999999,6.1830940000000005,0.0,0.0,0.0,0.0,9.837127,0.10704231,8.617592,2.7253439999999998,0.046160094000000006,1.1846184,0.8087866,0.22993475,9,0.42633757,0.0,-9.929293,0.054419875,0.03488052,-0.02388245,-0.383915,0.0,-0.42798474,-0.5560655,0.55154234,0.006629773,1,8.706901,8.770986,8.646336,9.068636,2,0.012872,122.0,8.99,-0.847,0.0,320590,-1,0,0.0,-99.0,1,4.579822,3.7320633,3.2749867000000004,1.2442545,3.65,0.31792104,5.0293317,0.8723636,0.7257425999999999,166634940.0,19999074.0,229606130.0,39826372.0,0.002464,29.02885,120.72425,1,0.012928367,121.38044,3.5038089999999995,1.0,8.876192999999997,0.16928066,0.0,293100200.0,-0.9609337,-0.113806725,1,1,4.07,0.8214802999999999,9.111651,58467640.0,11800986.0,130893550.0,0.002182,36.797173,119.124275,1,0.012941956499999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.911225,0.44493392,0,1.3601689,8.221766,8.360984,0.052122845999999994,0.07533063,7.766915564238133,0.08765708861889292
66,66,71,409,112035,L,221262,J125905.29+273839.8,587741602572730518,631018077378576384,2241,54169,116,194.7720642089844,27.64443206787109,0.018125565722584724,78.71073,29.822788,2.0938666,48.866271999999995,6.025965,2.2183638,5.301788,0.0,0.0,0.0,0.0,9.670302000000001,0.08355284,8.2912655,2.7837197999999996,0.1401201,1.93757,0.7605964,0.12624775,1,0.3714423,0.005854074,-9.789147999999999,0.17788222,0.10119363,0.059386622,-0.28816867,0.0,-0.5038947,-0.7759233,0.60543597,0.0065906364000000005,1,8.626078,8.817049,8.601944,9.099796000000001,3,0.018083000000000002,59.0,8.334,-1.3359999999999999,0.0,1,0,651,14.9127,-0.76954633,1,4.0026565000000005,3.2617352000000004,2.9735942000000004,1.1297473999999998,1.65,0.17245397,2.1980812999999997,0.40185785,0.75065464,150242080.0,20918988.0,200148080.0,36591492.0,0.002571,14.867657000000001,86.38305,1,0.018161058,73.31475999999998,9.214808999999999,0.0,8.774633,0.17112972,0.0,234517120.0,-0.8956693000000001,0.44063377,1,1,2.9,0.61531264,6.081931,83090940.0,17629966.0,174259780.0,0.004262,14.115379,107.72933,1,0.018150091,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.685752,0.65337956,0,1.3682128999999998,8.176791,8.301352,0.060469083,0.07939863,7.9195536721293225,0.09214719378480908
67,67,72,413,109038,L,0,J090316.49+181539.8,587741708329812124,642838136296046592,2283,53729,40,135.81877136230472,18.261079788208008,0.011550789698958395,49.91017,46.384215999999995,1.9057546000000003,30.942435999999997,3.7550703999999997,0.8879870999999999,3.5970922,0.0,0.0,0.0,0.0,9.207892,0.13175964,8.550232000000001,2.6823714,-0.23297991,0.5465502,0.7394278000000001,0.10351648,1,0.23012950000000001,0.0032809040000000003,-9.338997,0.5817926,0.37851834,0.37828803,0.12917945,0.0,-0.822398,0.19478306,0.59850436,0.0057913256,1,8.374728,8.404502,8.462406,8.77097,3,0.011598,164.0,9.036,-0.172,0.0,413513,1,1,0.0,-99.0,1,13.374659,10.8989105,13.644165,5.1837807,0.7140000000000001,0.10372123,0.80184823,0.1674361,0.8904428,26310538.0,4292330.5,29547702.0,6169935.5,0.0015539999999999998,8.247092,143.89397,1,0.011544228,148.59016,11.251723,1.0,8.605471000000001,0.17665002,0.0,163983460.0,-0.60242176,-0.43052959999999996,1,1,1.59,0.34310222,2.2581740000000003,18436424.0,3978350.8,26184058.0,0.002085,12.342614999999999,176.97731000000005,1,0.01158154,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.64546,0.56808513,1,2.9850717,7.42013,7.470524,0.07085129,0.09068621,7.26567668745112,0.09371534303590474
68,68,73,416,108064,L,4399,J082607.43+212724.1,587739114701062456,542631294396268544,1927,53321,554,126.53099060058594,21.45670890808105,0.014968156814575197,64.844574,73.02376,2.6154835,59.57419,7.510418,2.291964,6.6790275999999995,0.0,0.0,0.0,0.0,9.562119500000001,0.08765364,8.145425999999999,2.5234811,-0.4078199,0.5288218000000001,0.37939793,0.10952574,1,0.19387397,0.005179947,-9.983025,-0.026812911000000002,-0.13711256,-0.16323487,-0.49506018,0.0,-0.5274081,-0.23597188,0.5526103,0.015472466,1,8.602897,8.63674,8.571087,8.763195,2,0.01494,228.0,9.48,-0.08199999999999999,0.0,82,0,70,13.8373,0.03765254,1,6.7817345,5.526385299999999,5.3021364,2.0144224,0.9179999999999999,0.11914438,1.186775,0.23540255,0.7735249,56908692.0,9548501.0,73570600.0,14593085.0,0.001854,9.784829,118.71600000000001,2,0.014919758,74.81498,60.443417000000004,0.0,8.591155,0.17436199,0.0,156611100.0,-0.9709643,-0.8888444999999999,1,1,0.7709999999999999,0.19393577,1.4494033000000002,15039672.0,3783048.2,28273086.0,0.0026420000000000003,6.555250599999999,91.878586,1,0.014812111999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2.0439148,7.7551785,7.8667045,0.07286868,0.08614441,7.177238364836516,0.1092415418390793
69,69,74,422,113062,L,231772,J132134.91+261816.7,587741601501282415,631860896662028288,2244,53795,276,200.3954925537109,26.30466651916504,0.016517406329512596,71.640175,62.93315,3.6969004,29.389006,3.7579887000000003,1.2631569999999999,3.4262419,0.0,0.0,0.0,0.0,9.907713000000001,0.09135723,8.986894,2.5676205000000003,-0.1873299,0.6671938000000001,0.7023505999999999,0.13193229999999995,1,0.63560826,0.007962651,-10.061159,-0.07038768,-0.06369765,-0.13889506,-0.4935049,0.0,-0.4732343,-0.7388036,0.7186412,0.011284836999999999,1,8.6575985,8.814981,8.663746000000002,9.142178,1,0.016518,256.0,9.21,-0.698,0.0,411115,1,1,0.0,-99.0,1,4.0269275,3.2815135000000004,2.8906016,1.0982163,4.51,0.44144315,4.976379,0.89132327,0.90628153,340734430.0,36800280.0,375969760.0,67340250.0,0.003214,17.731272,290.3564,1,0.016557693000000002,297.58117999999996,1.9099226000000002,1.0,9.036141,0.17038788,0.0,426378980.0,-0.8715718000000001,-0.17385864,1,1,4.86,1.016983,6.5183506,115537704.0,24176932.0,154961980.0,0.004106,16.247877,246.03181,1,0.016582966,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.863457,0.41612902,0,1.2395568000000001,8.532416,8.575153,0.04690503,0.07778683,8.062723732860594,0.09087862916983488
70,70,75,423,109050,L,190634,J095836.22+131519.0,587735349633941553,491120230253199360,1744,53055,329,149.6509552001953,13.25527572631836,0.01166200265288353,50.394985,37.220240000000004,2.2757718999999996,43.400253,5.0908914,1.2153047,5.0263047,0.0,0.0,0.0,0.0,9.262561999999999,0.07124758,8.306102000000001,2.9832792,-0.26497990000000005,0.40905988,0.34732342,0.09805123,1,0.10386518,0.0020727809,-9.7218275,0.20442843,0.013914823500000001,0.011796148999999999,-0.25194559,0.0,-0.7528193,0.18518412,0.49041325,0.0078030257,1,8.419336999999999,8.429838,8.479702,8.676568,1,0.011585,148.0,9.29,0.027000000000000003,0.0,467736,1,1,0.0,-99.0,1,12.419546,10.120597,11.778878,4.4751085999999995,0.35100000000000003,0.06184442,0.43205613,0.09997656,0.8123945,13185222.0,2859656.5,16230073.0,3755593.0,0.0014470000000000002,6.369989,67.22793,1,0.011661768000000001,8.367287,4.2151666,0.0,8.2814245,0.18188015,0.0,80061830.0,-0.9811373999999999,-1.0085754,1,1,0.672,0.14746937,1.1928538999999998,7943237.0,1743131.1,14099884.0,0.001786,11.071796,53.541343999999995,1,0.01164484,1,1.0,0.312,18678420.0,0.001251,6.751539,66.33683,0.011692081000000002,1,9.284181,0.61591697,0,2.9850717,7.120087599999999,7.2103205,0.09419128,0.10049452,6.899997520658,0.09530525376039332
71,71,76,424,112050,L,0,J124841.02+342839.3,587739406784790531,559521699574317056,1987,53765,461,192.1709289550781,34.47760772705078,0.014177605509757997,61.38295400000001,56.76138,1.4505923,29.239388,3.255957,0.9420485000000001,3.4872336,0.0,0.0,0.0,0.0,9.416057,0.14306355,8.610126,3.1798441000000004,0.1599001,0.70239246,1.1262493,0.13623157,1,0.31591433,0.0042834063,-9.364422,0.57718337,0.42551398,0.41227305,0.11113488,0.0,-0.70062923,0.117680244,0.5474201999999999,0.0054539540000000004,1,8.456177,8.468141000000001,8.527412,8.861438,3,0.014193,148.0,9.351,-0.065,0.0,43031,2,2,0.0,-99.0,1,11.103545,9.048197,10.80857,4.1064625,0.7440000000000001,0.09619445,0.8087976,0.16016816,0.9198841,41361430.0,5813525.5,44963744.0,8904279.0,0.0016530000000000002,9.845248,96.89395999999999,1,0.014197468000000001,91.1658,6.7382584,1.0,8.686630000000001,0.17429282,0.0,195040780.0,-0.72942597,-0.6643696,1,1,1.55,0.32234746,2.0016215,27114542.0,5638906.0,35014870.0,0.001894,17.541420000000002,100.90758000000001,1,0.0141961565,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.690505,0.62373227,0,2.1970787,7.616595699999999,7.6528625,0.06104194,0.086004384,7.433202273032856,0.09031853681213342
72,72,77,426,113067,L,8883,J135804.69+151853.4,587742627445604489,772600433825808384,2744,54272,302,209.51959228515625,15.314831733703613,0.01868358813226223,81.16811,32.544146999999995,2.1377547000000003,67.61339,10.170905,3.856926,8.520992999999999,0.0,0.0,0.0,0.0,9.889325,0.07641268,8.072401,2.1595793,-0.122449905,2.4602597,1.9373839,0.16987023,1,0.7149814999999999,0.009921728000000001,-9.60211,0.38682273,0.38655612,0.31197143,-0.04347074,0.0,-0.47941297,-0.61732244,0.48676303,0.011675713999999998,1,8.651126,8.774131,8.659298,9.022839,1,0.018663,144.0,9.93,0.040999999999999995,0.0,455213,1,1,0.0,-4.2262087,1,4.537897,3.6978989,3.3956854,1.2901111,1.31,0.17688800000000002,2.3613007,0.47656664,0.55477893,126778024.0,30856816.0,228519890.0,46120748.0,0.002564,9.192965,143.2007,1,0.018745303,126.55061,13.378313,0.0,8.889852000000003,0.17511119,0.0,312882430.0,-0.9994736999999999,-1.0401486999999998,1,1,1.62,0.505174,5.7758629999999975,49332790.0,15383730.0,175888560.0,0.006978,4.179692,143.03078,1,0.018636346,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.948176,0.3764706,0,1.3601689,8.103044,8.358924,0.10570401,0.087650955,7.69313567754081,0.13542856688400376
73,73,78,429,109058,L,0,J095203.79+193904.0,587741815707795591,665074788598808576,2362,53759,110,148.01583862304688,19.651123046875,0.016120117157697678,69.89602,69.386215,3.286651,50.487235999999996,6.7531490000000005,2.2163765,6.5924773000000005,0.0,0.0,0.0,0.0,9.906361,0.08956289,8.437809,2.4284995,-0.31792990000000004,0.51593274,0.44044954,0.13433576,1,0.2908035,0.0058876253,-10.262464999999999,-0.27182829999999997,-0.26565355,-0.34012794,-0.69501656,0.0,-0.44325173,-0.42653367,0.6158842,0.020927692,1,8.689886,8.724649000000001,8.663414,8.935914,3,0.016061000000000002,272.0,9.526,-0.38,0.0,419545,1,1,0.0,-99.0,1,5.244403,4.2736254,3.7222476,1.4141808,1.43,0.18619979999999997,1.7964441999999998,0.35683078,0.79601693,102881420.0,16828982.0,129245270.0,25672208.0,0.002231,9.7337475,201.03076000000001,1,0.016134739,211.6484,19.425694,1.0,8.6822195,0.17442141,0.0,193212400.0,-1.2241406000000001,-0.8437805,1,1,1.81,0.43472865,3.245392,40975796.0,9841631.0,73471010.0,0.0034219999999999997,7.5191820000000025,229.40653999999998,1,0.016107678,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.620324,0.26762402,0,1.2395568000000001,8.012336999999999,8.111415,0.07104037,0.08626465,7.612527398973465,0.10430953034391283
74,74,79,432,108080,L,0,J080134.48+091817.4,587744874784752104,681120495071920128,2419,54139,280,120.3936996459961,9.304851531982422,0.015313479118049143,66.35793000000001,23.887346,3.8211660000000003,32.602515999999994,4.8573804,1.5158964,4.3073754,0.0,0.0,0.0,0.0,9.313442,0.089307785,8.258302,2.2910044,-1.4376799,,0.022479644,0.04352762599999999,2,-99.0,0.0,-10.961653,-1.0303084999999998,-1.2084475000000001,-1.2173951,-1.4926211,0.0,-0.402069,-0.30813559999999995,0.5812303000000001,0.04724666,1,8.7366905,8.699941,8.495683999999999,-99.9,4,0.0,0.0,8.067,-1.246,0.0,491,0,25,13.2817,-0.43299824,1,5.6373596,4.593843,3.8229281999999998,1.452432,0.312,0.07403534,0.38581770000000004,0.10830958,0.8086721,20247954.0,5941459.5,25038522.0,7028998.0,0.001259,4.476262999999999,142.0942,1,0.015235661499999999,0.0,0.0,0.0,7.9810047000000015,0.19453874,0.0,42877210.0,-1.3324373999999999,-0.08599567400000001,3,1,0.33399999999999996,0.09623102,0.60002506,6820576.0,1965122.9,12253043.0,0.001568,4.8217945,90.476,1,0.01532948,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2.2287464,7.306381,7.3986087,0.12743723,0.121918336,6.833821052524294,0.12512755986176471
75,75,80,433,114072,L,241133,J140346.42+145205.1,587742609993826346,772600432936615936,2744,54272,90,210.9434356689453,14.868104934692385,0.014646058902144432,63.433696999999995,49.92853,1.1715848,24.738504000000002,3.4288847000000002,1.0242798,3.3734832000000003,0.0,0.0,0.0,0.0,9.066956,0.17065334,8.262087,2.45372,0.1436701,0.56896526,1.142554,0.13088821,1,0.24283779999999996,0.0035241873,-9.009079,0.89761686,0.66386145,0.6616234000000001,0.45346210000000003,0.0,-0.80014473,0.3948875,0.51204056,0.004238586,1,8.388469,8.3475895,8.417406,8.734555,1,0.014487,146.0,8.99,-0.077,0.0,452390,1,1,0.0,-99.0,1,15.796529000000001,12.872475,17.574495000000002,6.677017,0.532,0.11807216,0.58604264,0.15698662,0.90778375,31570266.0,7718478.0,34777296.0,9315995.0,0.0017929999999999999,4.830443,174.91965,1,0.014655352,0.0,0.0,0.0,8.786178999999999,0.19109036,0.0,268926180.0,-0.28077692,-0.20382118,1,1,1.78,0.3897448,2.3952417,33237976.0,7277712.5,44726396.0,0.002493,11.220742,187.7164,1,0.014676689,2,1.0,0.0,0.0,0.001532,0.0,0.0,0.0,1,9.719586,0.6993464,0,3.8818371,7.499277999999999,7.541296000000001,0.10617878,0.116336964,7.521634569901658,0.0950921433852747
76,76,81,436,110038,L,0,J100216.28+191256.3,587742014343544915,667889578182443008,2372,53768,387,150.56787109375,19.21565818786621,0.01657639443874359,71.89922,49.320217,3.6081114000000003,36.84852,3.8935477999999994,1.3133018,3.4935303,0.0,0.0,0.0,0.0,9.997889500000001,0.08982515,9.057142,3.0311117000000003,-0.29482990000000003,1.0211012,0.51362085,0.14237843,1,0.333557,0.0074942517,-10.287247,-0.28745782,-0.24540442,-0.33780673,-0.6775545000000001,0.0,-0.40387428,-0.34498063,0.628776,0.010682735,1,8.734577999999999,8.711153999999999,8.684631,8.978936000000003,3,0.016665,233.0,9.604,-0.39399999999999996,0.0,427350,1,1,0.0,-99.0,1,5.4554996,4.4456463,3.9160945,1.4878284,1.39,0.17951742,1.5663428,0.31003907,0.8874175,105770440.0,15393173.0,119189040.0,23592062.0,0.0021609999999999997,9.863102,197.17094,1,0.016670942,218.72159,37.578804,0.0,8.669089,0.17427266,0.0,187298480.0,-1.3288001,-0.9349108,1,1,1.48,0.32040733,2.1183686,35437188.0,7671848.0,50722316.0,0.0018399999999999998,12.066118,206.01672,1,0.016641736,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1.2395568000000001,8.024364,8.076236999999999,0.06320452,0.08596346,7.549459252590426,0.09402103949107074
77,77,82,438,112068,L,0,J120409.74+014933.4,587726031712157862,145746005453701120,517,52024,266,181.0405731201172,1.8259764909744265,0.017177406698465347,74.53994,60.03941,2.5119126,57.765713,7.5083156,2.6224849999999997,5.8438663,0.0,0.0,0.0,0.0,9.674924,0.0836854,8.257003,2.650778,-0.16132991,0.7603287,0.35131893,0.13689062,1,0.1874161,0.004702696,-10.129222,-0.16173008,-0.23691985,-0.2781134,-0.6266619000000001,0.0,-0.48899674,-0.7029358,0.54188013,0.0074552926,1,8.641209,8.79846,8.603222,9.099263,3,0.017255,143.0,8.439,-1.236,0.0,51,0,87,14.0794,-0.96804976,1,4.226262999999999,3.4439507000000007,2.850075,1.0828191999999999,0.9570000000000001,0.16035193,1.2879688999999999,0.28965074,0.74303037,78222990.0,17639658.0,105275640.0,23675390.0,0.0024649999999999997,6.792308,151.46254,1,0.017231464,120.104355,36.34409,0.0,8.477184,0.18033394,0.0,124588360.0,-1.1977396999999999,0.038184166,1,1,1.65,0.35390997,3.4568157,42437948.0,9102553.0,88909190.0,0.0026219999999999998,12.903128,110.27129,1,0.017181396,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,1.3682128999999998,7.8933344,8.022327,0.097935475,0.09766828,7.627754376317382,0.09315220752737363
78,78,83,439,122002,L,0,J224110.65+132023.6,587730773880340787,208235580109094912,739,52520,152,340.2944030761719,13.339900016784668,0.017337027937173843,75.24168,67.637955,2.3469957999999997,45.04795,6.4283204000000005,2.2656934,5.3818072999999975,0.0,0.0,0.0,0.0,9.465688,0.07336283,8.111444,2.3082097000000004,-0.26762992,0.8804655,0.48839787,0.11840281,1,0.22674948,0.0069798609999999995,-9.776914,0.16965467,0.03154242,0.010754425,-0.30023740000000004,0.0,-0.56702447,-0.20536043,0.5606415,0.011005586000000001,1,8.565714,8.614267,8.542482000000001,8.889797999999997,3,0.017302,245.0,9.339,-0.127,0.0,156928,1,1,0.0,-99.0,1,7.2423660000000005,5.9017506,5.911675,2.2460023999999996,0.594,0.08980175,0.7371312,0.15698613,0.8058267,49462916.0,9279753.0,61381580.0,13072377.0,0.001269,7.7954339999999975,167.15482,1,0.017264962,161.14075,41.631336,0.0,8.559749,0.17758344,0.0,148377070.0,-0.90593916,-0.7792511,1,1,0.971,0.21807680000000002,1.7041941000000005,25442542.0,5714138.0,44653990.0,0.001477,9.786714,209.19613999999999,1,0.017310262,1,1.0,0.5539999999999999,73520460.0,0.001513,6.7537713,142.89424,0.017454876,1,9.804621000000001,0.23465346,0,2.1970787,7.694279700000001,7.7880383,0.08147812,0.09249128,7.405560500114004,0.0975381548838038
79,79,84,441,109072,L,0,J094031.83+285809.5,587739377776722026,547416643781787648,1944,53385,531,145.13262939453125,28.96933174133301,0.01886807382106781,81.98099,73.58015400000002,2.3482819999999998,58.184704,5.7853330000000005,2.2150345000000002,3.4607959000000004,0.0,0.0,0.0,0.0,9.676524,0.08841038,8.633888,3.1198232000000004,-0.3401099,0.85135174,0.57786417,0.14798386,1,0.24205992,0.006590719,-9.914699,0.05295381,-0.021720677999999997,-0.06520318,-0.41321933,0.0,-0.50120103,-0.68473023,0.6210485,0.009943948000000001,1,8.628788,8.788729,8.603672,9.035691,3,0.01888,243.0,9.621,-0.055999999999999994,0.0,362770,1,1,0.0,-99.0,1,4.348257,3.5433626000000005,3.046846,1.1575778,0.8240000000000001,0.120695904,0.98090464,0.20565129999999998,0.84004086,81334830.0,14182131.0,96822470.0,20299290.0,0.001518,8.150008999999999,205.65747,1,0.0188514,160.07082,30.141052000000002,0.0,8.469827,0.17683804,0.0,120120760.0,-1.2066975,-1.1511736000000001,1,1,0.9129999999999999,0.21212582,1.4491225,28357514.0,6588566.5,45009330.0,0.001626,8.457111,204.36485,1,0.018876433,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1.3682128999999998,7.910276400000001,7.985975999999999,0.07572673,0.09105189,7.452668155163871,0.10090369961917751
80,80,85,442,111047,L,0,J114253.92+000942.7,587748929238794394,79880582401622016,283,51959,426,175.72471618652344,0.16186048090457916,0.018470056354999542,80.22754,37.102092999999996,2.3969676,28.624596,4.144563,1.5541059,3.686726,0.0,0.0,0.0,0.0,9.157209,0.07321834599999999,8.077744500000001,2.2296276,-0.2877699,0.6330111999999999,0.47607097,0.14445557,1,0.11237856,0.005390470400000001,-9.479538,0.43618324,0.22155407,0.21340962,-0.018199049,0.0,-0.67790234,0.07502808400000001,0.5077238000000001,0.011988126000000002,1,8.473203999999999,8.489061,8.44627,8.661273,3,0.018473,136.0,9.225,0.068,0.0,10273,0,3,0.0,-0.046745512999999995,1,10.444612,8.511237,9.715923,3.6913373,0.368,0.07765904,0.42709768,0.11057926,0.8616296,34800668.0,8523367.0,40389360.0,10457153.0,0.001198,5.1208935,166.81701999999999,1,0.018438458,0.0,0.0,0.0,8.593751,0.18874472,0.0,170545970.0,-0.5634583000000001,-0.6312494000000001,1,1,0.425,0.10866783599999999,0.6580823,12646684.0,3233618.2,19582492.0,0.0012230000000000001,6.2774177,142.07338000000001,1,0.018414259,2,1.0,0.0,0.0,0.0028710000000000003,0.0,0.0,0.0,0,0.0,0.0,0,2.652031,7.541587400000001,7.606267,0.10636724,0.11244258,7.101976667070134,0.11104432915710756
81,81,86,443,110041,L,5800,J103939.03+251921.8,587741602022228046,662260088131551232,2352,53770,600,159.9126434326172,25.322738647460927,0.017334189265966415,75.2292,63.60513,2.0087186999999997,58.84321600000001,8.830589,3.1118865,7.9806646999999975,0.0,0.0,0.0,0.0,9.93393,0.09007025,8.237604,2.1922426,0.26273009999999997,1.98605,3.2502756,0.20284945,1,1.3840811000000002,0.016717369,-9.42201,0.57138264,0.58813024,0.5071892,0.15596737,0.0,-0.5024854000000001,-0.4575936,0.56566167,0.008692335,1,8.627494,8.715634,8.669983,8.991073,1,0.017305,281.0,9.96,0.026000000000000002,0.0,411223,1,1,0.0,-4.684712,1,5.3844943,4.3877845,4.3448139999999995,1.6507101999999998,3.09,0.32719868,4.424884,0.8124524999999999,0.6983234,257222420.0,39003652.0,368342820.0,67631390.0,0.0036829999999999996,14.414857000000001,157.05171,1,0.01723814,173.99008,15.695576,0.0,9.204224,0.17128874,0.0,631201660.0,-0.729707,-0.7557764,1,1,3.69,0.7956099,8.618526,96655080.0,20840036.0,225751860.0,0.005026,12.414256,162.14972,1,0.017403363999999998,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.337258,0.44848484,0,1.2395568000000001,8.410309,8.566252,0.06585379,0.07974077,7.985224684624167,0.09363928556538482
82,82,87,446,108093,L,0,J083530.18+234034.3,587739115776114764,543194364474556416,1929,53349,522,128.87576293945312,23.67620849609375,0.01676819659769535,72.74171,55.440146999999996,3.4167452000000003,34.623264,4.9596148,1.6918521,4.753147599999999,0.0,0.0,0.0,0.0,9.9385,0.08684349,8.720528999999999,2.316452,-0.1410499,2.8054,0.67424375,0.14390537,1,0.5280119000000001,0.0075028324,-10.109683,-0.115833536,-0.097309545,-0.17841923,-0.5292021,0.0,-0.46058533,-0.611276,0.6681364000000001,0.008536337,1,8.671041,8.77822,8.671055,9.074106,3,0.016775,212.0,9.026,-0.9129999999999999,0.0,16238,0,3,11.8832,-0.32867104,1,4.483951599999998,3.653939,3.1180754,1.1846397,2.49,0.2645772,2.9374166,0.53996015,0.84768367,193903420.0,24305510.0,228745020.0,42048240.0,0.002574,14.299849499999999,212.16248,1,0.016760707,173.27534,19.59751,0.0,8.853238000000003,0.17133151,0.0,281378600.0,-1.0852621999999998,-0.17276192,1,1,3.45,0.7215958,5.5077133,84538240.0,17681868.0,134960110.0,0.0033380000000000003,16.336128,185.574,1,0.016765118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.854968,0.43504274,1,1.2395568000000001,8.287585,8.359352000000001,0.054438177000000004,0.079832636,7.927053202018613,0.09083626181644763
