,Unnamed: 0,Z,Z err,H alpha flux,H alpha flux error,H beta flux,H beta flux error,BDec,BDec Err,objid,expAB_r,RA,DEC,StarMass,StarMass P16,StarMass P84,SFR,SFR P16,SFR P84,SFR err,SFR FLAG,SFR ENTROPY,GALAXY CLASS,12+LOG OH,12+LOG OH P16,12+LOG OH P84,12+LOG OH err,EB-V,NUMID,Inclination
1899,21525,0.045939114,1.3049534e-05,133.83406000000002,3.1187403,29.068215999999996,2.0429792,0.6631483,0.0069844194970051345,587722983899332856,0.8298398000000001,206.90313999999998,0.48495975,10.08681,9.98828,10.190557499999999,-0.48884887,-0.805743,-0.11413793,-0.45994046,0.0,-4.889616464383312,2,-99.9,-99.9,-99.9,-99.9,0.028563995,1899,33.917714893312194
1900,21549,0.04591964,6.955555400000001e-06,137.9285,2.5376365,43.243534000000004,1.753508,0.5037328,0.006062992003838957,587722983899529384,0.8727149,207.38013,0.52742743,9.455308,9.385625,9.551094,-0.23375952,-0.4762081,0.06404116,-0.20608346,0.0,-4.551052744072894,1,8.713572000000001,8.687792,8.763841000000001,8.725817,0.030201875,1900,29.224322316621844
1901,21561,0.047977295,1.0257068e-05,289.78397,3.6102983999999996,54.177128,2.131875,0.7282584,0.003351317949313419,587722983899660407,0.5363551,207.58229,0.54808426,10.170171,10.087553,10.259717,0.32340246,0.16117802,0.51155174,0.33636487,0.0,-3.8933220926291447,1,9.091714,9.082780999999999,9.120821000000001,9.101801,0.030129215,1901,57.564142294353296
1903,21597,0.030127987000000002,1.5155407e-05,46.356926,1.885043,8.68425,1.6995421999999998,0.7273823,0.01626221966248491,588848900461690962,0.8101161,207.81583999999998,0.39123768,9.912088,9.813005,10.000988000000001,-1.0149289000000001,-1.5335443000000002,-0.5841879,-1.0588661,0.0,-5.376225683952991,5,-99.9,-99.9,-99.9,-99.9,0.035189323,1903,35.89272374896278
1904,21624,0.04799713,8.516312e-06,77.54214,1.6666712,24.208508,1.4700457,0.50556976,0.008733908075064419,587722983899791602,0.4627287000000001,207.9562,0.5116287,9.221732000000001,9.166436000000001,9.296666,-0.28289455,-0.5378539999999999,0.0069060675,-0.26547396,0.0,-4.639453914344325,1,8.680628,8.60645,8.752853,8.679651,0.04087127,1904,62.43667382211086
1905,21626,0.048160775999999995,8.992066e-06,255.15935,3.1025195,60.323505000000004,2.0046797,0.6263249,0.003633287614572336,587722983899791506,0.958609,207.98495,0.5510844,10.171313,10.1005,10.258303,0.21309546,-0.103508696,0.5816993,0.2390953,0.0,-4.923654313417244,1,8.951815,8.9407425,8.968555,8.954649,0.04206706599999999,1905,16.54245944910769
1907,21645,0.015240761,1.4704031e-05,2.5156715,1.291298,-0.6188444000000001,1.6804973,,-0.2952510674909844,588848900998758430,0.2361424,208.1838,0.8026955,9.488356,9.384899,9.580835,-1.5196629,-2.1744318,-1.0748148000000002,-1.6246233,0.0,-5.51259177319352,-1,-99.9,-99.9,-99.9,-99.9,0.034489762,1907,76.34102709463673
1910,21674,0.025474213,2.1138867e-05,41.17013,1.8503013,9.272791999999999,2.1370707,0.6473717,0.02296812212555576,587729779053166743,0.8148084,210.48811,-1.1858578000000002,9.301644999999999,9.204612,9.402286,-1.0973117000000001,-1.7369792000000002,-0.6666667,-1.2018229999999999,0.0,-5.39023635563082,2,-99.9,-99.9,-99.9,-99.9,0.046392433,1910,35.431578679807245
1911,21675,0.054029999999999995,7.894842e-06,254.3911,3.5270445,65.720345,2.3872414,0.58780205,0.0043622645729511945,588848898852323481,0.3005369,210.63112999999998,-0.96785665,9.850804,9.786885,9.938128,0.16542685,-0.05860902,0.40970159999999994,0.17554629,0.0,-4.300079963927946,1,9.018821,9.004037,9.071009,9.037523,0.048132952,1911,72.51014657297996
1912,21678,0.029352088,1.0254503999999999e-05,121.64788999999999,2.469166,28.018746999999998,2.3494502999999995,0.63765585,0.008630000341003379,587722981753421997,0.9137887,210.47105,-1.1051959999999998,9.4247675,9.347547,9.521894,-0.5172576,-0.7472222,-0.25833333,-0.50277776,0.0,-4.407893733641191,1,8.679173,8.601113,8.739686,8.6704,0.046302192,1912,23.965712128191026
1913,21686,0.05919337,8.543194e-06,225.87267999999997,3.8492260000000003,43.654872999999995,2.6373444,0.71383095,0.005268815058846375,587722982827294968,0.7736934,210.79522999999998,-0.38575482,10.159597,10.068622999999999,10.259461,0.08595504,-0.12374213,0.32057420000000003,0.09841603,0.0,-4.232289846282832,1,9.016521000000001,8.985441999999999,9.057425,9.021433,0.05173659,1913,39.313278561862916
1915,21691,0.02460392,4.103759e-05,18.711212,1.5649242,5.157475,1.9231769,0.5596648,0.045746672904692025,587722982827360388,0.6895220000000001,210.87544,-0.25099468,9.010402000000001,8.9438,9.095374000000001,-0.7779619000000001,-1.6095238,-0.36146495,-0.9854944,0.0,-5.557128142449934,2,-99.9,-99.9,-99.9,-99.9,0.049909074000000005,1915,46.40771707144571
1917,21716,0.04428178,1.4481419e-05,41.113215999999994,3.416943,6.5077014,2.7912974,0.80055386,0.03003395345451394,587722982827163944,0.3704689000000001,210.54407999999998,-0.23621133,10.914589999999999,10.813903,11.010571,-0.24862069,-1.2098215,0.29500014,-0.45741066,0.0,-5.905779991659127,5,-99.9,-99.9,-99.9,-99.9,0.048625867999999996,1917,68.25546153856556
1918,21719,0.054306738,7.5627922e-06,194.76564,3.0328517,45.917637,2.1514919,0.6275328,0.0050554612539426315,588848899389259938,0.9769608,210.68384,-0.58758384,9.717053,9.644267,9.811517,-0.13478264,-0.33672825,0.1285714,-0.10407842,0.0,-4.3167158606453455,1,8.810960000000001,8.781813,8.846588,8.8142,0.050673515,1918,12.322779815969467
1920,21738,0.024743737999999998,7.395683e-06,119.76422,12.36171,36.33602,8.205519,0.5179897,0.03271604230172236,588848899389063292,0.7768235,210.3555,-0.62389696,10.738168,10.649068,10.8286495,-1.2525641,-2.1163263,-0.61814165,-1.367234,0.0,-5.95255838272242,5,-99.9,-99.9,-99.9,-99.9,0.0482777,1920,39.029348865855695
1921,21761,0.029629495,5.447221599999999e-06,1161.0802,9.766228,332.22873,4.5283413,0.543425,0.001990354862269478,587722982289834059,0.2683046,209.42914,-0.762579,9.001624000000001,8.942783,9.086969,-0.18022767,-0.33788413,0.123630084,-0.107127026,0.0,-4.147750691672498,1,8.616723,8.604683,8.652573,8.628627999999999,0.04639076,1921,74.43659445004636
1922,21774,0.027597915,1.3388005e-05,148.17143000000002,2.8765204,43.875267,2.3790555,0.5285446999999999,0.007406525820352219,588848899388735721,0.9274352,209.58961000000002,-0.6251064000000001,9.587537,9.501249000000001,9.687315,-0.72341585,-0.99896264,-0.41505107,-0.7070069,0.0,-4.674060431172077,1,8.949055,8.918083,8.99292,8.955502000000001,0.04077998,1922,21.96152493972221
1923,21785,0.029580067999999998,1.3023657000000001e-05,742.20416,7.8093886,174.53843999999998,4.2459625999999995,0.6286323,0.002706925470161082,587722982826770451,0.6074491,209.52938999999998,-0.39245012,10.436002,10.344925,10.519988,0.21210067,0.00029325362999999997,0.46315807,0.23172566,0.0,-4.2959726061843755,1,9.153089999999999,9.143645,9.184754,9.1642,0.04423343,1923,52.594716043051044
1927,21901,0.024517918,8.497628999999999e-06,2340.9744,21.357111,572.77216,11.024803,0.61141473,0.002263420142730127,587722983899922563,0.6122963,208.30882,0.44727440000000007,10.340035,10.248778,10.432857,-0.05034218,-0.39668518,0.31242046,-0.042132363,0.0,-4.973460693538041,3,-99.9,-99.9,-99.9,-99.9,0.04526184,1927,52.244273750578195
1929,21913,0.029964888,8.222382e-06,361.18277,26.452488,94.53901,15.378720999999999,0.582116,0.02027947788470361,587722983363117214,0.2602739,208.42831,0.060869005,11.046707000000001,10.959209,11.127687,-0.95096755,-1.7358209,-0.3504545,-1.0431377,0.0,-5.8328753227276255,3,-99.9,-99.9,-99.9,-99.9,0.037775494,1929,74.91368498277372
1931,21937,0.029828386000000002,1.4096687e-05,116.35475,3.1516607000000003,28.421265000000002,2.5490785,0.6121406999999999,0.009938871113119323,587722983363248237,0.4576202,208.68607,0.11509863,10.495407,10.396758,10.586316,-0.56024075,-1.3850745,-0.086241506,-0.735658,0.0,-5.748546904701363,3,-99.9,-99.9,-99.9,-99.9,0.039779995,1931,62.76635034549126
1932,21948,0.048730865,9.7001575e-06,158.11098,3.0013397,42.306847,2.2646675,0.57255137,0.006600066569515807,588848900999217351,0.2107679,209.27671999999998,0.75954515,9.955271,9.875833,10.048439,-0.069004886,-0.3109613,0.19662471,-0.057168297,0.0,-4.444443566881639,1,8.996552000000001,8.957141,9.045123,9.001132,0.036325566000000004,1932,77.83264306765865
1933,21952,0.048860263,7.663012e-06,105.72861499999999,2.2224472,29.691746000000002,1.7506906000000002,0.5515568000000001,0.007634516057373204,588848900999348367,0.5200282,209.52042,0.8274087999999999,9.479878,9.407535000000001,9.571546000000001,-0.32686356,-0.57426757,-0.025833221,-0.30005040000000005,0.0,-4.6017738129294585,1,8.427771,8.2007065,8.61228,8.406493,0.035928734,1933,58.66585688329669
1934,21958,0.030442037,7.734907e-06,164.20633999999998,2.7091906000000003,50.00071,2.3038826,0.51641375,0.006472174607976935,588848900462149842,0.6535262,208.84355,0.22201928,9.029327,8.9757,9.102317,-0.50256723,-0.7522624,-0.23813953,-0.49520096,0.0,-4.486434483401932,1,8.579107,8.526889,8.647221,8.587055,0.040691458,1934,49.19200712083341
1936,21976,0.024673145,1.3150786000000001e-05,29.397040999999998,1.6991781000000004,7.905153299999999,1.8800831000000002,0.5703933000000001,0.028583749762770495,588848900462411790,0.3902635,209.33264,0.41236535,9.337705,9.239939999999999,9.433672,-1.0659999999999998,-1.4022219999999999,-0.7172661,-1.0597441,0.0,-4.9348515239086534,5,-99.9,-99.9,-99.9,-99.9,0.037542865,1936,67.02910386802434
1937,21978,0.03174614,1.4341222000000001e-05,70.64206999999999,1.8506438000000003,18.333648999999998,1.7734162,0.58581454,0.011295411458388036,588848900462346475,0.5265022,209.27892,0.410257,9.557208000000001,9.470549,9.649397,-0.6277049,-0.9806748,-0.28823509999999997,-0.63445497,0.0,-4.954336388720678,1,8.837431,8.762203999999999,8.909394,8.835799,0.03746806,1937,58.23057422467537
1939,21990,0.034883622,1.0621674000000001e-05,48.883175,8.89728,18.493212,8.084283000000001,0.42214707,0.07780028694763445,588848900462542918,0.619424,209.70268000000002,0.32483959999999995,10.4124365,10.321094500000001,10.501289,-0.9502562,-1.3950757,-0.5163194000000001,-0.95569754,0.0,-5.162840497049039,2,-99.9,-99.9,-99.9,-99.9,0.038878854,1939,51.72591590714995
1940,21994,0.032810632,9.157242e-06,116.71553,2.0773003,27.573563,1.7417139,0.6266358,0.006733207148250491,587722983363707039,0.289597,209.69179,0.02277336,9.42698,9.349150999999999,9.523847,-0.5695212,-0.7963373,-0.30134505,-0.5488411999999999,0.0,-4.418814619594436,1,8.600412,8.5357,8.665835000000001,8.600767,0.03890177,1940,73.1661694571388
1941,21997,0.033176865,5.1429750000000005e-06,1439.1904,12.01255,330.3712,5.336384,0.6391161,0.001812612149968002,588848900462542901,0.5430313,209.67986000000002,0.3195585,10.100394999999999,10.010454,10.19079,-0.017349627,-0.13406348,0.1575001,0.01171831,0.0,-3.5983506364814937,1,8.9876375,8.969875,9.001935000000001,8.985905,0.038784336,1941,57.10976803446853
1942,22009,0.032885265,9.177052e-06,691.319,7.437371700000001,156.69841,3.9521692,0.64461386,0.0026992305189714326,587722983363772443,0.8207481,209.84217999999998,0.20659572,10.030180999999999,9.947817,10.127594,-0.009014973,-0.16493508,0.21157224,0.023318581,0.0,-3.9896787147328183,1,9.052132,9.0437,9.082079,9.062889,0.043675992999999996,1942,34.840248305773045
1943,22016,0.048667199999999994,5.334012299999999e-06,1960.0504,15.197385,398.8616,6.220008,0.691445,0.0015391387442657489,588848901536415763,0.835375,209.92807000000002,1.1103623,10.462669,10.362238,10.569746,0.89662796,0.80049634,1.0488408,0.92466855,0.0,-3.425740784894721,1,9.110416,9.103333000000001,9.117499,9.110416,0.044129055,1943,33.34509403187867
1944,22024,0.03225236,7.719819e-06,173.31439,2.352363,51.815403,2.0349057,0.52437574,0.005395048536230144,587722984437579948,0.9192708,210.00455,0.8431241,9.256738,9.198042,9.344358,-0.23010196,-0.47818524,0.06326539,-0.20745993,0.0,-4.551890539384986,1,8.79079,8.725203,8.816778999999999,8.77099,0.038237385,1944,23.18029038082179
1948,22051,0.032867696,1.4508299e-05,45.507065000000004,3.3377755,15.016628,2.7558117,0.48150638,0.02832269368042875,587726031188131977,0.3339313,210.41508,1.1645215,10.030169500000001,9.936498,10.118752,-1.2420635,-1.6752776999999999,-0.8146850999999999,-1.2449814,0.0,-5.0707997705571195,2,-99.9,-99.9,-99.9,-99.9,0.03297202,1948,70.49243604545751
1949,22059,0.028282624,8.391259e-06,129.46379,2.141085,39.160571999999995,1.9882686999999999,0.51929927,0.007014689411751697,587722983363969173,0.6325486,210.3359,0.11845398,9.006758,8.939461,9.101267,-0.6694306999999999,-0.9116141999999999,-0.38267982,-0.647147,0.0,-4.51402401955569,1,8.565515,8.4938965,8.614532,8.5542145,0.03924136,1949,50.76159507772011
1950,22067,0.023999799999999998,6.58995e-06,752.5672,7.1104946,221.2104,4.8589945,0.5317398,0.0030524527145723893,587722984437776555,0.7230808000000001,210.50853999999998,0.99323,9.012733,8.94098,9.106722999999999,-0.70044166,-0.8384613999999999,-0.50459015,-0.6715258000000001,0.0,-3.8320782416002457,1,8.655552,8.619410499999999,8.675032,8.647221,0.034079282999999995,1950,43.69057370657535
1953,22080,0.04776663,1.317924e-05,28.735159999999997,5.3329115,6.327599,3.9304337999999994,0.65717465,0.061998138892265665,587722983364296855,0.5594366999999999,211.03082,0.14400858,10.8489485,10.754534,10.931756,-1.0828124,-1.9023808,-0.4716666,-1.1870238000000002,0.0,-5.890333367212981,-1,-99.9,-99.9,-99.9,-99.9,0.045326597999999996,1953,55.98314925827331
1955,22084,0.05929978,3.0992825e-05,2.9601189999999997,1.5222206,-0.5851531999999999,1.6459429,,-0.2454872861967028,588848899926261953,0.8346558000000001,211.00856000000002,-0.04614979,9.854151,9.753809,9.952676,-1.0547296999999998,-1.633108,-0.6330935999999999,-1.1331007,0.0,-5.477822772507943,-1,-99.9,-99.9,-99.9,-99.9,0.0469386,1955,33.41998526730853
1957,22091,0.025441272,2.4895242e-05,36.214996,1.4928757,12.167413,2.0163016,0.4736902,0.02491662728554208,587729779053166743,0.7297029,210.48811,-1.1858578000000002,9.3006,9.203247,9.400994,-1.1087911,-1.7720588,-0.67,-1.2210294,0.0,-5.408513571660303,2,-99.9,-99.9,-99.9,-99.9,0.046392433,1957,43.13850710561836
1958,22095,0.054036573,7.5996177e-06,282.80676,3.3512425,71.67237,2.2564627999999995,0.5961380000000001,0.0037024827868510773,588848898852323481,0.5774859999999999,210.63112999999998,-0.96785665,9.85082,9.786908,9.938131,0.17796823,-0.036849946,0.42214626,0.19264816,0.0,-4.283050669127643,1,9.0194,9.004135,9.070167999999999,9.037151,0.048132952,1958,54.726085158263835
1959,22096,0.024549832999999997,1.4245789e-05,57.36179,1.6169299,12.886974,1.7679313,0.6484717,0.01366490267857121,587729774757740791,0.8194526,210.51722999999998,-1.2078526000000003,9.022416999999999,8.916077,9.125177,-1.3466165,-1.7308724999999998,-1.0316038,-1.3812381999999999,0.0,-4.809068312049702,1,8.588249000000001,8.497839,8.6860485,8.591944,0.04571997,1959,34.96996560211786
1960,22098,0.02934603,8.968279e-06,117.23923500000001,2.0040228,25.831177,1.8738543999999997,0.6569288000000001,0.0071315040457904,587722981753421997,0.3398294000000001,210.47105,-1.1051959999999998,9.424666,9.347342,9.521866000000001,-0.52913654,-0.7607954,-0.2568282,-0.50881183,0.0,-4.427378581689561,1,8.692363,8.617907,8.739471,8.678689,0.046302192,1960,70.13351945943465
1961,22109,0.024672616,1.00416655e-05,2458.0803,20.657158,560.6456,8.196813,0.64190763,0.0016704129468594125,588848899389325365,0.663335,210.83646000000002,-0.5499350000000001,10.345489500000001,10.263253,10.451446,0.54055274,0.38679248,0.7485185000000001,0.5676555,0.0,-3.941829356173305,1,9.168655000000001,9.147598,9.231931,9.189764,0.050452422000000004,1961,48.44528242776554
1962,22111,0.05922593,8.431460000000001e-06,218.54701,3.2252026000000003,45.998523999999996,2.204134,0.67680097,0.0045830505945282755,587722982827294968,0.3543025,210.79522999999998,-0.38575482,10.160048,10.069137,10.259747500000001,-0.0061224140000000005,-0.19393516,0.23995218,0.02300851,0.0,-4.196738599433658,1,8.987308500000001,8.968722,8.99951,8.984116,0.05173659,1962,69.2492977209352
1963,22117,0.04798348,7.1035847e-06,306.5201,3.7578032,84.8434,2.4438937000000003,0.55784094,0.0037632135289860117,588848899926196494,0.6179541000000001,210.90651,-0.1400138,9.573661999999999,9.525897,9.634705,0.10313893,-0.10852267,0.3432608,0.11736906,0.0,-4.302696152339103,1,8.793532,8.77587,8.833639999999999,8.804755,0.04914996,1963,51.833114540975515
1965,22143,0.04425279,1.2693071e-05,36.070282,2.9048314,14.713297,2.4595745,0.38943952,0.032871135996647906,587722982827163944,0.2731401,210.54407999999998,-0.23621133,10.914054,10.813323,11.0100975,-0.2021581,-1.225,0.33308265,-0.44595867,0.0,-5.929352108694773,5,-99.9,-99.9,-99.9,-99.9,0.048625867999999996,1965,74.14879311868212
1967,22164,0.024742327999999997,7.654117e-06,135.2715,13.439960500000002,45.660920000000004,9.089925,0.47166166,0.03261630528555639,588848899389063292,0.8331006,210.3555,-0.62389696,10.738159,10.649068,10.828647,-1.2290323,-2.0732393,-0.62433636,-1.3487878,0.0,-5.909896024932476,5,-99.9,-99.9,-99.9,-99.9,0.0482777,1967,33.581425378988484
1969,22207,0.029575624,1.2029382000000001e-05,755.27295,8.342522,167.90836000000002,4.4249196,0.65303165,0.002758863460425503,587722982826770451,0.8999565999999999,209.52938999999998,-0.39245012,10.435586,10.344762,10.5198,0.22701018,-0.018525793999999998,0.48220345,0.23183882,0.0,-4.4261622185071525,2,-99.9,-99.9,-99.9,-99.9,0.04423343,1969,25.84763691304449
1970,22211,0.027604327999999997,1.4862469e-05,155.82353,3.2115831000000004,43.277103000000004,2.8900322999999997,0.55637485,0.008429686065870681,588848899388735721,0.31647220000000004,209.58961000000002,-0.6251064000000001,9.587873,9.501445,9.687436,-0.6714091999999999,-0.93293166,-0.36988953,-0.6514106,0.0,-4.599077720591722,1,8.992997,8.950316,9.051575999999999,9.000946,0.04077998,1970,71.55028793917356
1973,22310,0.03762654,1.3318028e-05,51.79815,2.4249027,17.843616,2.0065138,0.46283135,0.018223001932869156,587722982289506494,0.4567991,208.69444,-0.67411536,10.009793,9.909984,10.105472,-0.8887096999999999,-1.5073530000000002,-0.43237700000000007,-0.96986496,0.0,-5.584681617295432,3,-99.9,-99.9,-99.9,-99.9,0.0398236,1973,62.81924863558238
1976,22339,0.029901313,7.596510000000001e-06,298.3581,22.96998,106.06478,14.467292,0.44916663,0.024181673803298828,587722983363117214,0.4872658,208.42831,0.060869005,11.044648,10.9574375,11.1259,-1.0350746,-1.8401513999999999,-0.38970602,-1.1149287,0.0,-5.880603773551176,4,-99.9,-99.9,-99.9,-99.9,0.037775494,1976,60.83897158720427
1978,22370,0.029838972000000002,1.4352709e-05,110.41273000000001,3.1711051,30.324196,2.5018485,0.5612298000000001,0.010419917369664359,587722983363248237,0.4381202,208.68607,0.11509863,10.495939,10.397210000000001,10.586739,-0.5721474,-1.4084743999999998,-0.08198517599999999,-0.74522984,0.0,-5.7631093839881595,3,-99.9,-99.9,-99.9,-99.9,0.039779995,1978,64.01599611533635
1980,22377,0.048692572999999996,1.051864e-05,149.93617,2.7592267999999995,38.62015,2.062259,0.58909243,0.006318169947991379,588848900999217351,0.5689523,209.27671999999998,0.75954515,9.954636,9.874974,10.047931,-0.089247175,-0.3249998,0.19074096,-0.06712942599999999,0.0,-4.4538470581740865,2,-99.9,-99.9,-99.9,-99.9,0.036325566000000004,1980,55.32280128335188
1981,22385,0.030443437,7.701573e-06,166.88844,2.4874337000000004,52.31661,2.0384924,0.5037867,0.005679636844137109,588848900462149842,0.482434,208.84355,0.22201928,9.029338000000001,8.975767999999999,9.102317999999999,-0.509656,-0.7536696999999999,-0.23989898,-0.49678433,0.0,-4.513196807428662,1,8.587239,8.54172,8.650407000000001,8.596064,0.040691458,1981,61.1555085800237
1982,22400,0.03469635,6.240074499999999e-06,7559.503000000001,45.52065,1602.7445,13.203992000000001,0.6736289000000001,0.0009396044242610492,587726031187738703,0.8709453000000001,209.57272,1.146469,10.021041,9.878378,10.187748,0.7875386,0.6716714,1.0294478999999999,0.85055965,0.0,-3.838592884420287,1,8.814952,8.804785,8.8303385,8.817561999999999,0.03608991,1982,29.43132405237891
1984,22407,0.02469822,1.2897665e-05,33.161217,2.1878067999999997,5.4611087,1.8763248,0.78334963,0.025022146260477367,588848900462411790,0.807591,209.33264,0.41236535,9.338587,9.240763000000001,9.434692,-1.3267212,-1.6773076,-0.9876623,-1.3324850000000001,0.0,-4.952016479235554,2,-99.9,-99.9,-99.9,-99.9,0.037542865,1984,36.13877105864742
1985,22414,0.032811213,8.8267725e-06,111.3442,2.0793753,31.05745,1.7000362,0.55450183,0.007006229951377544,587722983363707039,0.6747922,209.69179,0.02277336,9.426982,9.349152,9.523852,-0.62096775,-0.8652083,-0.32238078,-0.5937946,0.0,-4.5341926115658895,1,8.629806,8.573025999999999,8.691853,8.632439,0.03890177,1985,47.561984579581626
1986,22415,0.032510716,8.258066e-06,241.75116,2.7873203999999996,70.81871,1.9691942,0.5332205,0.003829617814360305,588848900462542883,0.4810774,209.6723,0.25148997,9.441607000000001,9.362607,9.538141,-0.52405393,-0.7797396,-0.24325843,-0.51149905,0.0,-4.537566968386662,1,8.955422,8.89723,8.973339,8.935285,0.038285232999999995,1986,61.244207627794665
1987,22418,0.033199053,5.6181657e-06,1460.6497,11.81524,321.07327000000004,5.11275,0.65794194,0.0017050634654433216,588848900462542901,0.17110229999999998,209.67986000000002,0.3195585,10.101092,10.010894,10.190974,0.025772657,-0.079448104,0.18241955,0.051485725,0.0,-3.4622791452757467,1,8.986158999999999,8.956582000000001,8.995667,8.976125,0.038784336,1987,80.14808471685403
1988,22429,0.032847244,9.015554e-06,674.165,7.2185507,152.6597,3.9931742999999993,0.6450418000000001,0.00277956392491107,587722983363772443,0.7846810000000001,209.84217999999998,0.20659572,10.029104,9.946944,10.126261999999999,-0.023996037999999997,-0.19320828,0.21268675,0.009739235,0.0,-4.070016153393503,1,9.04933,9.0417595,9.056901,9.04933,0.043675992999999996,1988,38.308815717433916
1990,22450,0.033038184,1.2024157e-05,152.43398,2.9894469,47.405696999999996,2.2130153,0.50725126,0.006838807256768165,587722983900643513,0.9317716,209.91492999999997,0.5943582,9.589797,9.499658,9.682189,-0.9125424000000001,-1.2287709999999998,-0.57130665,-0.90003884,0.0,-4.8663065901417735,3,-99.9,-99.9,-99.9,-99.9,0.036211453,1990,21.28731922373205
1991,22454,0.04900636,1.0331904999999999e-05,224.38297999999998,4.7923594000000005,53.77271,3.0654976,0.62042797,0.006336015281180213,588848901536415884,0.8078818,209.94173999999998,1.0758052,10.987024,10.896946,11.082726,0.67435175,0.3997327,0.98117983,0.6904563,0.0,-4.678899499029084,1,9.271175,9.168289999999999,9.332600999999999,9.250445,0.043467492,1991,36.11050918324625
1996,22478,0.043066584000000005,9.081435e-06,19.140001,3.7224708,4.951918,2.6027837000000003,0.5871685000000001,0.06297153926499519,588848900999610496,0.5755415,210.18571,0.69536054,10.464374000000001,10.372519,10.554925,-1.2141378999999999,-2.015493,-0.62704927,-1.3212711000000001,0.0,-5.832971222176447,-1,-99.9,-99.9,-99.9,-99.9,0.03599704,1996,54.862437404557866
1997,22483,0.02828324,7.0658575e-06,134.32353,1.9404116000000002,43.954605,1.664351,0.48514769999999996,0.005759483574614271,587722983363969173,0.3218636,210.3359,0.11845398,9.006758,8.939606,9.101280000000001,-0.6705333,-0.91557693,-0.38646418,-0.6510205,0.0,-4.5276337046686415,1,8.668646,8.616079,8.704425,8.660252,0.03924136,1997,71.22433498436489
1998,22497,0.024286508999999998,5.8687406e-06,4240.003,27.971249,1064.0336,9.600138000000001,0.6004108,0.0012181376642769095,587726031188131887,0.3612867,210.44362999999998,1.1568112,9.26569,9.192795,9.401188000000001,0.16459683,0.06505656,0.34071139,0.20288397,0.0,-3.5399024010358424,1,8.748363000000001,8.739619,8.756802,8.748211,0.032828803999999996,1998,68.82076228211803
2000,22505,0.04771312,1.0720167e-05,31.93175,4.482807,11.713257,3.2867239,0.43554506,0.04998436978649027,587722983364296855,0.7031853,211.03082,0.14400858,10.84769,10.753381,10.930726,-1.1511626,-1.965,-0.5078652,-1.2364326,0.0,-5.915204099036102,-1,-99.9,-99.9,-99.9,-99.9,0.045326597999999996,2000,45.316876980771504
2001,22506,0.04310342,5.442982500000001e-06,166.12433000000001,2.361275,53.612736,1.881513,0.49116528,0.0053069152854446746,588848900463067354,0.6550524999999999,210.93552999999997,0.23082317,9.148983,9.094956,9.228971000000001,-0.34010009999999996,-0.5788758,-0.06811908,-0.3234974,0.0,-4.478783028442514,1,8.415097,8.178155,8.608386,8.3932705,0.042837147,2001,49.076369097450055
2002,22510,0.03425529,1.6318421e-05,74.15527,1.8397348000000002,18.659117000000002,1.5094949,0.599251,0.009246809925127813,588848900463001887,0.1291872,210.7768,0.27262896,9.8904295,9.800612,9.987185499999999,-0.60707957,-1.0323008,-0.17241381,-0.6023573,0.0,-5.207577791079276,1,8.810255999999999,8.726596,8.864417999999999,8.795507,0.039498154,2002,82.5773737503038
2007,22532,0.054443657,2.4897936e-05,21.37856,2.5366142000000003,8.475833999999999,2.2195141,0.401796,0.049500818951307334,588848898853372049,0.25241410000000003,212.9395,-0.90426946,10.645508999999999,10.543066,10.747519,-0.50465685,-1.1790909,0.014772734,-0.58215904,0.0,-5.694958091265179,5,-99.9,-99.9,-99.9,-99.9,0.057229314,2007,75.37958770542724
2008,22533,0.054308873,1.0123163e-05,137.95976000000002,2.8266792,37.70335,2.2097244,0.5633725,0.007368997563601009,587729779054084256,0.3617738,212.70041,-1.1444181999999998,9.805587,9.733741,9.900072,-0.054961565999999996,-0.6262194999999999,0.30000016,-0.16310968,0.0,-5.182219047971535,1,8.795547500000001,8.724975,8.836406,8.78069,0.051035992999999995,2008,68.79082881941649
2009,22535,0.054143004,1.1410166e-05,163.17928999999998,3.2180245,30.846369,2.4323900000000003,0.723461,0.0066730760973180755,587729779054084193,0.5755918999999999,212.5918,-1.1150086000000001,10.487896000000001,10.391821,10.580982,0.11225243,-0.12258687,0.38030973,0.12886143,0.0,-4.470633124311479,1,9.009424000000001,8.976386999999999,9.056594,9.016491,0.050420515,2009,54.85890614169394
2010,22536,0.047833037,7.5312495999999995e-06,156.73311999999999,2.5299263,50.695778000000004,2.1719785,0.49018900000000004,0.006431348535525503,587722982828212482,0.5755918999999999,212.93925,-0.23056707,9.211538000000001,9.145373,9.305083999999999,-0.40045673,-0.6308244000000001,-0.0844511,-0.35763773,0.0,-4.540727152910966,1,8.659033,8.602986,8.697549,8.650267999999999,0.043071322,2010,54.85890614169394
2011,22552,0.054208532000000004,8.374722e-06,394.3995,5.3528294999999995,78.89137,3.1480856,0.69890684,0.003661545195225019,587722981754339427,0.1742146,212.5076,-1.1077511,9.9075,9.813799000000001,10.003461999999999,0.23318191,0.09156166,0.38067886,0.23612025,0.0,-3.5771363438510617,1,9.009996000000001,8.988574,9.058036,9.023305,0.054002777,2011,79.96704406862519
