,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Z,Z err,H alpha flux,H alpha flux error,H beta flux,H beta flux error,BDec,BDec Err,objid,expAB_r,RA,DEC,StarMass,StarMass P16,StarMass P84,SFR,SFR P16,SFR P84,SFR err,SFR FLAG,SFR ENTROPY,GALAXY CLASS,12+LOG OH,12+LOG OH P16,12+LOG OH P84,12+LOG OH err,MDust_MCMC,MH2_MCMC,LCO_MCMC,GasFrac,NUMID,Inclination
3668,3668,3669,38092,0.052482083,7.836336e-06,298.26544,3.6107108999999995,79.05391999999998,2.6461532,0.5766795,0.004097213530493724,587729776364683477,0.4675758,201.18126999999998,-3.3790116,9.634727499999999,9.562055,9.726329,-0.13597435,-0.3175139,0.09749989,-0.11000701,0.0,-4.1456723579355375,1,8.954631,8.943462,8.971966,8.957714,7.652066386342049,8.83046947300434,8.032789150476454,-0.8042580076655171,3669,62.12294881394443
3671,3671,3672,38118,0.043876078,7.2014235999999986e-06,228.53687000000002,3.0523314,59.152122,2.53888,0.58698595,0.0050528894254763,587725039027290356,0.5718017,200.93335,-3.5674638999999995,9.277588,9.199345,9.374221,-0.56544876,-0.7100542,-0.40086859999999996,-0.5554614,0.0,-3.714091564150424,1,8.86744,8.8462,8.924607,8.885404,7.678553880453109,8.859430507421493,8.077519004344941,-0.41815739453251466,3672,55.12404042640339
3672,3672,3673,38162,0.023020046000000002,7.4888317e-06,128.11899,2.165261,31.817304999999998,2.0770254,0.6049501,0.007272771564690449,587724648192344203,0.7620895999999999,200.76105,-3.2614636000000004,9.209994,9.120731,9.305591,-0.9205015,-1.2625,-0.5890109,-0.9257555000000001,0.0,-4.866198409250554,1,8.616368,8.55786,8.688007,8.622933999999999,7.724721680879593,8.909909697771072,8.155483305454254,-0.30008463338040714,3673,40.35123967689182
3673,3673,3674,38168,0.047431864000000004,5.799827700000003e-06,256.38312,3.3563568999999998,84.39136500000002,2.4141908,0.4825914000000001,0.004497326078941102,587724648729215131,0.3669956,200.6963,-3.0092661,9.324286,9.249459,9.435166,-0.12991574,-0.38768122,0.23055561,-0.0785628,0.0,-4.684312304419106,1,8.660594,8.615857,8.690125,8.652991,7.410259873867035,8.566081807613372,7.624446635246277,-0.7582046522314692,3674,68.46955295188813
3675,3675,3676,38205,0.023190184,8.886733000000001e-06,3593.9966,27.803622999999998,809.82794,11.039077,0.6471849000000001,0.0015338000350316062,587724649266020472,0.1870177,200.60886000000002,-2.4182706,10.562517999999999,10.472358999999999,10.658965,0.45899457,0.3304296,0.6165217,0.47347566,0.0,-3.6341657526807833,1,9.222818,9.148043,9.234521,9.191282000000001,7.833265214562416,9.028589592576028,8.338782502412796,-1.5339285299034466,3676,79.22120850705615
3676,3676,3677,38206,0.022775661000000003,7.1470217e-06,1301.5596,10.789544,313.20276,5.981429,0.61863846,0.002175753074404004,587724649266085961,0.5234885,200.65553,-2.5139508,9.739049000000001,9.654589,9.835726,-0.09533228,-0.21672991,0.057116915,-0.0798065,0.0,-3.5666190244461604,1,9.150029,9.143083,9.156975,9.150028,7.759900831580162,8.948374060988426,8.21489089846611,-0.7906749086973228,3677,58.433454556308234
3678,3678,3679,38230,0.046941305999999995,6.245902599999997e-06,189.09175,2.8846498,64.75046,2.088705,0.46542975,0.005306617240043009,587724648729018587,0.7071945,200.29716000000002,-2.8837926,9.025946000000001,8.970644,9.101342,-0.41062805,-0.8395568000000001,0.06562504,-0.38696587,0.0,-5.153843767009562,1,8.400909,8.164,8.591059,8.377529,7.366154465377329,8.517857606112957,7.549965128302574,-0.5080880655325521,3679,44.99289183795086
3679,3679,3680,38234,0.0351418,1.0330083999999999e-05,91.10247,1.8442534,29.374421999999996,1.7695748,0.49156082,0.008899295537256696,587725040100704480,0.2851935,200.1801,-2.7151400000000003,9.167564,9.097635,9.264534,-0.6467364000000001,-0.9093878000000001,-0.37426475,-0.6418263000000001,0.0,-4.568883291297009,1,8.787656,8.70582,8.837195,8.771507000000001,7.433311299085616,8.591285895109177,7.663373944759368,-0.5762784976855718,3680,73.42958464472086
3680,3680,3681,38253,0.022860448999999998,6.408564e-06,261.56982,3.3116884,72.30524399999999,2.466237,0.55841786,0.004367782894259033,587725039027028178,0.3303092,200.2771,-3.506464,9.277054,9.199557,9.373189,-0.7631998999999999,-1.0153846,-0.47354359999999995,-0.7444641,0.0,-4.53054227946786,1,8.667574,8.641444,8.716941,8.679193,7.605133891701697,8.779154177308083,7.953533498048782,-0.4978996504699449,3681,70.71245625892497
3681,3681,3682,38255,0.051112562,5.307788000000002e-06,241.08077999999998,3.231583,69.524124,2.1892984,0.5400271,0.004286364098082683,587724648192147651,0.5846241999999999,200.29617,-3.2835042000000003,9.35481,9.302518,9.426921,-0.14120178,-0.3443786,0.09876022,-0.12280919,0.0,-4.2598741922954,1,8.736986,8.711872999999999,8.7577915,8.734833,7.557869600653647,8.727476100325584,7.873717535734174,-0.6273336781956198,3682,54.223554099389
3682,3682,3683,38260,0.022578904,1.5775326e-05,50.907562,1.6813892,16.50664,1.7565226999999999,0.48912364,0.01569015782833887,587725039563767951,0.4785044,199.95946,-3.0907763999999998,9.043464,8.958953999999997,9.141038,-1.1423409,-1.4878788,-0.8398476,-1.1638632,0.0,-4.868273829898105,1,8.853807000000002,8.737473,8.961611,8.849542,7.427047761082648,8.584437435269358,7.65279660820961,-0.4590262758081338,3683,61.41223249668615
3684,3684,3685,38267,0.047744222,6.133366e-06,211.86465,3.073397,54.411995,2.1654902000000003,0.59036386,0.004724657082297223,587725040100573388,0.1879957,199.8626,-2.7394933999999997,9.743435,9.661146,9.849214,-0.019795805,-0.19856441,0.19947395,0.00045476854000000004,0.0,-4.075821434707442,1,8.721910000000001,8.699419,8.784606,8.742011999999999,7.687235120534898,8.86892244696617,8.092179152965546,-0.8745124759464805,3685,79.16416140617325
3685,3685,3686,38280,0.048050567999999995,1.0716127e-05,260.629,4.003362,68.79966999999999,2.7762802000000004,0.5784364000000001,0.004950026558506847,587724648191951031,0.8057058000000001,199.85606,-3.2616615,10.195195,10.118399,10.292207000000001,0.24684784,0.025333427000000002,0.5013587,0.26334605,0.0,-4.309501834875455,1,9.068575,9.044171,9.094948,9.069559,7.656581482887268,8.835406212806701,8.040413866043089,-1.3597889897569992,3686,36.32152660706452
3686,3686,3687,38281,0.03897113,8.800849e-06,292.4558,3.7046607000000003,68.435905,2.5235364,0.6307762,0.003962386262654193,587724648192016513,0.6739137,199.90200000000002,-3.323949,9.75314,9.660889,9.848979,-0.45387079999999996,-0.6121621,-0.26923070000000004,-0.44069642,0.0,-3.8825191641509207,1,9.062928,9.014497,9.075229,9.044863000000001,7.791094902157782,8.982481196522713,8.267568823099136,-0.7706592429357179,3687,47.63015051644358
3687,3687,3688,38292,0.018450256,8.8512e-06,342.87302,4.1705847,99.1967,2.991741,0.5386361,0.0040860233242147204,587724649265692723,0.35073590000000004,199.77103,-2.5152933999999996,9.754831,9.679784,9.846608,-0.25075528,-0.59012336,0.07973683,-0.25519326,0.0,-4.9256842211736345,1,8.803249000000003,8.784346000000001,8.818936,8.801641,7.554294747114183,8.723567408323287,7.867680623531343,-1.0312638975957311,3688,69.46766735463551
3688,3688,3689,38294,0.045932245,5.316792299999998e-06,329.43155,4.2210817,84.94535,2.7298706000000004,0.58862555,0.0038743342599725132,587725040637444206,0.3743358,199.79126000000002,-2.3430378,9.261488,9.205213,9.342487,-0.13422094,-0.30237362,0.090413466,-0.10598007599999999,0.0,-4.1020183079822345,1,8.754072,8.7336235,8.774867,8.754246,7.682767664194107,8.864037796258927,8.08463488817215,-0.3974501600683892,3689,68.01673282456372
3690,3690,3691,38303,0.018124782,6.835297000000001e-06,414.0905,4.517459400000001,121.37168999999999,3.3014367,0.5329779,0.0037306152630133924,587725039563505701,0.5049005,199.37196,-3.1806896,9.303525,9.153053,9.557182000000001,0.24421969,-0.332547,0.84907395,0.25826347,0.0,-5.5354920190951145,1,8.674197999999999,8.655118,8.695731,8.675425,7.539753149151803,8.707667840123177,7.843123995065688,-0.5958571228625036,3691,59.675252445060835
3691,3691,3692,38323,0.019150795,1.3210639e-05,537.2916,6.178374,107.13538,3.2896247000000005,0.70027715,0.0028393605141504,587724650876174378,0.2877633,199.54195,-1.2436468999999999,10.423092,10.321295,10.504242,-0.37683246,-0.6006023,-0.09888883,-0.34974557,0.0,-4.373357996194411,1,9.109521,9.101542,9.1175,9.109522,7.969712274670599,9.177778790593148,8.56920282959938,-1.2453130956706664,3692,73.27590465935181
3692,3692,3693,38360,0.047790482999999995,8.0323025e-06,263.78677000000005,3.730596,52.567280000000004,2.374326700000001,0.7005375,0.004096196167735697,587724650339303691,0.4336235,199.56248,-1.7443591,9.896345,9.805242,9.988468,-0.13549227,-0.29546514,0.044176288,-0.12564443,0.0,-3.856360898880701,1,9.019338000000001,9.003304,9.06989,9.036596000000001,7.9703813821077345,9.178510382771492,8.570332762002945,-0.7178347495212261,3693,64.30226265597688
3693,3693,3694,38363,0.048135042,8.275836e-06,84.06613,2.0426342,26.600113,1.7880001,0.4997376,0.009821965927395386,587724650339369118,0.7112775,199.6044,-1.6360796999999998,9.301921,9.227549,9.405175,-0.21999988,-0.47943389999999997,0.09893036,-0.19025177,0.0,-4.645870838856912,1,8.558950999999999,8.317102,8.656404499999999,8.486753,7.4543256077170374,8.614262629449367,7.698861142992972,-0.6876582495005676,3694,44.66104847998143
3694,3694,3695,38370,0.05283822,1.6063634e-05,92.641014,2.529624,17.409668,2.0149846,0.7260128,0.00970543015974315,587724650339369180,0.6848494,199.71017,-1.75901,10.103000999999999,10.006339,10.207780999999999,-0.3289472,-0.6377935,-0.046511393,-0.34215245,0.0,-4.666013609967041,1,8.911284,8.840993,8.974786,8.907888999999997,8.035852962732315,9.250096040964127,8.680895664691924,-0.8529045991934512,3695,46.7762355360639
3695,3695,3696,38388,0.059187826,4.002132299999998e-06,914.7048,8.124507000000001,195.97023000000002,4.130413,0.66909087,0.0021281117061592216,587724650876436581,0.7344742,200.03867,-1.3323688999999999,10.295256,10.205445,10.385088,0.52456343,0.42473462,0.6364151,0.53057486,0.0,-3.255874311297295,1,9.09003,9.08319,9.096869,9.09003,7.88956352829933,9.090145336389543,8.433854362964631,-1.2051103412141644,3696,42.73719465167159
3696,3696,3697,38418,0.045427672999999995,6.9938183000000014e-06,150.8115,2.6436622000000005,43.669662,2.0412464,0.5382545999999999,0.006277977756317487,587725041711317189,0.6226754,200.1438,-1.5378805,9.28722,9.225125,9.375529,-0.22424233,-0.45999986,0.06494259999999999,-0.19752863,0.0,-4.551038706465434,1,8.8051195,8.740699000000001,8.838716499999997,8.789707,7.5533143699169125,8.722495478391647,7.866025044918063,-0.5647245199855151,3697,51.48822933953797
3699,3699,3700,38547,0.04587395,9.334908e-06,114.45662,2.6355062,36.417595,2.1532156000000002,0.49732965,0.008767879158140994,587729774753611886,0.3299164,201.10093999999998,-1.3840555,9.379648,9.312382000000001,9.475266,-0.32961023,-0.5749139,-0.050880805,-0.31289735,0.0,-4.4883823652811214,1,8.829476,8.788125,8.869007,8.828566,7.448137206435202,8.607496322989464,7.688410691022872,-0.7721518935735855,3700,70.73629860786143
3702,3702,3703,38596,0.054927338,7.4000220000000005e-06,188.06508,2.8490658,55.011814,2.3736577000000003,0.5338522,0.005809472922781058,587722952767635905,0.7536484,237.70735,-0.11728576,9.669376,9.606223,9.756381,0.022679131,-0.24014866,0.3076688,0.03376007,0.0,-4.613690307046316,1,8.900253999999997,8.844691000000003,8.922835000000003,8.883763,7.542000204324722,8.710124737024307,7.8469186329841625,-0.959251621631356,3703,41.09259031514129
3703,3703,3704,38598,0.05515259,6.4823207e-06,134.91187,2.552263,43.677288,2.295801,0.48979446,0.007854500715861426,587722982839157087,0.974656,237.82304,-0.3954523,9.34769,9.28374,9.433066,-0.375,-0.62759435,-0.10432895,-0.36596164,0.0,-4.526730896562046,1,8.336919,8.196521,8.494738,8.345628999999999,7.428771769702434,8.586322440803052,7.655707969069481,-0.7613671845969493,3704,12.926969733537131
3706,3706,3707,38657,0.054801393,1.1513974e-05,93.59899,2.4766347,21.98074200000001,2.1379519,0.62922883,0.010280507164731431,587722982838829513,0.4152099,237.15489,-0.24383166,9.871056,9.805083,9.963099,0.12905407,-0.12115384,0.40617654,0.14251135,0.0,-4.582318790702949,1,8.887825,8.827631,8.958408,8.89302,7.787118093967438,8.978133013248444,8.260853123664855,-0.8929226002702414,3707,65.46746442007175
3709,3709,3710,38695,0.014679484,6.8121253e-06,826.998,6.930416,216.59507999999997,4.8202620000000005,0.5818559,0.002704860391064285,587729778527699128,0.6436568,236.64567999999997,-0.90629137,9.235534,9.173599000000001,9.326022,-0.50876164,-0.72468144,-0.24271844,-0.48369995,0.0,-4.343742224449902,1,8.812325999999997,8.803044,8.825596,8.81432,7.66536964535713,8.845015059709551,8.055254576206208,-0.3905186552591124,3710,49.934958503254165
3710,3710,3711,38697,0.029741862999999997,1.0788632e-05,1228.768,10.834522999999999,238.03311000000002,5.9600480000000005,0.7128325,0.0022333111060434826,587729971795460308,0.6337356,236.7518,-0.9848984000000001,9.008545,8.894648,9.145050999999999,-1.0303059,-1.1501088,-0.9073566999999999,-1.0287328000000002,2.0,-3.251389139996516,1,9.230192,9.222275,9.23811,9.230192,8.001979551911354,9.213059354424477,8.623693095445633,0.20451442162103384,3711,50.67373075731847
3711,3711,3712,38698,0.055309165,1.7497874e-05,76.83261999999998,2.6014407000000004,18.409996,2.4260304,0.6204919,0.014158486495329312,587729971795526214,0.5404018,236.80667000000003,-1.0304759000000001,9.693903,9.61439,9.792586,-0.14056854,-0.3987706,0.10909082,-0.14483988,0.0,-4.477632204900838,1,8.718511,8.590163,8.835718,8.71294,7.764664239287376,8.953582300543783,8.222934941053389,-0.7403206767390406,3712,57.28900469806315
3713,3713,3714,38713,0.054514665,5.8037945e-06,236.03667000000002,2.8907616000000003,71.56456,2.358156,0.51828146,0.0046288703374975535,587722952230240688,0.269033,236.44523999999998,-0.50629,9.38406,9.332904,9.446603,-0.053174328,-0.27404829999999997,0.19301333,-0.040517487000000005,0.0,-4.3949146480895225,1,8.6129,8.131604,8.639623,8.385613000000001,7.501983351707459,8.666370902061463,7.779341535568237,-0.7176889897191729,3714,74.39326717244533
3714,3714,3715,38715,0.054243825,1.6947190000000002e-05,55.323463000000004,2.2701572999999997,12.146063,2.0236115000000003,0.6584738,0.016360267991161106,587722983375438342,0.1311715,236.46526,0.03523074,10.189739999999999,10.075294,10.312168,-0.6608208999999999,-1.1063024,-0.2744317,-0.69036704,0.0,-5.097275332742103,1,8.806964,8.702119999999999,8.897885,8.800003,7.862277639508247,9.060311349034313,8.387776247262956,-1.1294288236082592,3715,82.46270594504915
3715,3715,3716,38721,0.054855373,5.19484e-06,734.76984,5.9659934,166.0941,3.6995937999999993,0.64579713,0.002327443771287021,587722952230240617,0.6691642,236.39731,-0.49336225,10.535905,10.455403,10.635531,0.69846773,0.529051,0.90969175,0.7193714,0.0,-4.004686936335067,1,9.149761,9.142761,9.156761,9.149761,7.829698632955552,9.024689944982528,8.332759559154509,-1.5112149435303903,3716,47.99740990858886
3720,3720,3721,38821,0.032813206,1.0078147e-05,269.76398,3.1965015,46.0849,2.2910032000000005,0.7674253000000001,0.0037916230943983204,587722953303916802,0.2100783,236.22124,0.3541489,10.104529,10.014005000000001,10.197626,-0.14200786,-0.3248501,0.053896245,-0.13547693,0.0,-4.06790318650107,1,9.016435000000001,9.003816,9.066097000000001,9.034956,8.142283017635345,9.366465089321137,8.860625796318054,-0.7380642890788421,3721,77.87305913726331
3721,3721,3722,38830,0.045225657999999995,8.0277405e-06,118.17263999999999,3.0676014,33.11893,2.2146285,0.5524406,0.008730707396389334,587729746840781151,0.6316693,236.70845,0.90607005,9.329865,9.265077999999999,9.420722,-0.3943851,-0.6542374,-0.11315788,-0.38369763,0.0,-4.633692816879343,1,8.610104,8.556761,8.682203,8.619482000000001,7.589772300124168,8.762358040213584,7.927592133283616,-0.5675074130327872,3722,50.82661187778107
3722,3722,3723,38843,0.01281919,2.1461381000000002e-05,45.743491999999996,1.6526942999999998,17.671556,1.9097657,0.4130545,0.01911798425954901,587722953840787640,0.1271261,236.30993999999998,0.77222097,9.065869000000001,8.955873500000003,9.207922,1.0815247,0.6517066,1.3676947,1.0097007,0.0,-4.521359626259298,1,8.7935505,8.688619000000001,8.879453999999997,8.784037,7.231550054848193,8.370683133900165,7.322656512856484,-0.6951862150339726,3723,82.69644799742797
3724,3724,3725,38849,0.031430785,5.625029599999999e-06,300.00247,3.263624,93.541016,2.8935874,0.50612277,0.00444034182245083,587722954377986272,0.2362498,237.01051,1.2244968,9.164077,9.1126175,9.2274685,-0.31631434,-0.52154326,-0.072244726,-0.29689398,0.0,-4.307347396505027,1,8.585297,8.540968,8.612332,8.576651,7.470735513567924,8.632204977869987,7.7265728127956415,-0.5318718216348856,3725,76.3346943453643
3725,3725,3726,38852,0.031309217,6.834639e-06,568.6193,4.859317,156.4589,3.3528821000000004,0.56042135,0.002756943105242361,587722954377986331,0.31487370000000003,237.0399,1.2267718,9.440844,9.366762,9.542847,-0.05111579,-0.25152028,0.22989699,-0.010811642,0.0,-4.34767924601135,1,8.9448395,8.923275,8.955153999999997,8.939214999999997,7.610282863378526,8.78478398680687,7.962228648662567,-0.6560595911578262,3726,71.64681065099943
3726,3726,3727,38864,0.04550644,9.870603e-06,329.63315,4.1635647,75.166534,2.8652792000000002,0.64200634,0.0039768742700398655,587722953840984474,0.8429747,236.73201,0.7423015000000001,10.227912,10.153765,10.321313,0.2793723,0.054561567000000005,0.54452395,0.29954275,0.0,-4.341861283309435,1,9.066022,9.014479,9.07605,9.045264,7.819956287741661,9.014037808775901,8.316307505369188,-1.2138741505867805,3727,32.54441332238424
3727,3727,3728,38874,0.053455535,1.0223459e-05,176.24934,2.7429216,47.52750800000001,2.2355828,0.56918246,0.005802359398805968,587722983912309224,0.7590855,236.5812,0.4707483,9.855008,9.772092,9.948212,-0.17518513,-0.39256337,0.072961405,-0.15980098,0.0,-4.2990431670912646,1,8.984208,8.944015,9.008754,8.976384,7.632798910737038,8.809402700066569,8.000251857042313,-1.0456054354184994,3728,40.616356215959904
3729,3729,3730,38882,0.03263894,1.0011179e-05,233.11617,2.7753177000000004,52.72031,2.1740587000000002,0.6455944,0.0042156749916576,587722953304113349,0.4358307,236.79724,0.40691537,10.127433,10.040612,10.216971000000001,-0.25362316,-0.7023314,0.5141975000000001,-0.09406695,0.0,-5.445782343298397,1,9.109282499999999,9.092078,9.142777,9.117428,7.829177654385568,9.024120314717292,8.331879774332045,-1.1033125048717518,3730,64.16183560643778
3734,3734,3735,38900,0.030635975,8.474077e-06,334.55163999999996,3.2359869999999997,89.64144,2.4689647999999997,0.5719543,0.00339695735050988,587722983912636533,0.628692,237.25505,0.5123955,9.783008,9.714295,9.871236,0.01806227,-0.22206396,0.29232687,0.035131454,0.0,-4.470943241897666,1,9.0097065,9.002419999999997,9.016992,9.0097065,7.6399225765466685,8.81719161093235,8.012281705141067,-0.9658160141535554,3735,51.04631353828123
3744,3744,3745,38937,0.05474353,9.360492000000001e-06,290.08008,3.9206216,69.250496,2.8360364,0.622095,0.0044712375975539415,587722984449638662,0.33575959999999994,237.51414,0.98358065,10.4645405,10.375305,10.558053999999998,0.103773504,-0.09056109,0.36448857,0.13696374,0.0,-4.264670474147952,1,9.010809,8.992269,9.04684,9.019554,7.7687841212749476,8.958086918592453,8.229892251491547,-1.5064535798923837,3745,70.38126455972522
3749,3749,3750,38980,0.057480387,5.4531209999999995e-06,470.5538,4.209594999999998,147.14983,3.960672,0.50484955,0.003852097711110694,587722951694942633,0.8131706999999999,240.08356,-1.0437987,9.468058000000001,9.397219999999999,9.563447,-0.20192043,-0.32091057,-0.050120797,-0.18551569,0.0,-3.5395966791797897,1,8.751368,8.73878,8.767883,8.753332,7.467463351488114,8.628627244234085,7.7210470604896555,-0.8394303937483102,3750,35.593115641646826
3750,3750,3751,38981,0.052490484000000004,7.3398055e-06,368.72217,3.7399117999999993,94.33274,3.1685282999999997,0.5920368,0.0038984527128136134,587722951695008088,0.9845259,240.19035,-0.8791242,9.595252,9.521833,9.68511,-0.10661758,-0.28577444,0.09892846,-0.09342299400000001,0.0,-4.086007861698517,1,8.815627000000003,8.747342,8.833813000000003,8.790577,7.691534534096718,8.87362336218357,8.099439641237261,-0.7216286760641445,3751,10.092574216570682
3751,3751,3752,38986,0.056162300000000005,9.333984e-06,121.37756999999999,2.4130297,34.17137,2.6121857000000004,0.5504760000000001,0.009657419496441392,587722982303335067,0.4500010999999999,240.33622999999997,-0.6741416,9.271724,9.209163,9.360947999999999,-0.20725789999999997,-0.4826589,0.07694301,-0.20285794,0.0,-4.687434151476753,1,8.696750999999999,8.642925,8.755077,8.699000999999999,7.58472335755825,8.756837601065634,7.919065903425218,-0.5148861512215235,3752,63.25624547472381
3753,3753,3754,38992,0.055738675999999994,4.1658996000000005e-06,1795.6952,11.218978,460.5482,5.7340800000000005,0.5909575,0.0015516142936522154,587722982303334783,0.2734882,240.27356,-0.7074439,9.982678,9.898106,10.094771000000001,0.47471409999999997,0.37870370000000003,0.6279743,0.503339,0.0,-3.388931534642962,1,8.931554,8.923557,8.939551,8.931555,7.688760832548143,8.870590637922287,8.094755647182465,-1.1120877839753318,3754,74.12805900267252
3754,3754,3755,38994,0.054790463,7.2004420000000004e-06,220.04332999999997,3.4442167,58.20545600000001,2.6032853,0.5775445,0.005443600206029595,587722952231879177,0.7403018,240.18544,-0.56878364,9.537879,9.468148,9.626927,-0.10656161,-0.3923281,0.18399034,-0.104168884,0.0,-4.67017939220283,1,8.712154,8.672117,8.742756,8.707436999999999,7.654289391636847,8.832900074124336,8.036543174982071,-0.7049789086721788,3755,42.24286935304974
3756,3756,3757,38997,0.052847013,1.10781e-05,123.974525,2.6645842,39.292427,2.484612,0.49902362,0.009192869410107031,587722952231944541,0.5811472,240.2933,-0.60961455,9.845746,9.773858,9.936856,0.07816715,-0.20289457,0.39154232,0.09432387,0.0,-4.773173423589468,1,8.739125,8.692356,8.81583,8.754093,7.452490693926811,8.612256361842155,7.695762494802475,-1.2334896879683437,3757,54.46872891005598
3757,3757,3758,38998,0.05315668,8.538715999999999e-06,182.64345,2.5629737,56.172825,2.7098792,0.5120778,0.006710692664173827,587722952231944531,0.8147634,240.2883,-0.5064313,9.442208,9.369534,9.538715,-0.2727082,-0.4620804,-0.03567944,-0.24887991,0.0,-4.241947015016865,1,8.676179,8.631515499999999,8.706694,8.669105,7.486039967536926,8.648938641548156,7.7524176883697535,-0.7932696566128171,3758,35.43602586715999
3759,3759,3760,39001,0.053186297,8.68687e-06,179.99608,2.3754754,57.45154,2.4458942,0.49596134,0.006178501417729914,587722952231944584,0.453588,240.31502999999998,-0.538838,9.548581,9.476627,9.640628,-0.34147045,-0.6032432,-0.06559387,-0.33441854,0.0,-4.584516862979432,1,8.76622,8.743576,8.824203,8.78389,7.444620639383793,8.603651360571384,7.682472208142282,-0.9449297485858348,3760,63.02587959016168
3760,3760,3761,39002,0.032238777999999996,9.266595e-06,180.50114,2.3749062999999997,51.833626,2.6438968,0.5418683000000001,0.00656956961495455,587722982840205413,0.2553515,240.24649,-0.34422824,9.523369,9.443436,9.622827000000001,-0.36006940000000004,-0.5816613,-0.11265558,-0.34715843,0.0,-4.333667736609248,1,8.725681,8.6985445,8.759522,8.729033,7.562601605653763,8.73265000462532,7.8817085480690015,-0.7907188207232736,3761,75.20558583131593
3762,3762,3763,39007,0.031529304,1.0434173e-05,195.65059,2.4931712000000004,31.484,2.0393705,0.7933913,0.0046136507153247824,587722952768815586,0.9163756,240.37006,-0.0863653,10.23548,10.120223,10.336796000000001,-0.07603192,-0.29310322,0.18286404,-0.05511959,0.0,-4.4149225911950145,1,8.990195,8.956936,9.0109215,8.983929,8.209015608429908,9.439429517388344,8.973318186998368,-0.7960508094488121,3763,23.598157985064244
3764,3764,3765,39010,0.052887755999999994,1.0383908e-05,279.09454,3.9903302000000003,55.350315,3.5577052000000005,0.70263124,0.005671391694860012,587722952231944212,0.7641091999999999,240.26973999999998,-0.5373595999999999,10.66412,10.566443,10.76543,0.13550004,-0.13084115,0.40048787,0.13482335,0.0,-4.5145314518673585,1,8.965605,8.934697,8.978583,8.95664,7.975762274265289,9.184393770694733,8.579419560432434,-1.4797259398333191,3765,40.172192519217774
